Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Городовиковская 																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82					
1	"Число избирателей, внесенных в список"	13167	1124	938	1527	1795	15	1079	1047	784	143	210	108	67	72	585	101	1018	449	57	574	98	139	550	170	147	370					
2	Число полученных избирательных бюллетеней	13471	1143	938	1509	1862	30	1165	1128	764	145	208	119	70	71	591	100	1034	462	55	562	101	141	553	175	149	396					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9136	718	598	904	1145	0	771	696	599	128	170	106	62	60	451	90	641	354	47	418	86	126	439	128	121	278					
5	"Число избирательных бюллетеней, выданных вне помещения"	849	83	50	127	81	15	54	138	42	1	11	2	0	3	37	6	83	18	5	26	0	0	17	12	5	33					
6	Число погашенных избирательных бюллетеней	3486	342	290	478	636	15	340	294	123	16	27	11	8	8	103	4	310	90	3	118	15	15	97	35	23	85					
7	Число избирательных бюллетеней в переносных ящиках	849	83	50	127	81	15	54	138	42	1	11	2	0	3	37	6	83	18	5	26	0	0	17	12	5	33					
8	Число бюллетеней в стационарных ящиках для голосования	9136	718	598	904	1145	0	771	696	599	128	170	106	62	60	451	90	641	354	47	418	86	126	439	128	121	278					
9	Число недействительных избирательных бюллетеней	102	7	6	11	16	0	7	6	5	0	12	1	0	0	7	2	7	7	0	2	0	0	2	1	2	1					
10	Число действительных избирательных бюллетеней	9883	794	642	1020	1210	15	818	828	636	129	169	107	62	63	481	94	717	365	52	442	86	126	454	139	124	310					
11	Число полученных открепительных  удостоверений	292	23	19	23	30	0	19	19	10	5	5	5	5	5	15	5	19	19	2	19	2	2	16	5	2	18					
12	Число выданных открепительных удостоверений	135	12	9	4	6	0	6	11	8	0	0	0	2	0	4	0	19	13	0	12	0	0	5	5	1	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	45	6	6	6	0	0	2	1	1	0	0	2	1	0	0	0	4	0	3	3	1	0	5	3	1	0					
14	Число неиспользованных открепительных удостоверений	157	11	10	19	24	0	13	8	2	5	5	5	3	5	11	5	0	6	2	7	2	2	11	0	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	8	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	260	37	20	38	44	0	27	18	13	0	2	1	1	4	13	1	7	4	0	8	1	3	9	1	1	7					
		2.60%	4.62%	3.09%	3.69%	3.59%	0.00%	3.27%	2.16%	2.03%	0.00%	1.10%	0.93%	1.61%	6.35%	2.66%	1.04%	0.97%	1.08%	0.00%	1.80%	1.16%	2.38%	1.97%	0.71%	0.79%	2.25%					
19	. Малышкин Олег Александрович	185	14	10	28	20	0	14	12	14	1	5	3	0	0	17	0	15	15	0	4	2	0	0	0	2	9					
		1.85%	1.75%	1.54%	2.72%	1.63%	0.00%	1.70%	1.44%	2.18%	0.78%	2.76%	2.78%	0.00%	0.00%	3.48%	0.00%	2.07%	4.03%	0.00%	0.90%	2.33%	0.00%	0.00%	0.00%	1.59%	2.89%					
20	. Миронов Сергей Михайлович	54	9	7	5	7	0	3	3	2	0	1	0	0	2	2	0	7	1	0	0	0	0	1	1	0	3					
		0.54%	1.12%	1.08%	0.48%	0.57%	0.00%	0.36%	0.36%	0.31%	0.00%	0.55%	0.00%	0.00%	3.17%	0.41%	0.00%	0.97%	0.27%	0.00%	0.00%	0.00%	0.00%	0.22%	0.71%	0.00%	0.96%					
21	. Путин Владимир Владимирович	6976	504	411	653	801	12	575	649	508	115	132	70	51	47	311	90	487	267	33	217	67	108	381	127	116	244					
		69.86%	62.92%	63.43%	63.34%	65.33%	80.00%	69.70%	77.82%	79.25%	89.15%	72.93%	64.81%	82.26%	74.60%	63.73%	93.75%	67.27%	71.77%	63.46%	48.87%	77.91%	85.71%	83.55%	90.71%	92.06%	78.46%					
22	. Хакамада Ирина Муцуовна	275	35	21	24	33	1	46	9	7	2	7	1	4	1	4	0	12	12	0	15	0	5	19	3	1	13					
		2.75%	4.37%	3.24%	2.33%	2.69%	6.67%	5.58%	1.08%	1.09%	1.55%	3.87%	0.93%	6.45%	1.59%	0.82%	0.00%	1.66%	3.23%	0.00%	3.38%	0.00%	3.97%	4.17%	2.14%	0.79%	4.18%					
23	. Харитонов Николай Михайлович	1983	181	155	258	283	2	137	125	85	9	21	32	5	8	129	2	172	63	18	194	15	9	39	4	4	33					
		19.86%	22.60%	23.92%	25.02%	23.08%	13.33%	16.61%	14.99%	13.26%	6.98%	11.60%	29.63%	8.06%	12.70%	26.43%	2.08%	23.76%	16.94%	34.62%	43.69%	17.44%	7.14%	8.55%	2.86%	3.17%	10.61%					
																																
24	Против всех	150	14	18	14	22	0	16	12	7	2	1	0	1	1	5	1	17	3	1	4	1	1	5	3	0	1					
		1.50%	1.75%	2.78%	1.36%	1.79%	0.00%	1.94%	1.44%	1.09%	1.55%	0.55%	0.00%	1.61%	1.59%	1.02%	1.04%	2.35%	0.81%	1.92%	0.90%	1.16%	0.79%	1.10%	2.14%	0.00%	0.32%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
