Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    район Соколиная гора																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №3198	УИК №3199	УИК №3200	УИК №3201					
1	"Число избирателей, внесенных в списки избирателей"	57454	2700	1564	2679	2991	2567	2112	2783	2464	2523	1566	2240	1687	2682	2621	2423	2657	2098	2151	2361	2670	2193	2815	2928	400	1010	339	66	164					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44550	1900	1100	2100	2900	2000	1600	2000	1900	1800	1100	1700	1300	1900	1800	1800	1900	1600	1600	1800	2000	1600	2000	2200	300	1400	950	100	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30907	1337	824	1348	1941	1247	1080	1606	1288	1469	883	1147	849	1427	1498	1493	1357	1019	1052	1113	1283	1059	1432	1427	252	940	310	66	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	713	34	49	44	32	30	42	26	45	36	23	24	32	41	18	26	21	24	30	35	26	18	26	30	1	0	0	0	0					
6	Число погашенных избирательных бюллетеней	12928	529	227	708	927	723	478	368	567	295	194	529	419	432	284	281	522	557	518	650	691	523	542	743	47	460	640	34	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	713	34	49	44	32	30	42	26	45	36	23	24	32	41	18	26	21	24	30	35	26	18	26	30	1	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30781	1299	821	1340	1941	1243	1074	1606	1288	1463	860	1144	849	1427	1497	1487	1354	1014	1048	1112	1280	1056	1432	1419	252	940	309	66	160					
9	Число недействительных избирательных бюллетеней	510	29	13	31	34	23	20	25	15	25	16	14	7	17	14	22	26	12	25	15	29	12	15	28	6	30	3	1	3					
10	Число действительных избирательных бюллетеней	30984	1304	857	1353	1939	1250	1096	1607	1318	1474	867	1154	874	1451	1501	1491	1349	1026	1053	1132	1277	1062	1443	1421	247	910	306	65	157					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1260	45	40	70	60	65	45	60	50	50	40	55	40	50	60	55	50	65	45	45	65	65	70	60	10	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1000	38	29	51	41	54	38	50	34	25	26	48	32	39	51	52	40	47	39	38	54	54	63	52	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2410	117	54	64	439	30	46	190	22	97	59	81	24	171	283	91	68	30	25	32	31	20	107	46	29	93	98	5	58					
14	Число погашенных неиспользованных открепительных удостоверений	260	7	11	19	19	11	7	10	16	25	14	7	8	11	9	3	10	18	6	7	11	11	7	8	5	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	1	0	1	2	4	3	2	1	4	2	0	4	0	1	3	2	0	0	2	0	0	2	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	951	42	35	53	45	32	37	40	50	53	23	39	33	47	39	26	38	32	44	31	45	30	50	42	4	27	7	3	4					
		3.02%	3.15%	4.02%	3.83%	2.28%	2.51%	3.32%	2.45%	3.75%	3.54%	2.60%	3.34%	3.75%	3.20%	2.57%	1.72%	2.76%	3.08%	4.08%	2.70%	3.45%	2.79%	3.43%	2.90%	1.58%	2.87%	2.27%	4.55%	2.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	802	33	33	44	44	37	38	60	32	36	35	33	20	41	33	29	38	15	25	27	31	22	40	30	4	17	1	1	3					
		2.55%	2.48%	3.79%	3.18%	2.23%	2.91%	3.41%	3.68%	2.40%	2.40%	3.96%	2.83%	2.27%	2.79%	2.18%	1.92%	2.76%	1.45%	2.32%	2.35%	2.37%	2.05%	2.74%	2.07%	1.58%	1.81%	0.32%	1.52%	1.88%					
20	3.Политическая партия «Демократическая партия России»	58	4	1	2	6	1	1	2	0	4	2	1	1	2	3	3	5	1	2	2	2	2	4	2	2	3	0	0	0					
		0.18%	0.30%	0.11%	0.14%	0.30%	0.08%	0.09%	0.12%	0.00%	0.27%	0.23%	0.09%	0.11%	0.14%	0.20%	0.20%	0.36%	0.10%	0.19%	0.17%	0.15%	0.19%	0.27%	0.14%	0.79%	0.32%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4438	167	124	186	216	152	179	287	215	251	137	175	144	217	207	261	192	130	159	183	181	132	186	171	32	111	29	12	2					
		14.09%	12.53%	14.25%	13.44%	10.95%	11.94%	16.04%	17.59%	16.13%	16.74%	15.52%	14.98%	16.35%	14.78%	13.66%	17.25%	13.96%	12.52%	14.75%	15.95%	13.86%	12.29%	12.76%	11.80%	12.65%	11.81%	9.39%	18.18%	1.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	939	32	43	42	50	47	44	89	33	55	41	49	63	54	34	24	54	16	21	13	24	27	40	28	6	5	4	0	1					
		2.98%	2.40%	4.94%	3.03%	2.53%	3.69%	3.94%	5.45%	2.48%	3.67%	4.64%	4.20%	7.15%	3.68%	2.24%	1.59%	3.93%	1.54%	1.95%	1.13%	1.84%	2.51%	2.74%	1.93%	2.37%	0.53%	1.29%	0.00%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	133	5	2	3	3	5	10	8	6	6	10	4	3	4	5	3	9	3	9	5	7	3	8	2	1	5	3	0	1					
		0.42%	0.38%	0.23%	0.22%	0.15%	0.39%	0.90%	0.49%	0.45%	0.40%	1.13%	0.34%	0.34%	0.27%	0.33%	0.20%	0.65%	0.29%	0.83%	0.44%	0.54%	0.28%	0.55%	0.14%	0.40%	0.53%	0.97%	0.00%	0.63%					
24	7.Политическая партия «Либерально-демократическая партия России»	2283	88	41	76	146	87	63	93	91	79	51	86	51	95	114	110	123	96	86	97	117	85	125	142	24	69	30	7	11					
		7.25%	6.60%	4.71%	5.49%	7.40%	6.83%	5.65%	5.70%	6.83%	5.27%	5.78%	7.36%	5.79%	6.47%	7.52%	7.27%	8.95%	9.25%	7.98%	8.46%	8.96%	7.91%	8.57%	9.80%	9.49%	7.34%	9.71%	10.61%	6.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2647	94	96	125	139	128	98	150	121	124	95	79	66	101	114	116	105	104	101	90	106	122	118	133	28	62	13	8	11					
		8.40%	7.05%	11.03%	9.03%	7.05%	10.05%	8.78%	9.19%	9.08%	8.27%	10.76%	6.76%	7.49%	6.88%	7.52%	7.67%	7.64%	10.02%	9.37%	7.85%	8.12%	11.36%	8.09%	9.18%	11.07%	6.60%	4.21%	12.12%	6.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	447	24	15	15	21	25	16	27	13	28	12	20	18	31	16	13	24	10	5	15	16	11	26	17	2	21	5	0	1					
