Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    район Соколиная гора																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №3291	УИК №3292	УИК №3293	УИК №3294					
1	"Число избирателей, внесенных в список избирателей"	60025	2368	1557	2808	2574	2611	2227	2711	2445	2428	1552	2279	1700	2551	2291	2261	2650	2095	2376	2507	3003	2163	2500	2948	2104	1515	1018	532	109	142					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51795	2000	1000	2500	2000	2000	2000	2500	2000	2000	1200	2000	1500	2000	2000	2000	2000	2000	2000	2000	2500	2000	2000	2500	2410	1335	1000	1000	150	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	40065	1088	808	1600	1858	1410	1689	1548	1638	1829	1098	1435	1209	1619	1147	1625	1712	1428	1601	1502	1958	1429	1873	1991	1906	1293	994	528	109	140					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1066	21	25	32	29	46	22	295	41	39	12	27	26	136	19	16	23	20	40	30	17	27	19	98	3	1	0	0	0	2					
6	Число погашенных избирательных бюллетеней	10664	891	167	868	113	544	289	657	321	132	90	538	265	245	834	359	265	552	359	468	525	544	108	411	501	41	6	472	41	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1066	21	25	32	29	46	22	295	41	39	12	27	26	136	19	16	23	20	40	30	17	27	19	98	3	1	0	0	0	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39700	1086	806	1599	1850	1399	1689	1548	1638	1829	1091	1408	1207	1617	1147	1625	1629	1417	1597	1501	1935	1429	1873	1813	1906	1293	994	525	109	140					
9	Число недействительных избирательных бюллетеней	506	22	15	10	31	29	15	5	20	19	11	16	5	0	78	10	27	14	20	16	15	16	22	19	29	7	29	0	4	2					
10	Число действительных избирательных бюллетеней	40260	1085	816	1621	1848	1416	1696	1838	1659	1849	1092	1419	1228	1753	1088	1631	1625	1423	1617	1515	1937	1440	1870	1892	1880	1287	965	525	105	140					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1302	50	50	57	70	58	56	75	50	50	50	70	45	50	50	50	45	50	50	50	70	30	70	70	25	11	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1103	40	29	55	53	58	56	60	48	46	27	58	38	32	48	46	36	48	42	50	65	30	69	63	3	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2025	144	52	141	73	53	64	68	25	88	22	42	27	86	27	19	34	20	85	27	28	54	107	56	151	180	197	136	9	10					
14	Число погашенных неиспользованных открепительных удостоверений	199	10	21	2	17	0	0	15	2	4	23	12	7	18	2	4	9	2	8	0	5	0	1	7	22	8	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	2	4	4	2	4	4	3	5	2	1	0	6	2	5	4	3	7	3	3	3	2	4	5	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4151	160	179	122	2	231	200	180	170	143	94	174	98	229	181	180	228	173	171	153	227	158	186	129	110	52	162	10	17	32					
		10.18%	14.45%	21.54%	7.48%	0.11%	15.99%	11.69%	9.77%	10.13%	7.66%	8.52%	12.13%	7.95%	13.06%	15.52%	10.97%	13.80%	12.04%	10.45%	9.99%	11.63%	10.85%	9.83%	6.75%	5.76%	4.02%	16.30%	1.90%	15.60%	22.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3273	142	83	136	2	157	150	107	157	126	48	131	119	128	133	78	168	138	122	135	185	147	152	107	84	80	168	47	9	34					
		8.03%	12.83%	9.99%	8.34%	0.11%	10.87%	8.77%	5.81%	9.35%	6.75%	4.35%	9.13%	9.65%	7.30%	11.41%	4.75%	10.17%	9.60%	7.45%	8.82%	9.48%	10.10%	8.03%	5.60%	4.40%	6.18%	16.90%	8.95%	8.26%	23.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	430	11	22	0	1	18	40	20	19	17	12	18	10	19	31	14	10	9	0	18	15	18	25	28	14	11	19	8	0	3					
		1.05%	0.99%	2.65%	0.00%	0.05%	1.25%	2.34%	1.09%	1.13%	0.91%	1.09%	1.25%	0.81%	1.08%	2.66%	0.85%	0.61%	0.63%	0.00%	1.18%	0.77%	1.24%	1.32%	1.47%	0.73%	0.85%	1.91%	1.52%	0.00%	2.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7478	232	224	334	292	280	310	410	361	380	273	295	259	317	293	303	292	223	291	322	352	289	216	410	114	87	186	104	18	11					
		18.34%	20.96%	26.96%	20.48%	15.54%	19.38%	18.12%	22.25%	21.50%	20.34%	24.75%	20.56%	21.01%	18.08%	25.13%	18.46%	17.68%	15.52%	17.78%	21.03%	18.03%	19.85%	11.42%	21.45%	5.97%	6.72%	18.71%	19.81%	16.51%	7.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2799	166	116	207	1	177	48	169	91	197	87	180	48	179	147	55	20	80	119	81	170	91	93	112	45	29	67	4	5	15					
