Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Чернышевская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831					
1	"Число избирателей, внесенных в списки избирателей"	24965	1144	924	768	1602	1324	1294	1732	255	288	660	544	507	2731	381	746	800	893	335	247	189	619	217	763	348	292	708	562	179	87	298	206	739	1089	529	76	269	236	384					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24585	1121	891	745	1580	1357	1278	1713	242	286	648	530	493	2617	373	722	758	848	315	246	193	600	311	746	349	285	678	552	181	87	299	209	736	1111	520	86	264	231	384					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15483	681	513	450	912	766	847	1153	164	153	318	328	289	1525	215	388	388	609	243	156	126	451	196	450	278	186	459	394	159	44	252	155	513	641	377	28	198	187	291					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1670	42	36	33	42	62	31	70	16	66	116	38	49	143	64	26	21	27	5	18	12	41	21	109	5	28	83	36	20	17	24	17	88	108	58	47	23	12	16					
6	Число погашенных избирательных бюллетеней	7432	398	342	262	626	529	400	490	62	67	214	164	155	949	94	308	349	212	67	72	55	108	94	187	66	71	136	122	2	26	23	37	135	362	85	11	43	32	77					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1670	42	36	33	42	62	31	70	16	66	116	38	49	143	64	26	21	27	5	18	12	41	21	109	5	28	83	36	20	17	24	17	88	108	58	47	23	12	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15483	681	513	450	912	766	847	1153	164	153	318	328	289	1525	215	388	388	609	243	156	126	451	196	450	278	186	459	394	159	44	252	155	513	641	377	28	198	187	291					
9	Число недействительных избирательных бюллетеней	191	13	9	3	6	11	8	10	0	1	5	5	5	10	7	4	2	6	3	4	2	15	4	6	2	0	6	5	4	2	1	2	16	5	5	1	1	1	1					
10	Число действительных избирательных бюллетеней	16962	710	540	480	948	817	870	1213	180	218	429	361	333	1658	272	410	407	630	245	170	136	477	213	553	281	214	536	425	175	59	275	170	585	744	430	74	220	198	306					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	360	15	10	10	20	15	20	20	3	4	10	10	10	30	5	10	10	10	4	4	10	10	5	15	5	5	10	10	3	2	4	3	10	25	7	2	4	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	184	5	4	6	8	13	17	16	3	0	6	3	3	24	0	1	1	1	0	4	6	5	3	11	3	0	2	3	1	0	1	0	4	23	3	0	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	127	4	5	6	19	2	4	7	1	2	3	0	0	16	1	5	2	0	1	0	2	11	3	4	3	1	1	5	1	2	0	1	3	3	1	1	3	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	176	10	6	4	12	2	3	4	0	4	4	7	7	6	5	9	9	9	4	0	4	5	2	4	2	5	8	7	2	2	3	3	6	2	4	2	3	5	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	296	10	8	5	13	11	10	18	0	2	7	6	5	23	7	9	4	12	1	4	1	9	9	32	8	0	23	6	6	0	0	2	7	16	13	2	6	0	1					
		1.73%	1.38%	1.46%	1.04%	1.36%	1.33%	1.14%	1.47%	0.00%	0.91%	1.61%	1.64%	1.48%	1.38%	2.51%	2.17%	0.98%	1.89%	0.40%	2.30%	0.72%	1.83%	4.15%	5.72%	2.83%	0.00%	4.24%	1.40%	3.35%	0.00%	0.00%	1.16%	1.16%	2.14%	2.99%	2.67%	2.71%	0.00%	0.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	4	0	2	2	3	3	2	0	1	3	0	0	5	1	4	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1					
		0.23%	0.55%	0.00%	0.41%	0.21%	0.36%	0.34%	0.16%	0.00%	0.46%	0.69%	0.00%	0.00%	0.30%	0.36%	0.97%	0.00%	0.00%	1.61%	0.00%	0.00%	0.20%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	1.01%	0.33%					
20	3.Политическая партия «Демократическая партия России»	15	1	0	1	3	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.09%	0.14%	0.00%	0.21%	0.31%	0.00%	0.00%	0.16%	0.00%	0.46%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.46%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1429	46	38	25	84	69	94	140	22	33	66	75	60	73	29	30	29	38	23	25	21	66	32	45	29	9	20	26	6	1	25	6	20	46	37	4	19	9	9					
		8.33%	6.36%	6.92%	5.18%	8.81%	8.33%	10.71%	11.45%	12.22%	15.07%	15.21%	20.49%	17.75%	4.38%	10.39%	7.25%	7.09%	5.97%	9.27%	14.37%	15.22%	13.41%	14.75%	8.05%	10.25%	4.21%	3.69%	6.05%	3.35%	1.64%	9.06%	3.49%	3.33%	6.14%	8.51%	5.33%	8.60%	4.52%	2.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	0	3	0	1	2	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	3	0	0	0	1	1	1	0	1	0	1	0	0					
		0.13%	0.00%	0.55%	0.00%	0.10%	0.24%	0.00%	0.25%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.18%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.36%	0.58%	0.17%	0.00%	0.23%	0.00%	0.45%	0.00%	0.00%					
