Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Нуримановская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962	УИК №2963	УИК №2964					
1	"Число избирателей, внесенных в списки"	15047	748	601	574	1109	522	369	147	355	265	705	672	690	668	267	145	537	356	243	289	432	243	337	731	679	319	250	1107	1069	618					
2	"Число бюллетеней, полученных участковыми комиссиями"	15194	753	594	569	1065	521	365	145	352	292	707	717	718	673	280	155	526	435	243	282	438	247	338	739	702	350	252	1084	1046	606					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11720	578	397	401	780	386	299	128	287	249	571	551	622	568	248	126	354	298	192	234	325	220	174	537	478	198	158	966	855	540					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1012	71	81	66	70	12	9	7	39	16	27	15	9	11	19	19	71	58	19	31	39	23	101	57	30	20	49	21	9	13					
6	Число погашенных бюллетеней	2464	104	116	102	215	123	57	10	26	27	109	151	87	94	13	10	101	79	32	17	74	4	63	145	196	132	45	97	182	53					
7	Число бюллетеней в переносных ящиках для голосования	1012	71	81	66	70	12	9	7	39	16	27	15	9	11	19	19	71	58	19	31	39	23	101	57	30	20	49	21	9	13					
8	Число бюллетеней в стационарных ящиках для голосования	11719	578	397	401	780	386	299	128	287	249	571	551	621	568	248	126	354	298	192	234	325	220	174	537	478	198	158	966	855	540					
9	Число недействительных бюллетеней	551	1	0	46	20	33	16	2	20	38	29	25	21	50	3	4	23	4	10	17	3	11	4	25	26	13	11	40	37	19					
10	Число действительных бюллетеней	12180	648	478	421	830	365	292	133	306	227	569	541	609	529	264	141	402	352	201	248	361	232	271	569	482	205	196	947	827	534					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	10	10	6	20	6	1	3	2	3	18	20	22	20	3	1	6	5	3	13	6	3	10	18	16	9	10	20	22	14					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	157	3	5	2	18	4	0	0	2	0	13	16	22	13	1	0	1	3	3	8	0	2	2	5	4	1	0	11	7	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	184	6	6	6	4	3	4	0	4	0	3	4	0	1	1	4	3	4	2	4	4	5	2	5	0	3	42	40	21	3					
14	Число погашенных открепительных удостоверений	143	7	5	4	2	2	1	3	0	3	5	4	0	7	2	1	5	2	0	5	6	1	8	13	12	8	10	9	15	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	320	10	15	13	20	21	6	10	7	4	18	13	10	27	4	1	14	12	5	8	10	8	3	14	4	2	5	25	20	11					
		2.51%	1.54%	3.13%	2.78%	2.35%	5.27%	1.94%	7.40%	2.14%	1.50%	3.01%	2.29%	1.58%	4.66%	1.49%	0.68%	3.29%	3.37%	2.36%	3.01%	2.74%	3.29%	1.09%	2.35%	0.78%	0.91%	2.41%	2.53%	2.31%	1.98%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	225	5	5	7	11	2	4	1	1	5	14	14	22	18	1	0	3	3	3	3	2	4	2	9	5	6	10	28	25	12					
		1.76%	0.77%	1.04%	1.49%	1.29%	0.50%	1.29%	0.74%	0.30%	1.88%	2.34%	2.47%	3.49%	3.10%	0.37%	0.0%	0.70%	0.84%	1.42%	1.13%	0.54%	1.64%	0.72%	1.51%	0.98%	2.75%	4.83%	2.83%	2.89%	2.16%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	308	19	4	10	9	9	5	1	4	0	20	14	13	13	6	0	14	11	7	9	3	3	6	17	12	8	13	43	23	12					
		2.41%	2.92%	0.83%	2.14%	1.05%	2.26%	1.62%	0.74%	1.22%	0.0%	3.34%	2.47%	2.06%	2.24%	2.24%	0.0%	3.29%	3.08%	3.31%	3.39%	0.82%	1.23%	2.18%	2.86%	2.36%	3.66%	6.28%	4.35%	2.66%	2.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	216	11	3	1	9	5	1	0	0	4	16	15	13	10	1	0	15	9	4	7	0	2	4	6	0	11	10	17	17	25					
		1.69%	1.69%	0.62%	0.21%	1.05%	1.25%	0.32%	0.0%	0.0%	1.50%	2.67%	2.65%	2.06%	1.72%	0.37%	0.0%	3.52%	2.52%	1.89%	2.64%	0.0%	0.82%	1.45%	1.01%	0.0%	5.04%	4.83%	1.72%	1.96%	4.52%					
22	"5. ""За Русь Святую"""	63	4	1	3	0	1	0	0	2	1	2	2	2	3	0	0	4	0	0	0	3	4	2	6	8	6	0	5	2	2					
		0.49%	0.61%	0.20%	0.64%	0.0%	0.25%	0.0%	0.0%	0.61%	0.37%	0.33%	0.35%	0.31%	0.51%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.82%	1.64%	0.72%	1.01%	1.57%	2.75%	0.0%	0.50%	0.23%	0.36%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	0	1	3	3	1	0	1	0	0	1	2	2	5	0	0	3	0	0	1	2	4	0	1	11	0	0	6	2	1					
		0.39%	0.0%	0.20%	0.64%	0.35%	0.25%	0.0%	0.74%	0.0%	0.0%	0.16%	0.35%	0.31%	0.86%	0.0%	0.0%	0.70%	0.0%	0.0%	0.37%	0.54%	1.64%	0.0%	0.16%	2.16%	0.0%	0.0%	0.60%	0.23%	0.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	94	1	3	1	4	0	2	0	3	2	3	2	6	8	0	2	5	1	0	0	0	1	1	2	4	5	6	15	9	8					
		0.73%	0.15%	0.62%	0.21%	0.47%	0.0%	0.64%	0.0%	0.92%	0.75%	0.50%	0.35%	0.95%	1.38%	0.0%	1.37%	1.17%	0.28%	0.0%	0.0%	0.0%	0.41%	0.36%	0.33%	0.78%	2.29%	2.89%	1.51%	1.04%	1.44%					
25	"8. ""Народно-республиканская партия России"""	62	2	1	8	4	1	0	0	2	10	4	1	0	4	0	0	3	2	1	0	0	2	2	1	0	0	1	6	7	0					
		0.48%	0.30%	0.20%	1.71%	0.47%	0.25%	0.0%	0.0%	0.61%	3.77%	0.66%	0.17%	0.0%	0.69%	0.0%	0.0%	0.70%	0.56%	0.47%	0.0%	0.0%	0.82%	0.72%	0.16%	0.0%	0.0%	0.48%	0.60%	0.81%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	41	9	0	3	1	1	1	0	0	0	0	3	2	4	0	0	0	1	0	1	0	1	0	2	2	0	0	3	4	3					
		0.32%	1.38%	0.0%	0.64%	0.11%	0.25%	0.32%	0.0%	0.0%	0.0%	0.0%	0.53%	0.31%	0.69%	0.0%	0.0%	0.0%	0.28%	0.0%	0.37%	0.0%	0.41%	0.0%	0.33%	0.39%	0.0%	0.0%	0.30%	0.46%	0.54%					
27	"10. ""Аграрная партия России"""	474	21	14	33	41	22	16	3	14	14	16	21	29	32	12	5	17	35	2	20	1	1	3	24	9	3	4	22	30	10					
		3.72%	3.23%	2.92%	7.06%	4.82%	5.52%	5.19%	2.22%	4.29%	5.28%	2.67%	3.71%	4.60%	5.52%	4.49%	3.44%	4.0%	9.83%	0.94%	7.54%	0.27%	0.41%	1.09%	4.04%	1.77%	1.37%	1.93%	2.22%	3.47%	1.80%					
28	"11. ""Истинные патриоты России"""	28	2	0	2	4	4	1	0	0	1	2	0	1	0	0	0	2	1	1	0	0	1	1	1	1	0	0	3	0	0					
		0.21%	0.30%	0.0%	0.42%	0.47%	1.00%	0.32%	0.0%	0.0%	0.37%	0.33%	0.0%	0.15%	0.0%	0.0%	0.0%	0.47%	0.28%	0.47%	0.0%	0.0%	0.41%	0.36%	0.16%	0.19%	0.0%	0.0%	0.30%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	143	3	0	6	10	2	3	1	3	2	15	15	15	10	0	0	4	0	0	3	2	0	1	8	3	3	7	11	11	5					
		1.12%	0.46%	0.0%	1.28%	1.17%	0.50%	0.97%	0.74%	0.92%	0.75%	2.50%	2.65%	2.38%	1.72%	0.0%	0.0%	0.94%	0.0%	0.0%	1.13%	0.54%	0.0%	0.36%	1.34%	0.59%	1.37%	3.38%	1.11%	1.27%	0.90%					
30	"13. ""Демократическая партия России"""	66	0	1	4	4	0	2	1	1	1	6	3	2	2	1	1	5	0	0	0	0	1	1	9	3	1	0	4	7	6					
		0.51%	0.0%	0.20%	0.85%	0.47%	0.0%	0.64%	0.74%	0.30%	0.37%	1.00%	0.53%	0.31%	0.34%	0.37%	0.68%	1.17%	0.0%	0.0%	0.0%	0.0%	0.41%	0.36%	1.51%	0.59%	0.45%	0.0%	0.40%	0.81%	1.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	0	2	3	5	1	1	0	0	0	1	4	10	3	0	1	6	1	1	1	1	1	1	5	1	4	2	7	4	3					
		0.54%	0.0%	0.41%	0.64%	0.58%	0.25%	0.32%	0.0%	0.0%	0.0%	0.16%	0.70%	1.58%	0.51%	0.0%	0.68%	1.41%	0.28%	0.47%	0.37%	0.27%	0.41%	0.36%	0.84%	0.19%	1.83%	0.96%	0.70%	0.46%	0.54%					
32	"15. ""Партия СЛОН"""	31	0	1	3	1	0	0	0	0	0	7	0	1	4	0	0	2	0	0	1	1	0	0	3	0	0	0	2	2	3					
		0.24%	0.0%	0.20%	0.64%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	0.15%	0.69%	0.0%	0.0%	0.47%	0.0%	0.0%	0.37%	0.27%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.20%	0.23%	0.54%					
33	"16. ""Родина"" (народно-патриотический союз)"""	524	18	5	8	31	14	3	2	8	9	27	34	42	33	6	4	6	10	4	6	10	10	9	33	30	17	11	69	44	21					
		4.11%	2.77%	1.04%	1.71%	3.64%	3.51%	0.97%	1.48%	2.45%	3.39%	4.51%	6.00%	6.66%	5.69%	2.24%	2.75%	1.41%	2.80%	1.89%	2.26%	2.74%	4.11%	3.27%	5.55%	5.90%	7.79%	5.31%	6.99%	5.09%	3.79%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	93	7	3	7	10	7	0	0	1	1	5	4	1	5	0	1	2	6	0	1	1	6	5	4	0	2	3	7	2	2					
		0.73%	1.07%	0.62%	1.49%	1.17%	1.75%	0.0%	0.0%	0.30%	0.37%	0.83%	0.70%	0.15%	0.86%	0.0%	0.68%	0.47%	1.68%	0.0%	0.37%	0.27%	2.46%	1.81%	0.67%	0.0%	0.91%	1.44%	0.70%	0.23%	0.36%					
35	"18. ""ЛДПР"""	967	46	19	13	34	12	6	7	7	6	41	40	46	30	18	5	38	18	16	4	23	5	34	83	56	21	34	118	99	88					
		7.59%	7.08%	3.97%	2.78%	4.0%	3.01%	1.94%	5.18%	2.14%	2.26%	6.85%	7.06%	7.30%	5.18%	6.74%	3.44%	8.94%	5.05%	7.58%	1.50%	6.31%	2.05%	12.36%	13.97%	11.02%	9.63%	16.42%	11.95%	11.45%	15.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	250	0	7	8	8	2	3	2	4	3	19	16	22	17	5	0	7	6	0	5	10	2	6	23	7	2	3	24	14	25					
