Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Геленджикская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938					
1	"Число избирателей, внесенных в список избирателей"	70326	2162	2183	2134	2451	2295	2661	3146	2347	2365	3038	2762	1903	2936	1702	2122	2251	2973	1387	2411	1411	2409	2551	970	360	1118	2590	1820	271	175	1135	1932	931	442	742	2371	2138	497	1234					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	66668	2141	2018	2086	2436	2255	2590	2928	2225	2358	2970	2677	1810	2763	1598	1844	1856	2856	1286	2142	1361	2313	2497	937	345	1087	2419	1685	263	161	1099	1908	876	435	604	2121	2051	483	1184					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	49273	1342	1579	1691	1553	1510	1838	2456	1618	1473	2178	1880	1327	1787	1106	1429	1647	1764	832	1670	1022	2155	2195	647	278	715	1821	1281	242	153	792	1394	630	301	560	1594	1519	437	857					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2972	110	65	50	61	118	64	111	116	69	180	9	154	65	188	297	51	63	35	138	86	39	107	33	17	91	102	38	11	5	83	80	44	36	32	138	34	18	34					
6	Число погашенных избирательных бюллетеней	14423	689	374	345	822	627	688	361	491	816	612	788	329	911	304	118	158	1029	419	334	253	119	195	257	50	281	496	366	10	3	224	434	202	98	12	389	498	28	293					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2972	110	65	50	61	118	64	111	116	69	180	9	154	65	188	297	51	63	35	138	86	39	107	33	17	91	102	38	11	5	83	80	44	36	32	138	34	18	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	49095	1240	1579	1691	1553	1510	1838	2456	1618	1473	2178	1869	1327	1751	1105	1417	1647	1764	832	1670	1022	2155	2195	647	278	702	1821	1281	242	153	792	1391	630	301	560	1594	1519	437	857					
9	Число недействительных избирательных бюллетеней	818	42	0	16	16	25	25	11	18	32	27	24	72	40	24	32	0	26	10	34	21	45	30	9	3	9	34	23	5	4	14	33	9	20	6	42	17	7	13					
10	Число действительных избирательных бюллетеней	51249	1308	1644	1725	1598	1603	1877	2556	1716	1510	2331	1854	1409	1776	1269	1682	1698	1801	857	1774	1087	2149	2272	671	292	784	1889	1296	248	154	861	1438	665	317	586	1690	1536	448	878					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1000	33	40	25	45	25	35	35	28	50	50	25	27	43	30	15	26	37	21	32	22	30	35	15	5	15	38	25	5	15	17	45	10	7	15	25	25	10	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	988	33	40	25	45	25	35	34	28	49	50	25	27	43	30	15	26	37	21	30	22	30	35	15	5	15	38	25	5	13	17	45	10	6	14	24	25	7	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1777	35	112	31	28	38	49	65	70	41	37	19	36	126	51	241	216	38	35	54	20	23	51	11	5	16	61	82	7	9	2	18	2	3	2	77	42	7	17					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	200	8	5	9	5	9	10	9	9	8	15	12	3	9	1	8	10	17	6	4	4	3	1	3	0	5	8	6	0	0	3	4	0	2	1	3	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5911	245	43	233	158	224	239	276	182	213	241	225	155	240	165	215	186	254	145	196	102	207	254	82	32	88	241	215	22	19	49	163	80	32	43	181	148	18	100					
		11.35%	18.15%	2.62%	13.38%	9.79%	13.76%	12.57%	10.75%	10.50%	13.81%	10.22%	11.98%	10.47%	13.22%	12.76%	12.54%	10.95%	13.90%	16.72%	10.84%	9.21%	9.43%	11.03%	12.06%	10.85%	11.10%	12.53%	16.30%	8.70%	12.03%	5.60%	11.08%	11.87%	9.50%	7.26%	10.45%	9.53%	3.96%	11.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5884	185	62	68	156	97	207	172	143	182	266	390	122	247	44	174	162	265	151	254	173	196	303	92	50	123	258	212	43	17	33	257	132	58	72	193	186	28	111					
		11.30%	13.70%	3.77%	3.91%	9.67%	5.96%	10.88%	6.70%	8.25%	11.80%	11.28%	20.77%	8.24%	13.60%	3.40%	10.15%	9.54%	14.50%	17.42%	14.05%	15.61%	8.93%	13.16%	13.53%	16.95%	15.51%	13.42%	16.07%	16.99%	10.76%	3.77%	17.47%	19.58%	17.21%	12.16%	11.14%	11.98%	6.15%	12.46%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	667	24	11	17	16	31	29	22	18	22	40	30	5	33	9	40	23	29	12	27	10	30	30	10	5	12	30	17	3	3	7	12	10	4	8	12	18	0	8					
		1.28%	1.78%	0.67%	0.98%	0.99%	1.90%	1.52%	0.86%	1.04%	1.43%	1.70%	1.60%	0.34%	1.82%	0.70%	2.33%	1.35%	1.59%	1.38%	1.49%	0.90%	1.37%	1.30%	1.47%	1.69%	1.51%	1.56%	1.29%	1.19%	1.90%	0.80%	0.82%	1.48%	1.19%	1.35%	0.69%	1.16%	0.00%	0.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7703	285	230	329	127	198	309	334	273	279	317	420	208	351	215	231	223	334	156	237	153	178	267	89	46	104	301	214	26	32	60	273	73	43	73	254	253	55	153					
		14.79%	21.11%	13.99%	18.90%	7.87%	12.16%	16.25%	13.01%	15.74%	18.09%	13.44%	22.36%	14.04%	19.33%	16.63%	13.48%	13.13%	18.28%	17.99%	13.11%	13.81%	8.11%	11.60%	13.09%	15.59%	13.11%	15.65%	16.22%	10.28%	20.25%	6.86%	18.56%	10.83%	12.76%	12.33%	14.67%	16.29%	12.09%	17.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1732	75	20	29	33	65	95	71	46	86	96	84	45	107	68	84	66	58	31	85	23	56	57	24	16	30	39	55	6	3	6	29	18	10	2	56	33	3	22					
		3.33%	5.56%	1.22%	1.67%	2.04%	3.99%	4.99%	2.77%	2.65%	5.58%	4.07%	4.47%	3.04%	5.89%	5.26%	4.90%	3.89%	3.17%	3.58%	4.70%	2.08%	2.55%	2.48%	3.53%	5.42%	3.78%	2.03%	4.17%	2.37%	1.90%	0.69%	1.97%	2.67%	2.97%	0.34%	3.23%	2.12%	0.66%	2.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29057	485	1278	1035	1108	974	980	1664	1040	727	1355	693	862	794	755	929	1035	846	359	972	623	1466	1343	371	141	420	1014	575	147	79	701	701	347	166	386	977	887	343	479					
		55.81%	35.93%	77.74%	59.45%	68.65%	59.83%	51.52%	64.82%	59.98%	47.15%	57.46%	36.90%	58.20%	43.72%	58.39%	54.20%	60.95%	46.31%	41.41%	53.76%	56.23%	66.82%	58.34%	54.56%	47.80%	52.96%	52.73%	43.59%	58.10%	50.00%	80.11%	47.65%	51.48%	49.26%	65.20%	56.41%	57.12%	75.38%	53.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	295	9	0	14	0	14	18	17	14	1	16	12	12	4	13	9	3	15	3	3	3	16	18	3	2	7	6	8	1	1	5	3	5	4	2	17	11	1	5					
		0.57%	0.67%	0.00%	0.80%	0.00%	0.86%	0.95%	0.66%	0.81%	0.06%	0.68%	0.64%	0.81%	0.22%	1.01%	0.53%	0.18%	0.82%	0.35%	0.17%	0.27%	0.73%	0.78%	0.44%	0.68%	0.88%	0.31%	0.61%	0.40%	0.63%	0.57%	0.20%	0.74%	1.19%	0.34%	0.98%	0.71%	0.22%	0.56%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
