Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Геленджикская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938					
1	"Число избирателей, внесенных в списки избирателей"	68790	2341	2150	2277	2459	2015	2622	2386	2604	2364	2773	2618	1792	3152	1796	1721	1780	3278	1236	2108	1246	2345	2677	1004	346	1129	2829	1970	281	209	1144	2022	901	478	638	2286	2112	475	1226					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	64784	2236	2129	2246	2151	1891	2570	2288	2544	2351	2703	2286	1727	2655	1715	1554	1640	2950	1229	1708	1199	2266	2406	971	332	1108	2567	1804	271	169	1117	2011	854	460	660	2164	2178	498	1176					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	44591	1522	1330	1534	1512	1324	1694	1543	1592	1476	1742	1701	1102	2061	1123	1159	1052	1965	745	1245	822	1588	1844	606	241	691	1921	1316	204	163	707	1383	613	314	487	1434	1630	383	822					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1604	29	43	47	32	56	32	41	62	33	44	18	62	47	39	91	41	29	29	45	59	50	107	46	13	59	44	28	19	3	46	53	26	24	27	84	42	24	30					
6	Число погашенных избирательных бюллетеней	18589	685	756	665	607	511	844	704	890	842	917	567	563	547	553	304	547	956	455	418	318	628	455	319	78	358	602	460	48	3	364	575	215	122	146	646	506	91	324					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1603	29	43	47	32	56	32	41	62	33	44	18	62	47	39	91	40	29	29	45	59	50	107	46	13	59	44	28	19	3	46	53	26	24	27	84	42	24	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44550	1517	1327	1534	1512	1324	1694	1539	1591	1473	1742	1695	1102	2061	1122	1159	1049	1959	745	1245	821	1588	1842	606	241	691	1919	1316	204	163	707	1383	613	314	487	1434	1630	383	818					
9	Число недействительных избирательных бюллетеней	744	17	13	22	16	24	33	21	14	48	27	21	19	15	11	13	11	27	6	28	20	34	27	19	5	11	48	21	3	1	34	42	10	8	8	30	15	15	7					
10	Число действительных избирательных бюллетеней	45409	1529	1357	1559	1528	1356	1693	1559	1639	1458	1759	1692	1145	2093	1150	1237	1078	1961	768	1262	860	1604	1922	633	249	739	1915	1323	220	165	719	1394	629	330	506	1488	1657	392	841					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	992	34	33	35	38	29	40	35	40	36	42	35	27	40	25	18	25	44	19	27	18	35	37	15	5	16	40	18	6	10	17	30	13	7	21	33	27	8	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	566	8	6	18	28	7	19	21	14	18	19	17	0	24	20	11	6	22	15	11	11	28	36	13	1	7	27	14	6	8	12	26	13	5	21	17	20	8	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	861	11	9	19	19	4	12	8	25	10	12	7	21	151	35	115	24	23	17	25	7	12	49	5	3	8	37	49	5	37	5	12	3	10	4	45	18	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	426	26	27	17	10	22	21	14	26	18	23	18	27	16	5	7	19	22	4	16	7	7	1	2	4	9	13	4	0	2	5	4	0	2	0	16	7	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	962	32	42	31	48	50	36	43	33	28	36	38	19	59	33	25	20	34	16	35	13	20	31	8	4	18	35	35	7	1	17	24	8	3	6	29	28	5	12					
		2.08%	2.07%	3.07%	1.96%	3.11%	3.62%	2.09%	2.72%	1.99%	1.86%	2.02%	2.22%	1.63%	2.80%	2.84%	2.00%	1.84%	1.71%	2.07%	2.71%	1.48%	1.22%	1.59%	1.23%	1.57%	2.40%	1.78%	2.60%	3.14%	0.60%	2.26%	1.67%	1.25%	0.89%	1.17%	1.91%	1.67%	1.23%	1.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	568	35	30	27	22	18	20	28	23	18	18	18	19	36	26	20	18	26	4	14	6	10	13	4	1	7	20	12	3	1	6	6	6	6	2	11	10	8	16					
		1.23%	2.26%	2.19%	1.71%	1.42%	1.30%	1.16%	1.77%	1.39%	1.20%	1.01%	1.05%	1.63%	1.71%	2.24%	1.60%	1.65%	1.31%	0.52%	1.09%	0.68%	0.61%	0.67%	0.61%	0.39%	0.93%	1.02%	0.89%	1.35%	0.60%	0.80%	0.42%	0.94%	1.78%	0.39%	0.72%	0.60%	1.97%	1.89%					
20	3.Политическая партия «Демократическая партия России»	68	1	1	1	6	0	2	2	1	3	1	1	1	10	1	0	3	1	0	2	2	2	4	1	1	0	3	3	1	0	1	2	3	1	1	0	3	1	2					
		0.15%	0.06%	0.07%	0.06%	0.39%	0.00%	0.12%	0.13%	0.06%	0.20%	0.06%	0.06%	0.09%	0.47%	0.09%	0.00%	0.28%	0.05%	0.00%	0.16%	0.23%	0.12%	0.21%	0.15%	0.39%	0.00%	0.15%	0.22%	0.45%	0.00%	0.13%	0.14%	0.47%	0.30%	0.19%	0.00%	0.18%	0.25%	0.24%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4795	149	148	228	186	175	164	184	204	133	205	195	106	274	129	126	96	176	62	96	75	83	173	52	25	54	198	133	3	11	81	164	36	24	52	162	288	46	99					
		10.39%	9.64%	10.80%	14.42%	12.05%	12.68%	9.50%	11.65%	12.34%	8.83%	11.48%	11.38%	9.11%	12.99%	11.11%	10.08%	8.82%	8.85%	8.01%	7.44%	8.52%	5.07%	8.88%	7.98%	9.84%	7.20%	10.09%	9.90%	1.35%	6.63%	10.76%	11.42%	5.63%	7.10%	10.12%	10.67%	17.22%	11.30%	11.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	346	22	14	30	14	17	28	15	18	23	14	14	4	13	15	10	6	8	3	12	3	12	9	3	5	5	5	4	0	1	4	1	4	3	0	1	4	1	1					
		0.75%	1.42%	1.02%	1.90%	0.91%	1.23%	1.62%	0.95%	1.09%	1.53%	0.78%	0.82%	0.34%	0.62%	1.29%	0.80%	0.55%	0.40%	0.39%	0.93%	0.34%	0.73%	0.46%	0.46%	1.97%	0.67%	0.25%	0.30%	0.00%	0.60%	0.53%	0.07%	0.63%	0.89%	0.00%	0.07%	0.24%	0.25%	0.12%					
23	6.Политическая партия «Партия социальной справедливости»	93	3	2	6	2	4	6	6	5	2	3	1	2	6	1	3	0	5	2	6	2	3	4	1	1	2	1	0	0	0	2	5	0	0	0	0	5	1	1					
		0.20%	0.19%	0.15%	0.38%	0.13%	0.29%	0.35%	0.38%	0.30%	0.13%	0.17%	0.06%	0.17%	0.28%	0.09%	0.24%	0.00%	0.25%	0.26%	0.47%	0.23%	0.18%	0.21%	0.15%	0.39%	0.27%	0.05%	0.00%	0.00%	0.00%	0.27%	0.35%	0.00%	0.00%	0.00%	0.00%	0.30%	0.25%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	4335	147	111	134	146	107	155	150	142	156	155	219	140	172	112	97	121	211	92	148	86	103	170	65	20	82	169	131	20	19	78	141	70	41	29	134	136	40	86					
		9.39%	9.51%	8.10%	8.48%	9.46%	7.75%	8.98%	9.49%	8.59%	10.36%	8.68%	12.78%	12.03%	8.16%	9.65%	7.76%	11.11%	10.61%	11.89%	11.47%	9.77%	6.29%	8.72%	9.97%	7.87%	10.93%	8.61%	9.75%	8.97%	11.45%	10.36%	9.82%	10.95%	12.13%	5.64%	8.83%	8.13%	9.83%	10.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5239	201	198	186	189	147	222	152	208	177	231	217	86	235	162	130	87	225	114	129	124	150	225	110	20	55	263	158	25	15	64	183	89	43	56	109	123	54	77					
		11.35%	13.00%	14.45%	11.76%	12.24%	10.65%	12.86%	9.62%	12.58%	11.75%	12.93%	12.67%	7.39%	11.15%	13.95%	10.40%	7.99%	11.32%	14.73%	10.00%	14.09%	9.16%	11.54%	16.87%	7.87%	7.33%	13.40%	11.76%	11.21%	9.04%	8.50%	12.74%	13.93%	12.72%	10.89%	7.18%	7.36%	13.27%	9.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	488	17	20	16	14	20	19	33	15	17	25	10	11	30	16	22	12	14	19	16	1	9	17	2	2	6	22	13	0	2	13	9	5	4	3	14	13	0	7					
		1.06%	1.10%	1.46%	1.01%	0.91%	1.45%	1.10%	2.09%	0.91%	1.13%	1.40%	0.58%	0.95%	1.42%	1.38%	1.76%	1.10%	0.70%	2.45%	1.24%	0.11%	0.55%	0.87%	0.31%	0.79%	0.80%	1.12%	0.97%	0.00%	1.20%	1.73%	0.63%	0.78%	1.18%	0.58%	0.92%	0.78%	0.00%	0.83%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	27838	900	741	888	877	782	1012	905	952	873	1048	950	732	1220	637	775	700	1242	445	775	540	1203	1261	376	164	505	1177	816	158	114	449	849	406	200	356	1010	1030	231	539					
		60.32%	58.21%	54.09%	56.17%	56.80%	56.67%	58.63%	57.28%	57.59%	57.97%	58.68%	55.46%	62.89%	57.87%	54.87%	62.00%	64.28%	62.47%	57.49%	60.08%	61.36%	73.44%	64.70%	57.67%	64.57%	67.33%	59.96%	60.71%	70.85%	68.67%	59.63%	59.12%	63.54%	59.17%	69.26%	66.53%	61.60%	56.76%	63.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	677	22	50	12	24	36	29	41	38	28	23	29	25	38	18	29	15	19	11	29	8	9	15	11	6	5	22	18	3	1	4	10	2	5	1	18	17	5	1					
		1.47%	1.42%	3.65%	0.76%	1.55%	2.61%	1.68%	2.59%	2.30%	1.86%	1.29%	1.69%	2.15%	1.80%	1.55%	2.32%	1.38%	0.96%	1.42%	2.25%	0.91%	0.55%	0.77%	1.69%	2.36%	0.67%	1.12%	1.34%	1.35%	0.60%	0.53%	0.70%	0.31%	1.48%	0.19%	1.19%	1.02%	1.23%	0.12%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
