Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Туапсинская городская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №5401	УИК №5402	УИК №5403	УИК №5404	УИК №5405	УИК №5406	УИК №5407	УИК №5408	УИК №5409	УИК №5410	УИК №5411	УИК №5412	УИК №5413	УИК №5414	УИК №5415	УИК №5416	УИК №5417	УИК №5418	УИК №5419	УИК №5420	УИК №5421	УИК №5422	УИК №5423	УИК №5499					
1	"Число избирателей, внесенных в список"	46198	2084	2219	1801	2251	2243	2181	1664	2039	2284	1610	1757	1802	2582	2005	1927	2415	2092	1910	2148	2294	2388	1839	296	367					
2	Число полученных избирательных бюллетеней	47300	2000	2300	2100	2100	2400	1900	1700	2400	2000	1700	1800	2000	2600	2000	2000	2200	2400	2100	2000	2600	2400	1800	400	400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	27794	1193	1378	1246	1397	1593	1194	951	1526	1079	1178	927	1056	1582	1109	1266	1415	1350	1093	1128	1415	1304	974	242	198					
5	"Число избирательных бюллетеней, выданных вне помещения"	1057	59	8	20	33	27	35	41	49	30	37	52	40	83	66	55	36	44	58	19	37	37	19	3	169					
6	Число погашенных избирательных бюллетеней	18449	748	914	834	670	780	671	708	825	891	485	821	904	935	825	679	749	1006	949	853	1148	1059	807	155	33					
7	Число избирательных бюллетеней в переносных ящиках	1056	59	8	20	33	27	35	41	49	30	36	52	40	83	66	55	36	44	58	19	37	37	19	3	169					
8	Число бюллетеней в стационарных ящиках для голосования	27684	1193	1378	1223	1397	1593	1194	951	1526	1079	1174	927	1056	1499	1109	1266	1415	1350	1093	1128	1415	1304	974	242	198					
9	Число недействительных избирательных бюллетеней	187	9	14	7	15	15	6	6	9	7	9	9	5	6	4	4	13	7	5	15	3	7	7	2	3					
10	Число действительных избирательных бюллетеней	28553	1243	1372	1236	1415	1605	1223	986	1566	1102	1201	970	1091	1576	1171	1317	1438	1387	1146	1132	1449	1334	986	243	364					
11	Число полученных открепительных  удостоверений	680	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	20	0					
12	Число выданных открепительных удостоверений	252	14	6	11	14	17	13	7	10	14	7	9	5	21	11	18	17	16	6	3	13	11	8	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	330	1	6	3	9	35	37	38	7	14	70	7	7	24	6	9	2	15	5	12	7	14	2	0	0					
14	Число неиспользованных открепительных удостоверений	428	16	24	19	16	13	17	23	20	16	23	21	25	9	19	12	13	14	24	27	17	19	22	19	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	1442	58	56	58	72	100	49	47	78	63	53	47	49	79	50	77	92	55	49	69	75	62	79	7	18					
		5.02%	4.63%	4.04%	4.67%	5.03%	6.17%	3.99%	4.74%	4.95%	5.68%	4.38%	4.80%	4.47%	4.99%	4.26%	5.83%	6.34%	3.95%	4.26%	6.02%	5.17%	4.62%	7.96%	2.86%	4.90%					
19	. Малышкин Олег Александрович	525	24	33	18	27	25	19	11	23	15	19	20	14	35	28	19	27	30	16	22	36	29	28	3	4					
		1.83%	1.92%	2.38%	1.45%	1.89%	1.54%	1.55%	1.11%	1.46%	1.35%	1.57%	2.04%	1.28%	2.21%	2.38%	1.44%	1.86%	2.15%	1.39%	1.92%	2.48%	2.16%	2.82%	1.22%	1.09%					
20	. Миронов Сергей Михайлович	204	8	7	8	12	10	6	41	10	6	9	6	4	14	5	5	10	14	4	7	7	2	5	3	1					
		0.71%	0.64%	0.51%	0.64%	0.84%	0.62%	0.49%	4.13%	0.63%	0.54%	0.74%	0.61%	0.36%	0.88%	0.43%	0.38%	0.69%	1.00%	0.35%	0.61%	0.48%	0.15%	0.50%	1.22%	0.27%					
21	. Путин Владимир Владимирович	19117	803	934	808	873	1038	848	676	1101	747	781	621	742	987	800	857	959	940	761	798	1031	944	616	195	257					
		66.52%	64.14%	67.39%	65.00%	61.05%	64.07%	69.00%	68.15%	69.90%	67.36%	64.55%	63.43%	67.70%	62.39%	68.09%	64.88%	66.09%	67.43%	66.12%	69.57%	71.01%	70.40%	62.03%	79.59%	70.03%					
22	. Хакамада Ирина Муцуовна	1445	63	102	52	69	79	65	55	71	60	73	42	51	108	60	62	67	56	55	49	68	50	61	11	16					
		5.03%	5.03%	7.36%	4.18%	4.83%	4.88%	5.29%	5.54%	4.51%	5.41%	6.03%	4.29%	4.65%	6.83%	5.11%	4.69%	4.62%	4.02%	4.78%	4.27%	4.68%	3.73%	6.14%	4.49%	4.36%					
23	. Харитонов Николай Михайлович	4790	224	172	238	302	288	187	136	228	161	219	211	196	280	193	253	238	232	230	147	226	202	153	21	53					
		16.67%	17.89%	12.41%	19.15%	21.12%	17.78%	15.22%	13.71%	14.48%	14.52%	18.10%	21.55%	17.88%	17.70%	16.43%	19.15%	16.40%	16.64%	19.98%	12.82%	15.56%	15.06%	15.41%	8.57%	14.44%					
																															
24	Против всех	1030	63	68	54	60	65	49	20	55	50	47	23	35	73	35	44	45	60	31	40	6	45	44	3	15					
		3.58%	5.03%	4.91%	4.34%	4.20%	4.01%	3.99%	2.02%	3.49%	4.51%	3.88%	2.35%	3.19%	4.61%	2.98%	3.33%	3.10%	4.30%	2.69%	3.49%	0.41%	3.36%	4.43%	1.22%	4.09%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
