Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Инсарская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
1	"Число избирателей, внесенных в списки избирателей"	11887	1571	1316	1172	1035	854	744	316	474	116	268	414	303	263	265	335	147	499	210	189	254	361	297	253	231					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11892	1556	1345	1163	1024	845	742	317	478	116	265	414	303	263	269	338	149	499	210	193	257	362	298	253	233					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10842	1457	1239	1063	973	764	670	292	470	107	258	388	210	199	251	330	138	465	185	182	229	317	232	233	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	956	85	71	90	51	81	62	24	4	9	7	26	93	64	14	5	9	34	25	7	25	44	65	20	41					
6	Число погашенных избирательных бюллетеней	94	14	35	10	0	0	10	1	4	0	0	0	0	0	4	3	2	0	0	4	3	1	1	0	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	956	85	71	90	51	81	62	24	4	9	7	26	93	64	14	5	9	34	25	7	25	44	65	20	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10841	1457	1239	1063	973	764	669	292	470	107	258	388	210	199	251	330	138	465	185	182	229	317	232	233	190					
9	Число недействительных избирательных бюллетеней	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	11795	1542	1309	1153	1024	845	731	316	474	116	265	414	303	262	265	335	147	499	210	189	254	361	297	253	231					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	124	18	17	9	13	8	8	3	3	1	2	3	3	2	3	4	1	3	3	2	3	3	7	3	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	105	18	17	9	13	8	8	1	2	0	2	2	1	2	3	4	1	3	1	1	1	0	6	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	28	7	1	0	3	2	0	0	0	0	0	1	1	1	0	2	0	4	2	0	0	0	0	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	0	0	0	2	1	1	0	1	2	0	0	0	0	0	2	1	2	3	1	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	96	5	25	31	11	5	5	1	0	0	2	2	1	2	0	2	1	1	0	0	0	0	0	1	1					
		0.81%	0.32%	1.91%	2.69%	1.07%	0.59%	0.68%	0.32%	0.00%	0.00%	0.75%	0.48%	0.33%	0.76%	0.00%	0.60%	0.68%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.43%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.08%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11693	1536	1283	1122	1013	838	726	314	474	116	263	412	302	260	265	333	146	498	210	189	254	360	297	252	230					
		99.12%	99.61%	97.94%	97.31%	98.93%	99.17%	99.32%	99.37%	10.00%	10.00%	99.25%	99.52%	99.67%	98.86%	10.00%	99.40%	99.32%	99.80%	10.00%	10.00%	10.00%	99.72%	10.00%	99.60%	99.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
