Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Темкинская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695					
1	"Число избирателей, внесенных в списки избирателей"	4954	1971	643	261	326	326	228	275	248	287	389					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4888	1846	647	233	347	339	246	298	237	286	409					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2363	1024	214	142	121	138	142	133	142	130	177					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1148	146	286	57	148	99	69	79	70	78	116					
6	Число погашенных избирательных бюллетеней	1377	676	147	34	78	102	35	86	25	78	116					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1148	146	286	57	148	99	69	79	70	78	116					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2362	1023	214	142	121	138	142	133	142	130	177					
9	Число недействительных избирательных бюллетеней	60	25	11	3	1	1	9	2	2	4	2					
10	Число действительных избирательных бюллетеней	3450	1144	489	196	268	236	202	210	210	204	291					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	224	51	25	5	17	17	32	25	19	10	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	189	44	18	0	17	10	29	25	19	4	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	27	2	7	3	4	5	8	8	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	35	7	7	5	0	7	3	0	0	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	2	3	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	92	34	19	3	7	2	5	7	6	3	6					
		2.62%	2.91%	3.80%	1.51%	2.60%	0.84%	2.37%	3.30%	2.83%	1.44%	2.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	6	2	0	2	3	0	4	1	3	2					
		0.66%	0.51%	0.40%	0.00%	0.74%	1.27%	0.00%	1.89%	0.47%	1.44%	0.68%					
20	3.Политическая партия «Демократическая партия России»	7	1	2	1	0	0	2	1	0	0	0					
		0.20%	0.09%	0.40%	0.50%	0.00%	0.00%	0.95%	0.47%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	299	130	38	15	10	23	14	15	14	17	23					
		8.52%	11.12%	7.60%	7.54%	3.72%	9.70%	6.64%	7.08%	6.60%	8.17%	7.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	31	1	2	0	1	1	1	1	1	0					
		1.11%	2.65%	0.20%	1.01%	0.00%	0.42%	0.47%	0.47%	0.47%	0.48%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	4	1	0	0	0	0	0	0	0	0					
		0.14%	0.34%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	214	74	25	11	15	16	15	19	11	16	12					
		6.10%	6.33%	5.00%	5.53%	5.58%	6.75%	7.11%	8.96%	5.19%	7.69%	4.10%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	323	154	34	17	11	17	9	19	12	11	39					
		9.20%	13.17%	6.80%	8.54%	4.09%	7.17%	4.27%	8.96%	5.66%	5.29%	13.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	23	4	4	1	2	2	1	1	1	5	2					
		0.66%	0.34%	0.80%	0.50%	0.74%	0.84%	0.47%	0.47%	0.47%	2.40%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2401	699	355	145	221	171	151	142	164	147	206					
		68.40%	59.79%	71.00%	72.86%	82.16%	72.15%	71.56%	66.98%	77.36%	70.67%	70.31%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	7	8	1	0	1	4	1	0	1	1					
		0.68%	0.60%	1.60%	0.50%	0.00%	0.42%	1.90%	0.47%	0.00%	0.48%	0.34%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
