Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Давлекановская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781					
1	"Число избирателей, внесенных в списки"	29700	1167	1438	864	934	1641	1632	2101	2537	1476	1435	999	1068	217	264	432	342	395	327	522	371	312	289	697	203	557	198	458	281	236	199	168	960	444	142	424	469	292	181	281	230	655	469	475	357	160	401					
2	"Число бюллетеней, полученных участковыми комиссиями"	28233	1038	1352	823	859	1540	1477	1809	2283	1265	1430	893	955	221	260	420	420	374	314	519	360	283	336	704	199	551	193	439	358	225	194	169	982	455	162	426	462	286	175	271	224	645	478	484	352	161	407					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20750	829	915	573	595	1112	1092	1537	1569	924	990	612	758	194	202	319	313	265	213	358	239	231	236	590	185	423	164	352	219	190	147	150	705	402	118	311	308	249	135	167	166	415	338	287	274	103	276					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1460	24	33	23	19	36	28	19	21	31	33	31	21	21	24	38	29	32	58	25	41	25	53	104	0	40	14	31	62	12	6	6	41	27	24	40	50	6	6	63	5	86	39	72	21	5	35					
6	Число погашенных бюллетеней	6027	185	408	227	245	392	357	253	693	310	407	250	176	6	34	63	78	77	43	136	80	27	47	10	14	88	15	56	77	23	41	13	236	26	20	75	104	31	34	41	53	144	101	125	57	53	96					
7	Число бюллетеней в переносных ящиках для голосования	1460	24	33	23	19	36	28	19	21	31	33	31	21	21	24	38	29	32	58	25	41	25	53	104	0	40	14	31	62	12	6	6	41	27	24	40	50	6	6	63	5	86	39	72	21	5	35					
8	Число бюллетеней в стационарных ящиках для голосования	20741	829	910	570	595	1112	1092	1537	1569	924	990	612	758	194	202	319	312	265	213	358	239	231	236	590	185	423	164	352	219	190	147	150	705	402	118	311	308	249	135	167	166	415	338	287	274	103	276					
9	Число недействительных бюллетеней	929	21	17	18	47	28	13	39	38	46	39	17	12	9	16	35	24	45	18	21	18	13	0	21	14	53	13	56	11	1	8	12	40	18	13	8	20	5	15	8	12	21	10	1	19	8	8					
10	Число действительных бюллетеней	21272	832	926	575	567	1120	1107	1517	1552	909	984	626	767	206	210	322	317	252	253	362	262	243	289	673	171	410	165	327	270	201	145	144	706	411	129	343	338	250	126	222	159	480	367	358	276	100	303					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	718	15	47	21	40	65	47	68	71	40	40	17	30	0	3	5	3	8	6	4	6	1	6	8	0	2	3	3	6	2	2	2	35	23	10	10	7	7	2	2	2	16	10	6	4	3	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	669	14	47	20	30	65	46	68	71	37	40	17	30	0	2	1	3	4	6	4	0	1	3	8	0	2	3	3	5	2	0	2	35	23	7	7	6	7	2	2	2	16	10	5	2	2	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	533	5	34	0	11	16	11	13	17	17	12	7	7	215	4	4	4	2	7	7	6	7	8	4	3	4	5	10	1	5	5	4	10	9	3	9	8	4	2	4	2	7	4	5	3	3	5					
14	Число погашенных открепительных удостоверений	49	1	0	1	10	0	1	0	0	3	0	0	0	0	1	4	0	4	0	0	6	0	3	0	0	0	0	0	1	0	2	0	0	0	3	3	1	0	0	0	0	0	0	1	2	1	1					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	626	14	10	11	22	9	19	36	43	24	38	6	28	8	10	25	11	10	7	10	13	13	7	19	7	20	7	21	8	7	3	4	31	16	6	6	13	9	3	5	5	16	15	11	9	2	9					
		2.81%	1.64%	1.06%	1.85%	3.58%	0.78%	1.69%	2.31%	2.70%	2.51%	3.71%	0.93%	3.59%	3.72%	4.42%	7.00%	3.22%	3.36%	2.58%	2.61%	4.64%	5.07%	2.42%	2.73%	3.78%	4.31%	3.93%	5.48%	2.84%	3.46%	1.96%	2.56%	4.15%	3.72%	4.22%	1.70%	3.63%	3.52%	2.12%	2.17%	2.92%	3.19%	3.97%	3.06%	3.05%	1.85%	2.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	306	13	17	7	11	28	21	32	36	12	12	5	10	2	4	1	5	6	5	7	1	0	0	5	0	6	0	5	1	1	2	2	11	2	0	3	4	2	2	4	1	6	0	3	3	1	7					
		1.37%	1.52%	1.80%	1.18%	1.79%	2.43%	1.87%	2.05%	2.26%	1.25%	1.17%	0.77%	1.28%	0.93%	1.76%	0.28%	1.46%	2.02%	1.84%	1.82%	0.35%	0.0%	0.0%	0.72%	0.0%	1.29%	0.0%	1.30%	0.35%	0.49%	1.30%	1.28%	1.47%	0.46%	0.0%	0.85%	1.11%	0.78%	1.41%	1.73%	0.58%	1.19%	0.0%	0.83%	1.01%	0.92%	2.25%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	696	37	35	27	21	60	34	48	48	32	33	33	23	11	2	8	6	8	7	25	4	5	4	13	1	8	7	14	7	0	8	5	13	4	2	8	3	8	9	8	10	23	9	8	3	5	9					
		3.13%	4.33%	3.71%	4.55%	3.42%	5.22%	3.03%	3.08%	3.01%	3.35%	3.22%	5.13%	2.95%	5.11%	0.88%	2.24%	1.75%	2.69%	2.58%	6.52%	1.42%	1.95%	1.38%	1.87%	0.54%	1.72%	3.93%	3.65%	2.49%	0.0%	5.22%	3.20%	1.74%	0.93%	1.40%	2.27%	0.83%	3.13%	6.38%	3.47%	5.84%	4.59%	2.38%	2.22%	1.01%	4.62%	2.89%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	443	29	27	21	20	23	26	43	43	14	24	11	17	1	0	4	4	3	12	5	5	1	1	5	2	9	4	8	4	0	1	0	22	5	2	6	3	5	1	5	4	5	4	2	0	5	7					
		1.99%	3.39%	2.86%	3.54%	3.25%	2.00%	2.32%	2.76%	2.70%	1.46%	2.34%	1.71%	2.18%	0.46%	0.0%	1.12%	1.17%	1.01%	4.42%	1.30%	1.78%	0.39%	0.34%	0.72%	1.08%	1.94%	2.24%	2.08%	1.42%	0.0%	0.65%	0.0%	2.94%	1.16%	1.40%	1.70%	0.83%	1.96%	0.70%	2.17%	2.33%	0.99%	1.06%	0.55%	0.0%	4.62%	2.25%					
22	"5. ""За Русь Святую"""	112	6	9	3	1	11	4	9	9	5	10	2	5	0	2	0	5	2	0	0	1	1	1	4	0	0	0	0	0	0	0	0	1	0	0	5	0	1	2	1	5	1	2	0	2	0	2					
		0.50%	0.70%	0.95%	0.50%	0.16%	0.95%	0.35%	0.57%	0.56%	0.52%	0.97%	0.31%	0.64%	0.0%	0.88%	0.0%	1.46%	0.67%	0.0%	0.0%	0.35%	0.39%	0.34%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	1.42%	0.0%	0.39%	1.41%	0.43%	2.92%	0.19%	0.53%	0.0%	0.67%	0.0%	0.64%					
23	"6. ""Объединенная Российская партия ""Русь"""	90	5	3	1	4	4	4	9	7	2	5	0	3	0	2	4	4	1	3	3	2	0	1	2	0	2	0	1	0	0	1	0	1	1	0	2	2	0	3	0	2	2	2	0	1	0	1					
		0.40%	0.58%	0.31%	0.16%	0.65%	0.34%	0.35%	0.57%	0.44%	0.20%	0.48%	0.0%	0.38%	0.0%	0.88%	1.12%	1.17%	0.33%	1.10%	0.78%	0.71%	0.0%	0.34%	0.28%	0.0%	0.43%	0.0%	0.26%	0.0%	0.0%	0.65%	0.0%	0.13%	0.23%	0.0%	0.56%	0.55%	0.0%	2.12%	0.0%	1.16%	0.39%	0.53%	0.0%	0.33%	0.0%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	176	8	10	6	4	18	18	15	10	15	12	5	5	4	0	3	1	0	2	1	0	2	1	3	0	1	0	5	0	0	0	0	6	1	2	3	1	1	0	3	0	4	3	1	2	0	0					
		0.79%	0.93%	1.06%	1.01%	0.65%	1.56%	1.60%	0.96%	0.62%	1.57%	1.17%	0.77%	0.64%	1.86%	0.0%	0.84%	0.29%	0.0%	0.73%	0.26%	0.0%	0.78%	0.34%	0.43%	0.0%	0.21%	0.0%	1.30%	0.0%	0.0%	0.0%	0.0%	0.80%	0.23%	1.40%	0.85%	0.27%	0.39%	0.0%	1.30%	0.0%	0.79%	0.79%	0.27%	0.67%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	92	1	2	1	4	4	3	3	10	7	8	2	5	0	2	1	0	1	0	1	2	2	0	4	0	0	3	2	0	0	0	0	2	1	0	3	3	0	1	3	0	5	0	2	0	0	4					
		0.41%	0.11%	0.21%	0.16%	0.65%	0.34%	0.26%	0.19%	0.62%	0.73%	0.78%	0.31%	0.64%	0.0%	0.88%	0.28%	0.0%	0.33%	0.0%	0.26%	0.71%	0.78%	0.0%	0.57%	0.0%	0.0%	1.68%	0.52%	0.0%	0.0%	0.0%	0.0%	0.26%	0.23%	0.0%	0.85%	0.83%	0.0%	0.70%	1.30%	0.0%	0.99%	0.0%	0.55%	0.0%	0.0%	1.28%					
26	"9. ""Российская экологическая партия ""Зеленые"""	65	5	3	0	3	3	3	6	1	6	3	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	2	2	1	0	2	0	2	6	0	1	0	3					
		0.29%	0.58%	0.31%	0.0%	0.48%	0.26%	0.26%	0.38%	0.06%	0.62%	0.29%	0.31%	0.51%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.65%	0.0%	0.13%	0.23%	0.0%	0.56%	0.55%	0.39%	0.0%	0.86%	0.0%	0.39%	1.59%	0.0%	0.33%	0.0%	0.96%					
27	"10. ""Аграрная партия России"""	1169	29	29	12	16	44	40	55	36	48	25	20	28	7	33	30	21	24	29	45	42	18	37	34	8	26	5	12	16	15	5	3	83	31	9	25	41	25	7	8	11	42	26	28	15	10	16					
		5.26%	3.39%	3.07%	2.02%	2.60%	3.83%	3.57%	3.53%	2.26%	5.02%	2.44%	3.11%	3.59%	3.25%	14.60%	8.40%	6.15%	8.08%	10.70%	11.74%	14.99%	7.03%	12.80%	4.89%	4.32%	5.61%	2.80%	3.13%	5.69%	7.42%	3.26%	1.92%	11.12%	7.22%	6.33%	7.12%	11.45%	9.80%	4.96%	3.47%	6.43%	8.38%	6.89%	7.79%	5.08%	9.25%	5.14%					
28	"11. ""Истинные патриоты России"""	71	0	5	2	2	13	1	12	2	1	4	1	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	2	2	4	0	2	1	1	1	0	0	1	0	2	0	1	0					
		0.31%	0.0%	0.53%	0.33%	0.32%	1.13%	0.08%	0.77%	0.12%	0.10%	0.39%	0.15%	0.12%	0.46%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.71%	1.48%	0.0%	1.28%	0.26%	0.93%	0.0%	0.56%	0.27%	0.39%	0.70%	0.0%	0.0%	0.19%	0.0%	0.55%	0.0%	0.92%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	165	4	3	4	2	13	8	10	18	11	9	5	9	1	7	1	3	1	0	3	0	0	5	0	1	8	0	3	1	0	2	0	1	0	2	3	2	1	1	1	2	2	10	1	3	0	4					
		0.74%	0.46%	0.31%	0.67%	0.32%	1.13%	0.71%	0.64%	1.13%	1.15%	0.87%	0.77%	1.15%	0.46%	3.09%	0.28%	0.87%	0.33%	0.0%	0.78%	0.0%	0.0%	1.73%	0.0%	0.54%	1.72%	0.0%	0.78%	0.35%	0.0%	1.30%	0.0%	0.13%	0.0%	1.40%	0.85%	0.55%	0.39%	0.70%	0.43%	1.16%	0.39%	2.65%	0.27%	1.01%	0.0%	1.28%					
30	"13. ""Демократическая партия России"""	99	5	4	5	0	4	5	5	5	7	6	8	4	1	2	0	1	2	0	3	1	0	1	2	0	0	2	0	2	0	0	0	0	1	1	7	0	1	0	3	0	3	3	0	0	0	5					
		0.44%	0.58%	0.42%	0.84%	0.0%	0.34%	0.44%	0.32%	0.31%	0.73%	0.58%	1.24%	0.51%	0.46%	0.88%	0.0%	0.29%	0.67%	0.0%	0.78%	0.35%	0.0%	0.34%	0.28%	0.0%	0.0%	1.12%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.23%	0.70%	1.99%	0.0%	0.39%	0.0%	1.30%	0.0%	0.59%	0.79%	0.0%	0.0%	0.0%	1.60%					
31	"14. ""Великая Россия - Евразийский Союз"""	70	7	4	1	2	0	6	3	9	1	4	1	2	3	0	2	1	2	1	3	2	0	1	0	0	0	0	2	2	0	0	0	1	0	2	0	0	0	0	0	0	4	1	1	1	1	0					
		0.31%	0.82%	0.42%	0.16%	0.32%	0.0%	0.53%	0.19%	0.56%	0.10%	0.39%	0.15%	0.25%	1.39%	0.0%	0.56%	0.29%	0.67%	0.36%	0.78%	0.71%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.52%	0.71%	0.0%	0.0%	0.0%	0.13%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.26%	0.27%	0.33%	0.92%	0.0%					
32	"15. ""Партия СЛОН"""	45	1	3	2	1	1	1	3	3	3	1	2	1	1	0	1	0	2	0	1	0	0	0	1	1	0	2	0	1	0	0	0	3	0	0	2	0	0	1	2	2	2	0	0	0	1	0					
		0.20%	0.11%	0.31%	0.33%	0.16%	0.08%	0.08%	0.19%	0.18%	0.31%	0.09%	0.31%	0.12%	0.46%	0.0%	0.28%	0.0%	0.67%	0.0%	0.26%	0.0%	0.0%	0.0%	0.14%	0.54%	0.0%	1.12%	0.0%	0.35%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.56%	0.0%	0.0%	0.70%	0.86%	1.16%	0.39%	0.0%	0.0%	0.0%	0.92%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1085	46	52	36	38	80	89	97	121	67	59	45	60	11	2	4	12	18	7	15	10	4	4	16	1	5	0	6	11	0	7	4	27	5	2	14	11	14	8	9	4	25	17	6	3	1	12					
		4.88%	5.39%	5.51%	6.07%	6.18%	6.96%	7.94%	6.23%	7.61%	7.01%	5.76%	6.99%	7.70%	5.11%	0.88%	1.12%	3.51%	6.06%	2.58%	3.91%	3.57%	1.56%	1.38%	2.30%	0.54%	1.07%	0.0%	1.56%	3.91%	0.0%	4.57%	2.56%	3.61%	1.16%	1.40%	3.98%	3.07%	5.49%	5.67%	3.91%	2.33%	4.99%	4.50%	1.67%	1.01%	0.92%	3.85%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	124	2	1	2	4	9	2	2	9	2	2	1	6	0	2	7	3	3	1	0	3	3	1	4	0	3	1	5	6	0	2	0	5	4	0	1	3	2	0	6	1	3	2	7	3	0	1					
		0.55%	0.23%	0.10%	0.33%	0.65%	0.78%	0.17%	0.12%	0.56%	0.20%	0.19%	0.15%	0.77%	0.0%	0.88%	1.96%	0.87%	1.01%	0.36%	0.0%	1.07%	1.17%	0.34%	0.57%	0.0%	0.64%	0.56%	1.30%	2.13%	0.0%	1.30%	0.0%	0.67%	0.93%	0.0%	0.28%	0.83%	0.78%	0.0%	2.60%	0.58%	0.59%	0.53%	1.94%	1.01%	0.0%	0.32%					
35	"18. ""ЛДПР"""	2079	95	101	72	86	140	149	171	212	126	126	78	114	8	4	4	28	24	10	24	26	7	17	28	14	9	1	15	6	3	5	6	74	4	3	50	27	20	20	20	18	49	26	12	15	5	27					
		9.36%	11.13%	10.71%	12.14%	14.00%	12.19%	13.30%	10.98%	13.33%	13.19%	12.31%	12.13%	14.63%	3.72%	1.76%	1.12%	8.21%	8.08%	3.69%	6.26%	9.28%	2.73%	5.88%	4.03%	7.56%	1.94%	0.56%	3.91%	2.13%	1.48%	3.26%	3.84%	9.91%	0.93%	2.11%	14.24%	7.54%	7.84%	14.18%	8.69%	10.52%	9.78%	6.89%	3.34%	5.08%	4.62%	8.68%					
