Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Камышловская 																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в списки"	19630	825	458	412	1043	604	660	1430	506	214	677	479	770	423	1602	240	318	1086	275	722	798	595	1823	2057	1613					
2	"Число бюллетеней, полученных участковыми комиссиями"	18750	780	430	390	1000	580	630	1350	480	200	620	460	690	400	1520	220	290	1050	270	700	760	580	1750	1900	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9336	355	175	165	411	200	245	611	216	102	317	157	201	183	684	98	206	350	86	316	293	194	1143	1140	1488					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1342	94	28	18	43	75	73	69	25	11	23	116	169	56	52	26	12	64	87	75	94	118	0	14	0					
6	Число погашенных бюллетеней	8072	331	227	207	546	305	312	670	239	87	280	187	320	161	784	96	72	636	97	309	373	268	607	746	212					
7	Число бюллетеней в переносных ящиках для голосования	1342	94	28	18	43	75	73	69	25	11	23	116	169	56	52	26	12	64	87	75	94	118	0	14	0					
8	Число бюллетеней в стационарных ящиках для голосования	9335	355	175	165	411	200	245	611	216	102	317	157	201	183	684	98	206	350	86	316	293	194	1142	1140	1488					
9	Число недействительных бюллетеней	166	5	2	9	11	15	4	10	4	3	0	6	3	4	8	2	4	14	3	3	9	6	13	16	12					
10	Число действительных бюллетеней	10511	444	201	174	443	260	314	670	237	110	340	267	367	235	728	122	214	400	170	388	378	306	1129	1138	1476					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	8	5	5	10	5	10	10	5	5	10	5	10	5	10	5	5	10	5	10	10	5	15	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	0	0	2	0	0	0	2	1	0	0	0	1	0	3	2	1	3	2	0	0	0	13	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	2	0	0	0	0	2	2	0	2	3	0	1	3	1	0	19	4	1	5	0	1	3	5	5					
14	Число погашенных открепительных удостоверений	157	8	5	3	10	5	10	8	4	5	10	5	9	5	7	3	4	7	3	10	10	5	2	4	15					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	230	7	9	2	7	8	5	5	3	1	1	7	8	4	7	4	4	1	3	5	2	4	29	29	75					
		2.15%	1.55%	4.43%	1.09%	1.54%	2.90%	1.57%	0.73%	1.24%	0.88%	0.29%	2.56%	2.16%	1.67%	0.95%	3.22%	1.83%	0.24%	1.73%	1.27%	0.51%	1.28%	2.53%	2.51%	5.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	210	2	3	2	5	5	4	21	1	1	5	7	7	5	14	10	8	14	1	3	4	1	36	21	30					
		1.96%	0.44%	1.47%	1.09%	1.10%	1.81%	1.25%	3.08%	0.41%	0.88%	1.47%	2.56%	1.89%	2.09%	1.90%	8.06%	3.66%	3.38%	0.57%	0.76%	1.03%	0.32%	3.15%	1.81%	2.01%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	332	13	6	1	27	10	15	29	18	2	10	7	15	19	20	9	4	12	8	20	15	14	26	24	8					
		3.10%	2.89%	2.95%	0.54%	5.94%	3.63%	4.71%	4.26%	7.46%	1.76%	2.94%	2.56%	4.05%	7.94%	2.71%	7.25%	1.83%	2.89%	4.62%	5.11%	3.87%	4.48%	2.27%	2.07%	0.53%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	487	11	11	15	13	11	11	21	10	7	22	12	42	10	86	2	23	25	15	12	10	25	36	37	20					
		4.56%	2.44%	5.41%	8.19%	2.86%	4.0%	3.45%	3.08%	4.14%	6.19%	6.47%	4.39%	11.35%	4.18%	11.68%	1.61%	10.55%	6.03%	8.67%	3.06%	2.58%	8.01%	3.15%	3.20%	1.34%					
22	"5. ""За Русь Святую"""	50	3	5	0	1	5	1	1	0	0	1	1	6	2	2	0	2	2	1	1	3	0	2	3	8					
		0.46%	0.66%	2.46%	0.0%	0.22%	1.81%	0.31%	0.14%	0.0%	0.0%	0.29%	0.36%	1.62%	0.83%	0.27%	0.0%	0.91%	0.48%	0.57%	0.25%	0.77%	0.0%	0.17%	0.25%	0.53%					
23	"6. ""Объединенная Российская партия ""Русь"""	112	3	2	1	6	5	10	14	2	4	3	0	3	3	7	1	5	9	1	8	2	4	3	11	5					
		1.04%	0.66%	0.98%	0.54%	1.32%	1.81%	3.14%	2.05%	0.82%	3.53%	0.88%	0.0%	0.81%	1.25%	0.95%	0.80%	2.29%	2.17%	0.57%	2.04%	0.51%	1.28%	0.26%	0.95%	0.33%					
24	"7. ""Новый курс - Автомобильная Россия"""	59	0	1	1	7	2	0	2	0	0	4	2	0	1	1	2	1	2	1	0	2	0	9	7	14					
		0.55%	0.0%	0.49%	0.54%	1.54%	0.72%	0.0%	0.29%	0.0%	0.0%	1.17%	0.73%	0.0%	0.41%	0.13%	1.61%	0.45%	0.48%	0.57%	0.0%	0.51%	0.0%	0.78%	0.60%	0.94%					
25	"8. ""Народно-республиканская партия России"""	17	1	1	0	1	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	1	2	2	0	2					
		0.15%	0.22%	0.49%	0.0%	0.22%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.36%	0.27%	0.0%	0.0%	0.0%	0.45%	0.24%	0.0%	0.0%	0.25%	0.64%	0.17%	0.0%	0.13%					
26	"9. ""Российская экологическая партия ""Зеленые"""	27	1	0	0	1	0	2	1	0	0	2	1	0	0	3	0	1	0	2	1	0	1	3	5	3					
		0.25%	0.22%	0.0%	0.0%	0.22%	0.0%	0.62%	0.14%	0.0%	0.0%	0.58%	0.36%	0.0%	0.0%	0.40%	0.0%	0.45%	0.0%	1.15%	0.25%	0.0%	0.32%	0.26%	0.43%	0.20%					
