Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Кондинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
1	"Число избирателей, внесенных в списки избирателей"	25500	186	213	1421	405	1382	1430	381	387	1591	1437	1611	655	2162	485	2709	2143	825	600	531	132	1062	1489	886	430	476	471					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26455	196	226	1411	459	1568	1572	407	400	1675	1536	1672	695	2134	426	2800	2100	895	636	543	128	1077	1617	857	446	482	497					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	67	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18519	152	190	994	362	928	958	304	276	1131	1050	1160	486	1553	374	2149	1485	594	415	405	112	706	1001	722	300	321	391					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1360	6	11	60	14	173	165	38	22	62	43	42	20	155	15	101	42	54	25	26	8	56	103	27	17	64	11					
6	Число погашенных избирательных бюллетеней	6509	38	25	357	83	467	399	65	102	482	443	470	189	426	37	550	573	247	196	112	8	315	513	108	129	80	95					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1427	6	11	60	14	173	215	38	22	62	43	42	20	155	15	101	42	54	25	26	8	56	103	27	17	81	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18502	152	190	994	362	928	958	304	276	1131	1050	1160	485	1553	374	2133	1485	594	415	405	112	706	1001	722	300	321	391					
9	Число недействительных избирательных бюллетеней	210	0	4	12	1	9	7	2	9	20	15	16	5	16	0	27	8	15	2	3	1	10	18	4	1	3	2					
10	Число действительных избирательных бюллетеней	19719	158	197	1042	375	1092	1166	340	289	1173	1078	1186	500	1692	389	2207	1519	633	438	428	119	752	1086	745	316	399	400					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	714	6	6	26	26	56	52	12	8	30	45	33	25	34	8	50	73	18	6	15	13	28	32	28	12	39	33					
