Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Троицко-Печорская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579					
1	"Число избирателей, внесенных в списки"	13659	82	172	936	322	767	160	422	223	386	69	206	90	563	640	2212	1223	2688	1150	125	280	345	104	165	329					
2	"Число бюллетеней, полученных участковыми комиссиями"	13530	80	160	930	320	780	160	420	220	390	70	210	100	550	620	2150	1210	2690	1100	120	290	350	100	160	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7039	37	117	495	212	423	116	238	119	214	39	142	45	281	214	902	530	1527	639	66	169	136	72	92	214					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	268	10	3	18	0	10	2	8	1	18	4	0	0	4	9	20	8	59	60	7	12	10	0	0	5					
6	Число погашенных бюллетеней	6223	33	40	417	108	347	42	174	100	158	27	68	55	265	397	1228	672	1104	401	47	109	204	28	68	131					
7	Число бюллетеней в переносных ящиках для голосования	268	10	3	18	0	10	2	8	1	18	4	0	0	4	9	20	8	59	60	7	12	10	0	0	5					
8	Число бюллетеней в стационарных ящиках для голосования	7035	37	117	493	212	423	116	238	119	214	39	142	45	281	214	902	530	1525	639	66	169	136	72	92	214					
9	Число недействительных бюллетеней	83	0	1	5	3	7	1	1	0	3	0	1	0	7	1	15	5	18	3	1	5	0	0	2	4					
10	Число действительных бюллетеней	7220	47	119	506	209	426	117	245	120	229	43	141	45	278	222	907	533	1566	696	72	176	146	72	90	215					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	288	5	5	10	5	10	5	10	10	10	5	10	5	22	25	25	25	25	25	10	10	10	5	5	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	0	0	1	3	6	0	0	0	4	0	1	1	4	0	9	0	11	6	1	0	2	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	0	2	0	2	1	0	0	0	1	1	2	1	0	0	5	0	6	6	1	0	0	0	1	1					
