Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Третьяковская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1878	УИК №1879					
1	"Число избирателей, внесенных в списки избирателей"	12136	1910	319	1385	678	1157	1043	275	758	476	580	128	646	508	150	513	197	674	542	197					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11900	1900	270	1380	650	1140	1000	250	740	470	600	130	660	520	140	520	190	650	520	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7557	1165	168	821	472	761	659	198	441	320	406	98	405	290	93	277	131	377	305	170					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	514	71	62	42	15	23	24	14	32	20	31	11	19	32	11	32	7	35	33	0					
6	Число погашенных избирательных бюллетеней	3829	664	40	517	163	356	317	38	267	130	163	21	236	198	36	211	52	238	182	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	514	71	62	42	15	23	24	14	32	20	31	11	19	32	11	32	7	35	33	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7557	1165	168	821	472	761	659	198	441	320	406	98	405	290	93	277	131	377	305	170					
9	Число недействительных избирательных бюллетеней	71	12	1	4	5	10	5	0	9	2	5	0	3	5	0	5	0	2	3	0					
10	Число действительных избирательных бюллетеней	8000	1224	229	859	482	774	678	212	464	338	432	109	421	317	104	304	138	410	335	170					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	117	25	2	10	5	14	8	2	7	2	5	2	5	5	2	9	2	5	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	90	25	2	10	5	11	4	0	6	2	3	2	2	5	0	9	0	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	46	3	0	1	5	2	1	2	2	2	2	2	4	4	2	1	1	4	5	3					
