Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Петуховская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №738	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №751	УИК №754	УИК №755	УИК №756	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16548	415	102	906	1065	1227	847	1247	879	984	876	998	244	541	188	249	293	270	282	94	234	201	690	475	493	79	794	453	191	52	317	245	109	508									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16627	411	103	909	1045	1227	862	1249	889	925	873	994	253	546	196	259	310	269	296	92	238	199	664	487	494	82	809	464	195	53	322	261	119	532									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6447	178	44	412	440	407	252	330	258	415	244	249	108	248	66	117	121	141	132	46	108	101	345	187	275	46	399	148	80	38	127	125	50	210									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	631	27	6	16	23	13	14	21	15	26	21	91	17	36	4	11	19	5	19	4	13	5	44	11	28	4	40	30	7	0	26	10	3	22									
6	Число погашенных избирательных бюллетеней	9549	206	53	481	582	807	596	898	616	484	608	654	128	262	126	131	170	123	145	42	117	93	275	289	191	32	370	286	108	15	169	126	66	300									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	631	27	6	16	23	13	14	21	15	26	21	91	17	36	4	11	19	5	19	4	13	5	44	11	28	4	40	30	7	0	26	10	3	22									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6447	178	44	412	440	407	252	330	258	415	244	249	108	248	66	117	121	141	132	46	108	101	345	187	275	46	399	148	80	38	127	125	50	210									
9	Число недействительных избирательных бюллетеней	91	2	0	4	6	6	5	8	3	6	4	3	2	1	0	0	1	1	2	1	1	1	2	0	2	0	22	2	0	1	0	1	1	3									
10	Число действительных избирательных бюллетеней	6987	203	50	424	457	414	261	343	270	435	261	337	123	283	70	128	139	145	149	49	120	105	387	198	301	50	417	176	87	37	153	134	52	229									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	9	5	10	10	10	10	10	10	10	10	10	5	10	6	6	6	6	6	3	6	3	10	8	8	3	10	8	6	3	6	6	3	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	82	0	0	5	5	1	3	3	7	1	1	3	2	3	0	3	1	0	2	1	0	1	4	4	2	0	10	4	6	0	0	0	3	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	1	1	4	8	2	1	0	1	7	4	3	2	0	0	1	0	0	1	2	0	1	19	0	0	0	0	1	1	1	1	1	1	0									
