Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Назаровская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590					
1	"Число избирателей, внесенных в список избирателей"	40462	1392	2211	2024	2192	1728	1760	2484	1967	2160	2295	2344	1948	1960	2482	2865	1863	2266	2168	2185	168					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40168	1350	2200	2000	2150	1700	1750	2400	1900	2150	2300	2300	1950	2000	2550	2850	1850	2300	2150	2150	168					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18670	661	804	1066	1091	914	952	1198	985	1110	1265	1132	999	740	1134	1049	559	842	1302	836	31					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	908	10	37	31	19	16	30	72	68	38	32	16	28	23	40	53	136	41	63	25	130					
6	Число погашенных избирательных бюллетеней	20590	679	1359	903	1040	770	768	1130	847	1002	1003	1152	923	1237	1376	1748	1155	1417	785	1289	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	908	10	37	31	19	16	30	72	68	38	32	16	28	23	40	53	136	41	63	25	130					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18649	661	804	1063	1091	914	952	1198	977	1110	1265	1129	999	740	1130	1049	558	842	1300	836	31					
9	Число недействительных избирательных бюллетеней	359	11	17	24	25	25	14	25	15	21	25	23	12	22	12	11	7	18	27	18	7					
10	Число действительных избирательных бюллетеней	19198	660	824	1070	1085	905	968	1245	1030	1127	1272	1122	1015	741	1158	1091	687	865	1336	843	154					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	614	30	30	30	30	30	30	37	30	30	37	30	30	40	30	40	20	30	40	40	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	380	11	13	29	19	17	13	33	18	26	33	19	18	25	23	19	15	24	18	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	250	13	2	25	21	8	2	32	16	15	12	11	12	6	10	18	11	8	11	6	11					
