Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Серышевская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660					
1	"Число избирателей, внесенных в списки"	21256	555	338	575	136	170	66	498	87	181	928	386	416	44	377	433	222	288	464	494	170	776	693	265	338	184	136	571	669	254	249	499	314	117	241	208	293	78	56	1520	1882	1845	1979	1261					
2	"Число бюллетеней, полученных участковыми комиссиями"	20095	510	310	570	129	178	64	490	87	180	930	390	410	44	370	420	220	280	450	480	170	530	700	270	330	187	128	500	600	230	220	500	300	118	230	200	290	78	52	1350	1790	1760	1850	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11768	268	140	319	126	138	51	268	79	104	454	287	206	34	241	243	151	176	248	303	112	465	371	175	190	109	89	296	338	167	176	328	199	83	184	147	215	58	44	614	861	779	1163	769					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	804	42	61	34	3	10	2	35	0	0	17	22	33	2	37	9	19	0	24	17	9	0	31	9	1	14	6	37	92	20	24	10	0	0	0	0	6	0	0	23	82	62	6	5					
6	Число погашенных бюллетеней	7523	200	109	217	0	30	11	187	8	76	459	81	171	8	92	168	50	104	178	160	49	65	298	86	139	64	33	167	170	43	20	162	101	35	46	53	69	20	8	713	847	919	681	426					
7	Число бюллетеней в переносных ящиках для голосования	804	42	61	34	3	10	2	35	0	0	17	22	33	2	37	9	19	0	24	17	9	0	31	9	1	14	6	37	92	20	24	10	0	0	0	0	6	0	0	23	82	62	6	5					
8	Число бюллетеней в стационарных ящиках для голосования	11762	268	140	319	126	138	51	268	79	104	454	287	206	34	241	243	151	176	248	303	112	464	371	175	190	109	89	296	338	167	176	328	199	83	184	147	215	58	44	614	858	779	1162	768					
9	Число недействительных бюллетеней	130	6	4	2	0	4	0	7	0	0	4	5	3	0	5	3	0	0	7	5	4	2	11	1	5	0	0	0	5	1	1	1	2	0	3	2	5	0	0	9	14	2	5	2					
10	Число действительных бюллетеней	12436	304	197	351	129	144	53	296	79	104	467	304	236	36	273	249	170	176	265	315	117	462	391	183	186	123	95	333	425	186	199	337	197	83	181	145	216	58	44	628	926	839	1163	771					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	9	2	3	2	2	2	3	2	2	4	3	4	2	3	3	2	2	3	2	2	20	5	0	3	2	2	3	3	2	2	3	2	2	3	2	4	3	1	14	12	12	25	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	89	2	0	1	0	0	0	1	0	0	2	3	2	0	0	3	0	0	0	0	0	5	5	0	1	0	0	3	1	0	1	3	1	1	0	0	4	0	0	9	11	4	17	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	4	1	1	1	1	0	2	0	1	4	4	0	1	0	1	3	2	1	3	0	3	3	2	2	0	0	2	1	1	2	1	0	1	0	0	2	0	0	3	3	2	4	1					
14	Число погашенных открепительных удостоверений	108	7	2	2	2	2	2	2	2	2	2	0	2	2	3	0	2	2	3	2	2	15	0	0	2	2	2	0	2	2	1	0	1	1	3	2	0	3	1	5	1	8	8	6					
