Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Курская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697					
1	"Число избирателей, внесенных в список"	33548	1751	1748	1828	1282	1209	1027	486	135	212	1262	1458	607	946	2787	1147	1416	614	1561	1248	541	709	846	1318	2311	373	194	1043	566	644	980	207	275	817					
2	Число полученных избирательных бюллетеней	33600	1750	1800	1750	1300	1200	1000	500	160	200	1300	1500	600	950	2800	1150	1450	600	1500	1200	500	700	800	1300	2340	400	230	1000	570	680	1000	200	270	900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17187	895	858	800	613	569	543	313	66	146	748	762	371	506	1381	700	688	335	755	607	320	559	437	618	1195	238	117	482	285	339	424	71	93	353					
5	"Число избирательных бюллетеней, выданных вне помещения"	2312	87	119	133	69	55	26	0	19	0	85	45	30	66	37	6	218	25	73	81	39	17	122	126	82	16	35	140	20	47	155	40	88	211					
6	Число погашенных избирательных бюллетеней	14101	768	823	817	618	576	431	187	75	54	467	693	199	378	1382	444	544	240	672	512	141	124	241	556	1063	146	78	378	265	294	421	89	89	336					
7	Число избирательных бюллетеней в переносных ящиках	2312	87	119	133	69	55	26	0	19	0	85	45	30	66	37	6	218	25	73	81	39	17	122	126	82	16	35	140	20	47	155	40	88	211					
8	Число бюллетеней в стационарных ящиках для голосования	17185	895	858	800	613	569	543	313	66	146	748	762	371	506	1381	700	688	335	755	607	320	557	437	618	1195	238	117	482	285	339	424	71	93	353					
9	Число недействительных избирательных бюллетеней	234	10	0	7	4	3	4	10	2	1	28	9	1	10	7	6	8	15	12	16	15	12	0	7	13	1	0	12	2	2	9	0	0	8					
10	Число действительных избирательных бюллетеней	19263	972	977	926	678	621	565	303	83	145	805	798	400	562	1411	700	898	345	816	672	344	562	559	737	1264	253	152	610	303	384	570	111	181	556					
11	Число полученных открепительных  удостоверений	294	15	10	18	8	16	8	2	5	1	3	15	8	8	13	8	10	8	10	8	8	8	8	10	10	8	5	8	8	8	17	5	5	12					
12	Число выданных открепительных удостоверений	173	15	10	17	7	13	5	2	2	1	0	11	1	6	10	1	9	0	5	5	0	1	1	8	8	0	3	5	3	0	13	0	0	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	60	1	7	4	2	5	0	3	1	1	0	1	2	2	0	0	4	0	1	0	0	0	0	2	5	0	1	2	0	2	2	5	2	5					
14	Число неиспользованных открепительных удостоверений	121	0	0	1	1	3	3	0	3	0	3	4	7	2	3	7	1	8	5	3	8	7	7	2	2	8	2	3	5	8	4	5	5	1					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	435	22	29	31	26	18	18	8	0	4	9	9	8	8	23	11	41	13	16	14	13	16	5	23	12	0	1	5	7	16	15	1	3	10					
		2.23%	2.24%	2.97%	3.32%	3.81%	2.88%	3.16%	2.56%	0.00%	2.74%	1.08%	1.12%	2.00%	1.40%	1.62%	1.56%	4.53%	3.61%	1.93%	2.03%	3.62%	2.79%	0.89%	3.09%	0.94%	0.00%	0.66%	0.80%	2.30%	4.15%	2.59%	0.90%	1.66%	1.77%					
19	. Малышкин Олег Александрович	455	18	30	29	12	18	13	6	1	1	34	20	14	10	26	17	24	7	13	14	5	15	10	24	36	5	0	10	10	8	9	3	6	7					
		2.33%	1.83%	3.07%	3.11%	1.76%	2.88%	2.28%	1.92%	1.18%	0.68%	4.08%	2.48%	3.49%	1.75%	1.83%	2.41%	2.65%	1.94%	1.57%	2.03%	1.39%	2.61%	1.79%	3.23%	2.82%	1.97%	0.00%	1.61%	3.28%	2.07%	1.55%	2.70%	3.31%	1.24%					
20	. Миронов Сергей Михайлович	123	8	6	8	6	2	2	2	1	1	12	4	1	2	2	1	10	3	5	4	3	6	1	7	12	2	0	1	2	0	3	0	1	5					
		0.63%	0.81%	0.61%	0.86%	0.88%	0.32%	0.35%	0.64%	1.18%	0.68%	1.44%	0.50%	0.25%	0.35%	0.14%	0.14%	1.10%	0.83%	0.60%	0.58%	0.84%	1.05%	0.18%	0.94%	0.94%	0.79%	0.00%	0.16%	0.66%	0.00%	0.52%	0.00%	0.55%	0.89%					
21	. Путин Владимир Владимирович	11125	601	605	528	405	385	340	181	32	99	453	610	300	387	512	243	547	237	467	405	224	372	375	405	814	127	71	314	203	180	217	32	107	347					
		57.06%	61.20%	61.92%	56.59%	59.38%	61.70%	59.75%	57.83%	37.65%	67.81%	54.38%	75.59%	74.81%	67.66%	36.11%	34.42%	60.38%	65.83%	56.40%	58.87%	62.40%	64.81%	67.08%	54.44%	63.74%	50.00%	46.71%	50.48%	66.56%	46.63%	37.48%	28.83%	59.12%	61.52%					
22	. Хакамада Ирина Муцуовна	383	19	28	24	17	6	13	7	1	4	26	6	5	16	21	8	21	2	17	8	7	11	5	14	17	5	4	4	10	16	11	7	2	21					
		1.96%	1.93%	2.87%	2.57%	2.49%	0.96%	2.28%	2.24%	1.18%	2.74%	3.12%	0.74%	1.25%	2.80%	1.48%	1.13%	2.32%	0.56%	2.05%	1.16%	1.95%	1.92%	0.89%	1.88%	1.33%	1.97%	2.63%	0.64%	3.28%	4.15%	1.90%	6.31%	1.10%	3.72%					
23	. Харитонов Николай Михайлович	6287	273	257	262	183	167	161	97	46	33	260	136	67	128	802	405	227	82	286	217	82	131	157	250	348	107	73	263	68	156	279	59	60	165					
		32.25%	27.80%	26.31%	28.08%	26.83%	26.76%	28.30%	30.99%	54.12%	22.60%	31.21%	16.85%	16.71%	22.38%	56.56%	57.37%	25.06%	22.78%	34.54%	31.54%	22.84%	22.82%	28.09%	33.60%	27.25%	42.13%	48.03%	42.28%	22.30%	40.41%	48.19%	53.15%	33.15%	29.26%					
																																								
24	Против всех	455	31	22	44	29	25	18	2	2	3	11	13	5	11	25	15	28	1	12	10	10	11	6	14	25	7	3	13	3	8	36	9	2	1					
		2.33%	3.16%	2.25%	4.72%	4.25%	4.01%	3.16%	0.64%	2.35%	2.05%	1.32%	1.61%	1.25%	1.92%	1.76%	2.12%	3.09%	0.28%	1.45%	1.45%	2.79%	1.92%	1.07%	1.88%	1.96%	2.76%	1.97%	2.09%	0.98%	2.07%	6.22%	8.11%	1.10%	0.18%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
