Выборы Президента Российской Федерации																																																																									
Дата голосования: 18.03.2018																																																																									
																																																																									
"Наименование Избирательной комиссии:    Челябинск, Металлургическая"																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																							
																																																																									
		Сумма	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №2224	УИК №2284									
1	"Число избирателей, включенных в список избирателей"	101430	2254	2587	530	2099	1532	1294	1633	1213	1183	1240	1292	1328	1672	1371	1547	1674	1688	1841	2830	1574	1337	2358	1527	1322	1276	1141	1055	1068	1442	726	954	1036	2790	1469	2090	1596	1869	1703	251	1248	1291	1734	1933	1755	1786	2222	1791	1696	2290	1901	2178	1601	1595	1603	2126	2474	2284	1456	1735	1884	1465	1990									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	96000	2200	2500	600	2000	1400	1100	1500	1100	1100	1200	1200	1200	1600	1300	1300	1500	1600	1700	2400	1500	1200	2300	1300	1200	1000	1000	900	900	1400	1500	900	900	2800	1400	2100	1500	1800	1500	500	1200	1200	1600	1900	1600	1700	2100	1700	1600	2200	1800	2100	1300	1500	1500	2000	2600	2100	1400	1700	1800	1300	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	63177	1185	1582	200	1208	976	788	1072	753	762	717	759	823	1083	849	1018	1040	1061	1275	2016	1005	825	1428	966	922	912	773	746	719	889	712	584	626	1854	937	1117	1022	999	1041	242	684	773	1014	1132	1086	1080	1431	1096	1008	1542	1088	1396	1041	946	1029	1422	1658	1180	936	1048	1121	873	1107									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3604	66	86	220	44	20	47	37	29	25	41	49	45	30	30	19	40	35	145	52	57	63	27	47	149	26	32	34	94	54	0	25	36	52	43	40	32	45	47	0	42	34	98	48	85	62	70	45	75	47	34	73	179	40	37	32	38	278	15	74	59	130	46									
6	Число погашенных избирательных бюллетеней	29219	949	832	180	748	404	265	391	318	313	442	392	332	487	421	263	420	504	280	332	438	312	845	287	129	62	195	120	87	457	788	291	238	894	420	943	446	756	412	258	474	393	488	720	429	558	599	559	517	611	678	631	80	514	434	546	904	642	449	578	620	297	847									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3604	66	86	220	44	20	47	37	29	25	41	49	45	30	30	19	40	35	145	52	57	63	27	47	149	26	32	34	94	54	0	25	36	52	43	40	32	45	47	0	42	34	98	48	85	62	70	45	75	47	34	73	179	40	37	32	38	278	15	74	59	130	46									
8	Число бюллетеней в стационарных ящиках для голосования	63170	1185	1582	200	1208	976	788	1070	753	762	717	759	823	1083	849	1018	1040	1060	1274	2016	1005	825	1427	966	922	911	773	746	719	889	712	584	626	1854	937	1117	1022	999	1041	242	684	773	1014	1132	1086	1080	1431	1095	1008	1542	1088	1396	1041	946	1029	1422	1658	1180	936	1048	1121	873	1107									
9	Число недействительных избирательных бюллетеней	1108	23	34	1	20	15	20	28	8	13	12	13	14	12	15	19	18	25	25	48	21	8	27	9	18	12	11	9	17	14	6	5	13	52	9	16	12	9	18	3	19	17	20	26	29	15	20	18	17	32	10	26	12	20	19	30	40	22	11	15	9	11	18									
10	Число действительных избирательных бюллетеней	65666	1228	1634	419	1232	981	815	1079	774	774	746	795	854	1101	864	1018	1062	1070	1394	2020	1041	880	1427	1004	1053	925	794	771	796	929	706	604	649	1854	971	1141	1042	1035	1070	239	707	790	1092	1154	1142	1127	1481	1122	1066	1557	1112	1443	1208	966	1047	1424	1656	1436	940	1107	1171	992	1135									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
