Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Ростов-на-Дону, Октябрьская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1492	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №2490	УИК №2512	УИК №2513					
1	"Число избирателей, внесенных в списки избирателей"	110279	2165	2097	2165	1812	2338	2350	2781	3069	2479	2164	2804	2169	2207	2061	2040	1760	1441	2185	2774	1742	2380	2146	1578	2050	1123	1621	1479	1946	2310	1564	2498	2314	3011	1733	2442	2315	2680	2777	2256	2006	2345	1877	2396	2429	1800	2576	3038	2341	2562	1546	537					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	97800	1800	1700	1800	1600	2200	2100	2200	2500	1900	2000	2400	1900	2100	1900	1700	1500	1300	2000	2300	1400	2100	1800	1500	1800	1000	1500	1500	1800	2000	1400	2200	1800	2500	1700	2000	2000	2700	2400	2400	2100	2100	1600	2200	2200	1600	2400	2400	2100	2500	1500	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	66047	1254	1174	1186	1065	1485	1530	1031	2004	1207	1112	2240	1366	1390	1399	1169	880	844	1210	1721	865	1396	1116	955	1268	655	1175	1252	1471	879	781	1458	1190	1585	748	933	1197	1537	1727	1392	1577	1224	1236	1503	1483	1396	2085	1689	1908	1820	1112	167					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	7777	6	148	168	70	227	63	156	50	81	78	28	42	92	60	184	124	13	198	245	245	136	222	301	118	38	221	35	116	123	113	51	142	514	134	254	104	707	38	218	146	201	67	223	187	158	111	40	50	178	183	370					
6	Число погашенных избирательных бюллетеней	23976	540	378	446	465	488	507	1013	446	612	810	132	492	618	441	347	496	443	592	334	290	568	462	244	414	307	104	213	213	998	506	691	468	401	818	813	699	456	635	790	377	675	297	474	530	46	204	671	142	502	205	163					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7775	6	148	168	70	227	63	156	50	81	78	28	42	92	60	184	124	13	198	245	245	136	222	301	118	38	221	35	116	123	113	51	142	514	134	254	104	707	38	218	146	201	67	223	187	158	111	40	50	178	182	369					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	65957	1254	1174	1186	1065	1485	1530	1031	2003	1206	1112	2213	1362	1386	1396	1169	877	841	1210	1721	865	1396	1116	955	1268	654	1137	1252	1471	879	781	1458	1190	1585	748	933	1197	1537	1725	1392	1577	1224	1236	1503	1483	1396	2085	1689	1908	1820	1109	167					
9	Число недействительных избирательных бюллетеней	671	13	7	13	10	16	2	0	17	6	6	41	11	23	9	5	9	6	19	0	6	4	11	8	4	7	170	16	0	14	7	11	7	4	3	7	19	14	20	10	12	13	13	0	13	7	21	14	10	0	11	2					
10	Число действительных избирательных бюллетеней	73061	1247	1315	1341	1125	1696	1591	1187	2036	1281	1184	2200	1393	1455	1447	1348	992	848	1389	1966	1104	1528	1327	1248	1382	685	1188	1271	1587	988	887	1498	1325	2095	879	1180	1282	2230	1743	1600	1711	1412	1290	1726	1657	1547	2175	1715	1948	1998	1280	534					
