Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Малгобекская																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50					
1	"Число избирателей, внесенных в список"	25059	1479	1586	1619	932	996	809	1312	1290	873	839	307	708	972	1447	1202	1097	1105	1007	1039	1160	2836	444					
2	Число полученных избирательных бюллетеней	24998	1486	1568	1626	937	986	813	1319	1287	877	843	307	712	962	1453	1208	1102	1111	1012	1041	1120	2782	446					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24234	1462	1509	1545	897	964	791	1274	1236	809	797	295	688	944	1413	1194	1074	1082	983	1013	1086	2765	413					
5	"Число избирательных бюллетеней, выданных вне помещения"	67	0	6	11	0	4	0	0	6	0	0	0	4	3	2	2	0	0	7	0	0	13	9					
6	Число погашенных избирательных бюллетеней	697	24	53	70	40	18	22	45	45	68	46	12	20	15	38	12	28	29	22	28	34	4	24					
7	Число избирательных бюллетеней в переносных ящиках	67	0	6	11	0	4	0	0	6	0	0	0	4	3	2	2	0	0	7	0	0	13	9					
8	Число бюллетеней в стационарных ящиках для голосования	24234	1462	1509	1545	897	964	791	1274	1236	809	797	295	688	944	1413	1194	1074	1082	983	1013	1086	2765	413					
9	Число недействительных избирательных бюллетеней	22	0	0	4	0	5	0	0	1	0	0	0	0	0	3	1	0	0	2	0	6	0	0					
10	Число действительных избирательных бюллетеней	24279	1462	1515	1552	897	963	791	1274	1241	809	797	295	692	947	1412	1195	1074	1082	988	1013	1080	2778	422					
11	Число полученных открепительных  удостоверений	300	15	15	15	12	12	12	15	15	12	12	10	12	12	15	15	15	15	10	15	15	21	10					
12	Число выданных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	298	15	15	15	12	12	12	15	15	12	12	10	12	11	15	15	15	15	9	15	15	21	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	33	1	2	1	2	1	3	2	1	2	1	2	1	2	2	1	2	1	2	1	0	2	1					
		0.14%	0.07%	0.13%	0.06%	0.22%	0.10%	0.38%	0.16%	0.08%	0.25%	0.13%	0.68%	0.14%	0.21%	0.14%	0.08%	0.19%	0.09%	0.20%	0.10%	0.00%	0.07%	0.24%					
19	. Малышкин Олег Александрович	57	1	1	3	2	2	4	5	1	1	1	2	1	3	3	2	4	8	1	3	2	5	2					
		0.23%	0.07%	0.07%	0.19%	0.22%	0.21%	0.51%	0.39%	0.08%	0.12%	0.13%	0.68%	0.14%	0.32%	0.21%	0.17%	0.37%	0.74%	0.10%	0.30%	0.18%	0.18%	0.47%					
20	. Миронов Сергей Михайлович	233	9	7	8	11	12	8	2	4	33	29	1	7	2	11	9	6	21	3	8	27	10	5					
		0.96%	0.62%	0.46%	0.51%	1.23%	1.24%	1.01%	0.16%	0.32%	4.08%	3.64%	0.34%	1.01%	0.21%	0.78%	0.75%	0.56%	1.94%	0.30%	0.79%	2.49%	0.36%	1.18%					
21	. Путин Владимир Владимирович	23788	1447	1503	1531	876	944	765	1251	1235	770	759	281	680	930	1375	1179	1059	1051	981	999	1033	2733	406					
		97.89%	98.97%	99.21%	98.39%	97.66%	97.52%	96.71%	98.19%	99.44%	95.18%	95.23%	95.25%	98.27%	98.20%	97.17%	98.58%	98.60%	97.13%	99.09%	98.62%	95.12%	98.38%	96.21%					
22	. Хакамада Ирина Муцуовна	26	1	1	1	2	2	1	1	0	1	1	2	0	1	2	1	1	1	1	2	1	2	1					
		0.11%	0.07%	0.07%	0.06%	0.22%	0.21%	0.13%	0.08%	0.00%	0.12%	0.13%	0.68%	0.00%	0.11%	0.14%	0.08%	0.09%	0.09%	0.10%	0.20%	0.09%	0.07%	0.24%					
23	. Харитонов Николай Михайлович	130	3	1	8	4	2	9	11	0	2	6	5	3	9	19	3	2	0	0	0	11	25	7					
		0.53%	0.21%	0.07%	0.51%	0.45%	0.21%	1.14%	0.86%	0.00%	0.25%	0.75%	1.69%	0.43%	0.95%	1.34%	0.25%	0.19%	0.00%	0.00%	0.00%	1.01%	0.90%	1.66%					
																													
24	Против всех	12	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	6	1	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.16%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.04%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
