Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Нязепетровская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15216	1744	1567	2192	1465	424	2026	368	646	602	121	337	642	78	189	387	862	125	81	171	134	710	228	117									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14300	1700	1500	2000	1400	400	2000	350	600	550	100	300	600	75	175	350	800	100	75	150	125	650	200	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5478	484	652	898	490	132	623	106	164	260	64	124	289	40	87	133	309	58	50	58	70	251	92	44									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	785	88	91	85	42	22	49	25	55	49	4	30	17	6	6	26	49	9	4	25	16	68	17	2									
6	Число погашенных избирательных бюллетеней	8037	1128	757	1017	868	246	1328	219	381	241	32	146	294	29	82	191	442	33	21	67	39	331	91	54									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	785	88	91	85	42	22	49	25	55	49	4	30	17	6	6	26	49	9	4	25	16	68	17	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5477	484	652	898	490	132	622	106	164	260	64	124	289	40	87	133	309	58	50	58	70	251	92	44									
9	Число недействительных избирательных бюллетеней	136	15	15	13	18	2	21	3	1	1	0	3	9	1	1	4	0	1	1	3	1	16	7	0									
10	Число действительных избирательных бюллетеней	6126	557	728	970	514	152	650	128	218	308	68	151	297	45	92	155	358	66	53	80	85	303	102	46									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	177	10	15	20	20	5	15	3	3	10	5	2	10	2	5	14	8	3	2	2	10	5	6	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	93	8	12	12	3	1	6	0	3	5	5	1	6	0	0	4	8	0	0	1	10	2	6	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	5	10	5	3	0	3	2	0	0	4	3	3	1	3	2	4	2	0	1	1	3	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	84	2	3	8	17	4	9	3	0	5	0	1	4	2	5	10	0	3	2	1	0	3	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	1	7	6	6	4	5	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	81	6	9	11	5	3	8	1	6	3	0	0	1	2	2	1	6	1	2	1	2	7	3	1									
		1.29%	1.05%	1.21%	1.12%	0.94%	1.95%	1.19%	0.76%	2.74%	0.97%	0.00%	0.00%	0.33%	4.35%	2.15%	0.63%	1.68%	1.49%	3.70%	1.20%	2.33%	2.19%	2.75%	2.17%									
