Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Павлоградская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948					
1	"Число избирателей, внесенных в список"	15414	2211	2541	957	339	170	86	207	491	158	757	274	191	131	567	268	159	238	146	845	113	224	684	716	327	52	918	311	171	726	144	126	166					
2	Число полученных избирательных бюллетеней	14709	1985	2300	920	331	165	88	209	495	161	710	275	188	132	550	268	160	235	148	825	115	222	687	670	335	53	860	307	178	700	142	129	166					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13408	1709	2090	788	309	148	84	207	465	158	673	261	179	107	522	255	143	233	146	735	102	213	594	640	298	52	801	285	168	625	132	124	162					
5	"Число избирательных бюллетеней, выданных вне помещения"	808	144	95	116	0	14	0	0	24	0	36	11	5	24	12	13	0	0	0	68	11	8	82	28	17	0	42	11	3	33	7	0	4					
6	Число погашенных избирательных бюллетеней	493	132	115	16	22	3	4	2	6	3	1	3	4	1	16	0	17	2	2	22	2	1	11	2	20	1	17	11	7	42	3	5	0					
7	Число избирательных бюллетеней в переносных ящиках	808	144	95	116	0	14	0	0	24	0	36	11	5	24	12	13	0	0	0	68	11	8	82	28	17	0	42	11	3	33	7	0	4					
8	Число бюллетеней в стационарных ящиках для голосования	13408	1709	2090	788	309	148	84	207	465	158	673	261	179	107	522	255	143	233	146	735	102	213	594	640	298	52	801	285	168	625	132	124	162					
9	Число недействительных избирательных бюллетеней	127	11	16	10	5	1	0	1	1	0	12	2	0	4	9	0	4	0	0	11	2	4	3	0	4	1	10	4	8	2	1	0	1					
10	Число действительных избирательных бюллетеней	14089	1842	2169	894	304	161	84	206	488	158	697	270	184	127	525	268	139	233	146	792	111	217	673	668	311	51	833	292	163	656	138	124	165					
11	Число полученных открепительных  удостоверений	330	25	45	20	5	5	5	5	10	5	15	5	5	5	15	5	5	5	5	15	5	5	10	20	10	5	20	5	5	20	10	5	5					
12	Число выданных открепительных удостоверений	99	25	34	2	1	2	0	0	6	1	1	0	0	0	1	0	1	0	1	8	0	0	0	1	1	0	9	1	0	0	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	80	13	8	2	2	1	0	2	3	0	2	2	4	2	7	0	2	0	3	2	1	1	1	7	1	1	3	0	2	1	5	1	1					
14	Число неиспользованных открепительных удостоверений	231	0	11	18	4	3	5	5	4	4	14	5	5	5	14	5	4	5	4	7	5	5	10	19	9	5	11	4	5	20	6	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	219	41	32	15	1	1	1	0	1	0	11	0	2	0	16	3	5	1	1	14	4	0	2	19	3	0	5	10	0	18	2	2	9					
		1.54%	2.21%	1.46%	1.66%	0.32%	0.62%	1.19%	0.00%	0.20%	0.00%	1.55%	0.00%	1.09%	0.00%	3.00%	1.12%	3.50%	0.43%	0.68%	1.74%	3.54%	0.00%	0.30%	2.84%	0.95%	0.00%	0.59%	3.38%	0.00%	2.74%	1.44%	1.61%	5.42%					
19	. Малышкин Олег Александрович	541	71	94	49	16	12	0	3	18	0	29	7	7	2	21	14	2	2	3	22	2	9	38	23	22	3	19	4	1	33	11	0	4					
		3.81%	3.83%	4.30%	5.42%	5.18%	7.41%	0.00%	1.45%	3.68%	0.00%	4.09%	2.57%	3.80%	1.53%	3.93%	5.22%	1.40%	0.86%	2.05%	2.74%	1.77%	4.07%	5.62%	3.44%	6.98%	5.77%	2.25%	1.35%	0.58%	5.02%	7.91%	0.00%	2.41%					
20	. Миронов Сергей Михайлович	81	11	9	6	1	1	0	0	1	0	5	3	0	1	4	0	1	0	0	12	1	2	1	6	4	0	1	2	2	3	0	0	4					
		0.57%	0.59%	0.41%	0.66%	0.32%	0.62%	0.00%	0.00%	0.20%	0.00%	0.71%	1.10%	0.00%	0.76%	0.75%	0.00%	0.70%	0.00%	0.00%	1.49%	0.88%	0.90%	0.15%	0.90%	1.27%	0.00%	0.12%	0.68%	1.17%	0.46%	0.00%	0.00%	2.41%					
21	. Путин Владимир Владимирович	10663	1347	1614	652	258	122	71	191	399	139	545	196	161	104	346	210	93	220	130	625	93	158	554	505	224	48	657	224	116	390	94	85	92					
		75.01%	72.69%	73.87%	72.12%	83.50%	75.31%	84.52%	92.27%	81.60%	87.97%	76.87%	72.06%	87.50%	79.39%	64.79%	78.36%	65.03%	94.42%	89.04%	77.83%	82.30%	71.49%	81.95%	75.60%	71.11%	92.31%	77.94%	75.68%	67.84%	59.27%	67.63%	68.55%	55.42%					
22	. Хакамада Ирина Муцуовна	221	40	30	11	4	7	1	1	11	5	11	7	2	4	13	3	0	2	1	7	1	1	2	7	7	0	16	1	1	16	0	6	3					
		1.55%	2.16%	1.37%	1.22%	1.29%	4.32%	1.19%	0.48%	2.25%	3.16%	1.55%	2.57%	1.09%	3.05%	2.43%	1.12%	0.00%	0.86%	0.68%	0.87%	0.88%	0.45%	0.30%	1.05%	2.22%	0.00%	1.90%	0.34%	0.58%	2.43%	0.00%	4.84%	1.81%					
23	. Харитонов Николай Михайлович	2191	308	356	147	23	12	11	10	52	14	91	53	9	15	119	37	31	7	10	104	10	43	69	101	48	0	121	48	43	191	31	27	50					
		15.41%	16.62%	16.29%	16.26%	7.44%	7.41%	13.10%	4.83%	10.63%	8.86%	12.83%	19.49%	4.89%	11.45%	22.28%	13.81%	21.68%	3.00%	6.85%	12.95%	8.85%	19.46%	10.21%	15.12%	15.24%	0.00%	14.35%	16.22%	25.15%	29.03%	22.30%	21.77%	30.12%					
																																							
24	Против всех	173	24	34	14	1	6	0	1	6	0	5	4	3	1	6	1	7	1	1	8	0	4	7	7	3	0	14	3	0	5	0	4	3					
