Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Веселовская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19275	2488	1197	1152	2475	309	232	176	887	695	366	344	822	867	470	1315	681	770	456	301	472	898	394	925	583									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17560	2280	1050	1050	2350	280	215	170	750	600	360	325	760	800	440	1200	600	700	410	280	420	800	300	900	520									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8146	978	457	444	915	105	86	80	387	301	189	134	354	334	288	514	276	347	273	115	236	415	187	489	242									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	919	43	40	35	51	27	14	15	53	53	70	8	61	61	15	51	40	33	17	28	23	31	46	60	44									
6	Число погашенных избирательных бюллетеней	8495	1259	553	571	1384	148	115	75	310	246	101	183	345	405	137	635	284	320	120	137	161	354	67	351	234									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	919	43	40	35	51	27	14	15	53	53	70	8	61	61	15	51	40	33	17	28	23	31	46	60	44									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8143	978	457	444	915	105	86	80	387	301	188	134	354	334	288	514	276	347	271	115	236	415	187	489	242									
9	Число недействительных избирательных бюллетеней	190	15	15	13	24	2	2	0	1	13	3	1	14	12	4	6	12	2	13	2	4	15	3	8	6									
10	Число действительных избирательных бюллетеней	8872	1006	482	466	942	130	98	95	439	341	255	141	401	383	299	559	304	378	275	141	255	431	230	541	280									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	342	50	20	20	35	5	7	5	15	15	5	5	15	10	15	25	15	15	5	5	5	15	5	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	153	23	12	9	13	3	7	0	12	3	0	0	11	8	15	9	5	1	3	3	1	2	3	10	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	57	7	1	4	8	0	0	1	1	5	2	0	1	4	1	0	1	1	0	0	6	3	0	5	6									
14	Число погашенных неиспользованных открепительных удостоверений	189	27	8	11	22	2	0	5	3	12	5	5	4	2	0	16	10	14	2	2	4	13	2	10	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	6	3	2	2	4	0	0	2	4	0	0	11	0	1	0	0	0	0	0	1	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	109	10	8	4	11	1	3	1	2	8	0	2	4	9	1	9	8	4	5	1	3	1	4	7	3									
		1.20%	0.98%	1.61%	0.84%	1.14%	0.76%	3.00%	1.05%	0.45%	2.26%	0.00%	1.41%	0.96%	2.28%	0.33%	1.59%	2.53%	1.05%	1.74%	0.70%	1.16%	0.22%	1.72%	1.28%	1.05%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	338	26	22	23	47	2	1	1	15	11	4	6	13	18	6	32	19	13	10	5	12	18	8	13	13									
		3.73%	2.55%	4.43%	4.80%	4.87%	1.52%	1.00%	1.05%	3.41%	3.11%	1.55%	4.23%	3.13%	4.56%	1.98%	5.66%	6.01%	3.42%	3.47%	3.50%	4.63%	4.04%	3.43%	2.37%	4.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	147	24	7	15	23	1	0	0	11	5	1	2	7	3	3	2	3	5	10	0	5	8	3	6	3									
		1.62%	2.35%	1.41%	3.13%	2.38%	0.76%	0.00%	0.00%	2.50%	1.41%	0.39%	1.41%	1.69%	0.76%	0.99%	0.35%	0.95%	1.32%	3.47%	0.00%	1.93%	1.79%	1.29%	1.09%	1.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5396	521	252	254	534	85	65	75	291	225	201	92	267	219	206	306	180	215	176	98	160	254	156	383	181									
		59.55%	51.03%	50.70%	53.03%	55.28%	64.39%	65.00%	78.95%	66.14%	63.56%	77.91%	64.79%	64.34%	55.44%	67.99%	54.16%	56.96%	56.58%	61.11%	68.53%	61.78%	56.95%	66.95%	69.76%	63.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	40	4	3	2	7	0	1	0	2	3	1	1	0	3	0	2	1	0	0	0	0	2	3	3	2									
		0.44%	0.39%	0.60%	0.42%	0.72%	0.00%	1.00%	0.00%	0.45%	0.85%	0.39%	0.70%	0.00%	0.76%	0.00%	0.35%	0.32%	0.00%	0.00%	0.00%	0.00%	0.45%	1.29%	0.55%	0.70%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	1	0	1	0	1	0	0	2	1	0	0	0	1	1	0	2	0	0	0	2	0	1	2									
		0.17%	0.00%	0.20%	0.00%	0.10%	0.00%	1.00%	0.00%	0.00%	0.56%	0.39%	0.00%	0.00%	0.00%	0.33%	0.18%	0.00%	0.53%	0.00%	0.00%	0.00%	0.45%	0.00%	0.18%	0.70%									
