Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Биробиджанская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40					
1	"Число избирателей, внесенных в списки избирателей"	57602	2743	2635	2689	1764	2373	2334	2024	2331	1685	2334	1564	1346	1371	291	1083	1387	1792	1079	192	676	771	1071	1608	657	670	1602	628	1488	529	2410	2392	1447	823	1353	27	1271	1755	1266	1682	459					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53652	2546	2561	2587	1756	2318	2158	1858	2157	1530	2167	1425	1240	1334	267	1026	1354	1669	845	192	836	667	993	1499	539	586	1445	596	1322	468	2260	2149	1319	749	1228	22	1167	1603	1181	1637	396					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32528	1489	1408	1401	968	1469	1339	1245	1399	1016	1305	950	797	717	133	434	799	1095	700	192	478	346	616	987	282	325	1013	344	790	256	1423	1435	790	337	630	21	585	985	736	1048	245					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1390	32	61	64	28	46	53	41	33	29	46	31	29	37	13	53	31	44	19	0	16	15	21	40	10	20	66	41	35	23	42	65	29	52	39	0	26	21	13	115	11					
6	Число погашенных избирательных бюллетеней	19734	1025	1092	1122	760	803	766	572	725	485	816	444	414	580	121	539	524	530	126	0	342	306	356	472	247	241	366	211	497	189	795	649	500	360	559	1	556	597	432	474	140					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1390	32	61	64	28	46	53	41	33	29	46	31	29	37	13	53	31	44	19	0	16	15	21	40	10	20	66	41	35	23	42	65	29	52	39	0	26	21	13	115	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32520	1489	1406	1401	968	1469	1338	1244	1397	1016	1305	950	797	717	133	434	799	1095	700	192	478	346	616	987	282	325	1013	342	790	256	1423	1435	790	337	630	21	585	985	736	1048	245					
9	Число недействительных избирательных бюллетеней	430	19	22	23	14	22	12	20	24	11	24	6	11	8	2	8	12	19	10	0	8	6	9	15	6	3	12	1	11	8	20	14	3	8	6	0	6	13	5	8	1					
10	Число действительных избирательных бюллетеней	33480	1502	1445	1442	982	1493	1379	1265	1406	1034	1327	975	815	746	144	479	818	1120	709	192	486	355	628	1012	286	342	1067	382	814	271	1445	1486	816	381	663	21	605	993	744	1155	255					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1381	61	50	50	40	50	50	40	50	40	50	40	30	30	10	30	30	95	20	0	20	20	30	40	20	20	40	20	30	20	50	50	45	20	30	0	30	40	30	40	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	883	55	41	38	21	20	29	24	29	39	30	24	24	23	3	15	26	76	11	0	8	7	18	25	11	4	27	7	24	6	43	28	40	9	11	0	12	24	23	20	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	687	14	15	21	10	21	13	13	19	27	31	15	16	11	5	7	16	33	44	16	2	11	15	14	20	11	25	14	19	4	33	33	25	3	12	7	9	10	6	51	16					
