Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Альшеевская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868					
1	"Число избирателей, внесенных в список избирателей"	32082	872	841	1647	1744	1843	867	962	1923	2068	1106	588	505	798	399	284	143	715	769	403	186	730	499	292	458	165	273	205	575	151	556	279	261	530	403	160	111	765	165	664	339	774	644	830	372	786	1625	342	329	136					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32684	963	925	1737	1761	1852	872	948	2016	2175	1103	594	491	807	395	284	144	739	775	406	188	735	508	296	464	164	274	205	581	151	546	280	263	531	406	158	112	769	165	663	346	779	642	839	374	789	1659	346	322	142					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23473	682	619	1367	1535	1559	596	579	1370	1306	972	332	466	549	376	212	121	258	424	331	176	355	223	274	432	147	232	195	454	151	484	248	212	345	337	149	106	491	138	362	213	404	346	560	296	665	1361	190	225	48					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2878	95	130	112	157	134	80	37	88	47	20	57	25	33	10	47	14	280	149	62	5	42	91	17	22	12	26	4	100	0	45	28	25	48	39	5	0	30	13	68	14	65	68	78	57	75	159	51	39	75					
6	Число погашенных избирательных бюллетеней	6333	186	176	258	69	159	196	332	558	822	111	205	0	225	9	25	9	201	202	13	7	338	194	5	10	5	16	6	27	0	17	4	26	138	30	4	6	248	14	233	119	310	228	201	21	49	139	105	58	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2878	95	130	112	157	134	80	37	88	47	20	57	25	33	10	47	14	280	149	62	5	42	91	17	22	12	26	4	100	0	45	28	25	48	39	5	0	30	13	68	14	65	68	78	57	75	159	51	39	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23451	682	619	1367	1535	1559	596	579	1370	1306	972	332	466	549	376	212	121	258	424	331	176	355	223	274	432	147	232	195	454	151	484	248	212	345	337	149	106	491	138	362	213	404	342	560	296	647	1361	190	225	48					
9	Число недействительных избирательных бюллетеней	423	7	8	51	17	8	6	4	10	33	27	6	4	14	4	3	0	0	9	1	10	5	1	3	3	0	5	0	11	2	0	7	10	7	0	0	0	5	0	15	0	15	4	17	8	9	66	2	5	1					
10	Число действительных избирательных бюллетеней	25906	770	741	1428	1675	1685	670	612	1448	1320	965	383	487	568	382	256	135	538	564	392	171	392	313	288	451	159	253	199	543	149	529	269	227	386	376	154	106	516	151	415	227	454	406	621	345	713	1454	239	259	122					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	366	8	13	22	10	16	9	9	15	40	8	7	7	9	4	2	2	8	4	6	0	4	3	4	11	0	2	1	11	0	7	3	3	3	5	2	1	5	4	6	4	10	0	6	3	4	40	5	4	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	351	7	13	22	10	14	9	8	15	37	8	7	7	9	4	0	2	3	4	6	0	4	3	4	11	0	2	1	10	0	7	3	3	3	5	2	1	5	4	6	4	10	0	6	3	4	40	5	4	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	159	2	4	4	1	3	4	5	13	5	6	1	6	6	2	2	2	1	0	3	1	1	0	0	1	3	0	0	2	9	13	1	0	2	0	4	0	4	0	4	1	3	5	4	0	7	22	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	15	1	0	0	0	2	0	1	0	3	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1633	54	57	106	89	61	39	46	138	161	54	33	44	53	29	5	6	3	38	2	5	22	4	5	2	7	10	2	62	2	39	8	2	39	24	9	6	40	3	24	22	47	35	68	9	29	41	23	21	5					
		6.20%	6.95%	7.61%	7.17%	5.26%	3.60%	5.77%	7.47%	9.47%	11.90%	5.44%	8.48%	8.96%	9.11%	7.51%	1.93%	4.44%	0.56%	6.63%	0.51%	2.76%	5.54%	1.27%	1.72%	0.44%	4.40%	3.88%	1.01%	11.19%	1.32%	7.37%	2.90%	0.84%	9.92%	6.38%	5.84%	5.66%	7.68%	1.99%	5.58%	9.69%	10.02%	8.54%	10.66%	2.55%	4.02%	2.70%	9.54%	7.95%	4.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1491	58	72	118	75	66	44	62	140	170	32	24	38	77	20	10	9	7	39	6	5	21	6	3	1	10	3	2	12	4	36	12	5	19	12	16	1	35	8	21	14	18	11	27	12	14	59	26	9	2					
		5.66%	7.46%	9.61%	7.98%	4.43%	3.90%	6.51%	10.06%	9.60%	12.56%	3.23%	6.17%	7.74%	13.23%	5.18%	3.86%	6.67%	1.30%	6.81%	1.53%	2.76%	5.29%	1.91%	1.03%	0.22%	6.29%	1.16%	1.01%	2.17%	2.65%	6.81%	4.35%	2.11%	4.83%	3.19%	10.39%	0.94%	6.72%	5.30%	4.88%	6.17%	3.84%	2.68%	4.23%	3.40%	1.94%	3.88%	10.79%	3.41%	1.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	193	7	2	9	10	49	2	2	8	8	9	7	2	5	3	0	1	4	6	0	0	1	1	0	1	0	2	0	0	0	3	2	3	1	8	1	0	7	0	2	3	4	3	1	0	5	7	3	1	0					
