Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Юрлинская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8112	621	1665	1526	468	422	172	123	251	185	436	314	138	161	502	78	107	414	396	133									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8000	601	1625	1487	466	426	169	120	249	184	439	327	156	157	483	81	104	408	388	130									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	2611	204	529	521	118	88	52	34	89	78	92	91	41	72	203	35	46	149	116	53									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	479	17	36	20	58	73	10	27	5	10	75	51	9	1	20	6	6	18	30	7									
6	Число погашенных избирательных бюллетеней	4910	380	1060	946	290	265	107	59	155	96	272	185	106	84	260	40	52	241	242	70									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	479	17	36	20	58	73	10	27	5	10	75	51	9	1	20	6	6	18	30	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	2611	204	529	521	118	88	52	34	89	78	92	91	41	72	203	35	46	149	116	53									
9	Число недействительных избирательных бюллетеней	142	15	26	25	17	0	2	1	5	4	4	4	4	6	11	2	1	9	3	3									
10	Число действительных избирательных бюллетеней	2948	206	539	516	159	161	60	60	89	84	163	138	46	67	212	39	51	158	143	57									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	285	20	40	40	20	20	5	5	20	5	20	20	5	10	20	5	5	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	38	3	10	14	0	0	0	0	0	0	1	5	0	0	2	2	0	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	32	5	3	3	0	2	2	1	2	1	3	2	1	0	1	1	0	2	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	247	17	30	26	20	20	5	5	20	5	19	15	5	10	18	3	5	9	10	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
