Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Килемарская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9831	1736	1700	308	854	326	397	293	1400	264	294	471	198	315	206	421	194	454									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10030	1750	1750	300	880	330	400	290	1450	270	320	490	210	320	210	420	200	440									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4681	818	953	129	385	120	187	143	648	128	158	163	105	175	109	172	105	183									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	977	105	116	26	54	44	15	63	50	47	14	101	29	44	31	161	18	59									
6	Число погашенных избирательных бюллетеней	4372	827	681	145	441	166	198	84	752	95	148	226	76	101	70	87	77	198									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	977	105	116	26	54	44	15	63	50	47	14	101	29	44	31	161	18	59									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4681	818	953	129	385	120	187	143	648	128	158	163	105	175	109	172	105	183									
9	Число недействительных избирательных бюллетеней	75	14	17	3	11	0	3	0	11	0	3	3	4	3	0	0	1	2									
10	Число действительных избирательных бюллетеней	5583	909	1052	152	428	164	199	206	687	175	169	261	130	216	140	333	122	240									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	507	60	87	20	40	15	25	20	60	15	30	30	20	20	10	15	10	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	462	51	87	9	38	15	17	20	60	15	30	30	18	20	3	9	10	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	165	20	24	8	8	9	10	4	17	6	5	14	7	9	3	8	4	9									
14	Число погашенных неиспользованных открепительных удостоверений	45	9	0	11	2	0	8	0	0	0	0	0	2	0	7	6	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	91	26	55	1	2	0	0	0	2	1	0	1	0	0	2	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	43	10	2	1	4	1	0	1	5	0	3	5	1	3	2	0	1	4									
		0.76%	1.08%	0.19%	0.65%	0.91%	0.61%	0.00%	0.49%	0.72%	0.00%	1.74%	1.89%	0.75%	1.37%	1.43%	0.00%	0.81%	1.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	174	35	45	6	14	5	13	0	16	0	8	10	4	3	2	0	2	11									
		3.08%	3.79%	4.21%	3.87%	3.19%	3.05%	6.44%	0.00%	2.29%	0.00%	4.65%	3.79%	2.99%	1.37%	1.43%	0.00%	1.63%	4.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	47	12	5	3	5	1	1	0	16	0	0	2	0	0	0	0	0	2									
		0.83%	1.30%	0.47%	1.94%	1.14%	0.61%	0.50%	0.00%	2.29%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3181	436	545	82	197	82	72	185	386	134	75	149	88	132	113	286	82	137									
		56.22%	47.24%	50.98%	52.90%	44.87%	50.00%	35.64%	89.81%	55.30%	76.57%	43.60%	56.44%	65.67%	60.27%	80.71%	85.89%	66.67%	56.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	1	3	2	3	0	3	0	4	0	1	3	0	2	0	0	1	2									
		0.44%	0.11%	0.28%	1.29%	0.68%	0.00%	1.49%	0.00%	0.57%	0.00%	0.58%	1.14%	0.00%	0.91%	0.00%	0.00%	0.81%	0.83%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	2	4	0	1	0	1	0	2	1	0	2	0	1	0	0	0	1									
		0.27%	0.22%	0.37%	0.00%	0.23%	0.00%	0.50%	0.00%	0.29%	0.57%	0.00%	0.76%	0.00%	0.46%	0.00%	0.00%	0.00%	0.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	629	161	169	16	48	19	22	4	51	6	28	33	12	15	9	12	7	17									
