Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    район Чертаново Южное																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №3252					
1	"Число избирателей, внесенных в списки избирателей"	91127	2301	2480	2235	2524	2554	2951	2441	1993	2501	2376	2511	2099	2528	2630	2414	2228	2372	1899	2441	2136	2171	1868	2380	2029	2429	2271	2780	1722	2207	2130	2477	1565	2000	2284	1947	2397	1772	2628	1785	2195	476					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	81200	2100	2300	2050	2200	2300	2600	2200	1800	2200	1900	2200	1800	2300	2400	2100	2050	2100	1700	2200	2000	2000	1700	2100	1800	2200	2000	2500	1500	2000	1900	1900	1400	1500	2000	1700	2100	1900	2400	1600	2000	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	60364	1885	2082	1765	1757	1907	1877	1781	1593	1659	1655	1531	1287	1525	1531	1459	1572	1834	1267	1959	1639	1604	1181	1620	1327	1218	1090	1329	1118	1063	1378	1664	861	1174	1250	986	1308	1164	2053	1272	1663	476					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1839	29	39	24	29	35	97	43	46	96	78	62	37	14	15	44	29	39	81	50	69	32	72	65	112	45	52	62	19	47	47	43	22	63	6	40	44	24	37	27	24	0					
6	Число погашенных избирательных бюллетеней	18997	186	179	261	414	358	626	376	161	445	167	607	476	761	854	597	449	227	352	191	292	364	447	415	361	937	858	1109	363	890	475	193	517	263	744	674	748	712	310	301	313	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1836	29	39	24	29	35	97	43	46	96	78	62	37	14	15	44	29	39	81	50	69	32	69	65	112	45	52	62	19	47	47	43	22	63	6	40	44	24	37	27	24	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	60149	1885	2003	1765	1757	1898	1877	1780	1547	1655	1655	1527	1287	1519	1530	1459	1572	1834	1267	1948	1637	1604	1166	1619	1327	1214	1090	1327	1099	1063	1378	1662	860	1174	1250	984	1304	1162	2053	1272	1663	476					
9	Число недействительных избирательных бюллетеней	647	17	15	18	21	17	15	10	0	24	30	35	22	28	23	9	9	0	6	4	17	15	31	17	14	15	12	34	10	13	10	16	11	17	19	23	16	10	0	9	15	20					
10	Число действительных избирательных бюллетеней	61338	1897	2027	1771	1765	1916	1959	1813	1593	1727	1703	1554	1302	1505	1522	1494	1592	1873	1342	1994	1689	1621	1204	1667	1425	1244	1130	1355	1108	1097	1415	1689	871	1220	1237	1001	1332	1176	2090	1290	1672	456					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2006	47	63	40	60	40	50	48	40	44	40	36	60	61	65	38	47	42	47	50	90	40	55	50	40	40	40	50	60	40	40	40	40	102	41	38	40	62	70	40	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1997	47	63	40	60	39	50	48	37	44	40	36	60	61	65	37	47	42	47	50	90	40	55	50	40	40	40	46	60	40	40	40	40	102	41	38	40	62	70	40	70	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1322	4	10	6	81	45	55	44	25	23	24	21	42	23	28	33	13	8	49	23	2	6	4	45	48	20	49	29	45	36	46	80	25	35	41	21	44	29	46	43	24	47					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	779	25	26	20	15	17	20	22	18	18	25	21	13	14	18	25	26	24	24	26	18	20	11	38	26	17	20	21	14	18	24	18	6	11	15	22	16	10	23	17	17	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	1094	3	33	1	6	39	32	15	24	42	38	29	51	30	65	28	37	22	30	22	17	16	19	27	29	21	46	45	15	32	16	30	18	19	40	34	49	27	19	14	6	8					
