Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Павловская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187					
1	"Число избирателей, внесенных в списки избирателей"	33636	1642	1884	2019	1690	1530	1797	1582	291	683	210	800	746	951	333	372	146	105	248	1238	208	1314	1573	840	129	942	331	2817	1535	388	178	1139	76	2038	520	60	189	857	235					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31600	1400	1600	1640	1400	1400	1550	1400	270	690	200	780	760	940	320	340	135	95	260	1250	200	1320	1600	840	140	950	330	2700	1550	390	180	1120	75	1920	501	62	190	862	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19988	1113	1321	1096	938	1049	1033	931	195	423	148	479	424	550	185	288	109	89	157	608	170	611	797	356	72	516	168	1624	1050	258	139	632	51	1215	285	42	136	573	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1442	53	52	192	223	43	58	71	3	29	5	37	56	51	12	17	3	0	7	70	0	31	25	22	6	56	28	89	43	13	4	34	0	35	35	9	7	19	4					
6	Число погашенных избирательных бюллетеней	10170	234	227	352	239	308	459	398	72	238	47	264	280	339	123	35	23	6	96	572	30	678	778	462	62	378	134	987	457	119	37	454	24	670	181	11	47	270	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1442	53	52	192	223	43	58	71	3	29	5	37	56	51	12	17	3	0	7	70	0	31	25	22	6	56	28	89	43	13	4	34	0	35	35	9	7	19	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19975	1113	1321	1096	937	1049	1032	931	195	423	148	479	424	549	185	288	109	89	157	608	170	611	797	356	72	516	168	1614	1050	258	139	632	51	1215	285	42	136	573	157					
9	Число недействительных избирательных бюллетеней	188	8	10	7	5	3	5	8	2	7	2	7	7	7	2	2	0	0	4	11	0	6	9	1	0	3	2	28	6	3	0	14	0	10	2	1	2	3	1					
10	Число действительных избирательных бюллетеней	21229	1158	1363	1281	1155	1089	1085	994	196	445	151	509	473	593	195	303	112	89	160	667	170	636	813	377	78	569	194	1675	1087	268	143	652	51	1240	318	50	141	589	160					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	299	18	15	14	23	10	15	10	3	5	0	5	7	5	5	5	3	3	3	9	3	10	10	5	3	6	3	32	15	3	3	12	2	15	1	2	0	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	250	15	13	14	23	10	15	7	3	5	0	5	7	4	4	5	2	0	0	5	1	2	10	3	0	6	2	32	13	1	2	12	0	15	1	0	0	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	180	13	6	8	7	4	6	9	2	3	7	8	2	3	3	2	2	2	2	3	1	3	2	5	1	11	4	12	11	3	2	9	4	8	0	0	1	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	49	3	2	0	0	0	0	3	0	0	0	0	0	1	1	0	1	3	3	4	2	8	0	2	3	0	1	0	2	2	1	0	2	0	0	2	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	827	48	70	30	30	51	48	50	4	21	8	13	26	36	4	11	8	3	10	40	2	9	19	17	3	41	6	51	33	9	4	21	2	34	9	2	6	32	16					
		3.86%	4.12%	5.10%	2.33%	2.59%	4.67%	4.40%	4.99%	2.02%	4.65%	5.23%	2.52%	5.42%	6.00%	2.03%	3.61%	7.14%	3.37%	6.10%	5.90%	1.18%	1.40%	2.31%	4.50%	3.85%	7.17%	3.06%	2.99%	3.02%	3.32%	2.80%	3.15%	3.92%	2.72%	2.81%	3.92%	4.20%	5.41%	9.94%					
