Выборы Президента Российской Федерации																																																																																																								
Дата голосования: 04.03.2012																																																																																																								
																																																																																																								
Наименование Избирательной комиссии:    Нижнеудинская																																																																																																								
																																																																																																								
Сводная таблица итогов голосования																																																																																																								
																																																																																																								
	Число участковых избирательных комиссий	93																																																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	93																																																																																																						
																																																																																																								
		Сумма	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142									
1	Число избирателей, включенных в список избирателей	55888	2039	1202	1460	1129	1009	1685	944	1028	2019	900	561	1536	1793	2774	637	1006	1257	1389	1766	1923	1330	924	887	904	589	641	773	622	1310	202	121	200	122	82	109	80	1034	638	190	518	2341	1175	346	362	585	118	162	103	99	59	286	142	96	40	445	151	324	77	410	165	60	274	151	533	111	234	274	429	895	809	90	80	171	84	376	182	109	120	800	258	54	212	167	79	43	827	194	220	136	302	377	147	271									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	50500	2000	1000	1300	1000	1000	1500	900	1000	1600	900	500	1500	1500	2000	600	1000	1000	1000	1500	1500	1000	800	800	900	550	600	700	600	1000	200	139	200	124	98	120	91	1000	650	190	500	2000	1000	300	350	550	122	173	114	110	70	300	147	99	52	450	159	300	80	400	170	77	280	155	500	113	250	260	400	800	800	101	84	173	92	350	180	111	132	800	250	60	220	175	98	56	800	200	230	145	300	380	150	270									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	27810	1168	534	668	566	476	940	513	490	1105	399	252	723	1084	1369	295	557	777	672	826	920	617	377	378	300	250	236	356	243	558	71	53	95	48	55	71	43	426	270	178	217	1114	683	183	198	311	69	79	62	58	42	146	86	58	25	278	74	126	40	195	73	31	169	71	258	52	149	121	238	433	341	54	50	81	32	184	137	68	69	362	113	31	150	85	59	34	474	149	72	110	155	128	128	146									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2396	41	19	71	18	33	70	50	13	40	16	19	59	46	37	47	49	22	18	45	62	44	51	17	79	26	12	33	54	79	48	39	0	9	5	2	6	38	43	1	27	69	20	12	21	16	4	8	7	5	6	10	8	5	5	41	19	71	12	38	49	0	19	34	62	10	28	13	15	27	37	5	4	5	3	18	6	8	7	39	19	5	13	47	7	2	54	0	32	0	32	27	0	4									
6	Число погашенных избирательных бюллетеней	20285	791	443	561	416	491	490	337	497	455	485	229	718	370	594	258	394	201	310	629	518	339	372	405	521	274	352	311	303	363	81	47	105	67	38	47	42	536	337	11	256	817	297	105	131	223	49	86	45	47	22	144	53	36	22	131	66	103	28	167	48	46	92	50	180	51	73	126	147	340	422	42	30	87	57	148	32	35	56	399	118	24	57	43	32	20	272	51	126	35	113	225	22	120									
