Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Каларская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160					
1	"Число избирателей, внесенных в список"	7275	565	608	652	476	546	173	428	731	541	76	122	466	605	566	200	520					
2	Число полученных избирательных бюллетеней	6983	521	551	609	458	516	153	391	711	517	70	124	465	590	577	201	529					
3	"Число избирательных бюллетеней, выданных  досрочно"	100	0	0	0	0	0	0	0	0	54	36	0	0	10	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	3664	315	319	346	276	239	111	196	436	221	0	74	244	280	269	114	224					
5	"Число избирательных бюллетеней, выданных вне помещения"	147	23	38	5	0	0	1	2	5	22	0	2	8	26	5	3	7					
6	Число погашенных избирательных бюллетеней	3072	183	194	258	182	277	41	193	270	220	34	48	213	274	303	84	298					
7	Число избирательных бюллетеней в переносных ящиках	247	23	38	5	0	0	1	2	5	76	36	2	8	36	5	3	7					
8	Число бюллетеней в стационарных ящиках для голосования	3662	314	319	346	276	239	111	196	435	221	0	74	244	280	269	114	224					
9	Число недействительных избирательных бюллетеней	21	1	5	0	0	4	2	1	2	0	0	0	1	3	2	0	0					
10	Число действительных избирательных бюллетеней	3888	336	352	351	276	235	110	197	438	297	36	76	251	313	272	117	231					
11	Число полученных открепительных  удостоверений	76	5	5	4	5	5	5	5	5	5	0	2	4	10	11	1	4					
12	Число выданных открепительных удостоверений	43	3	4	4	1	0	5	0	2	0	0	2	2	8	8	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	2	6	4	0	0	1	1	1	1	0	0	2	4	3	0	0					
14	Число неиспользованных открепительных удостоверений	33	2	1	0	4	5	0	5	3	5	0	0	2	2	3	0	1					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	204	21	15	22	16	10	7	17	19	11	1	4	17	19	9	5	11					
		5.22%	6.23%	4.20%	6.27%	5.80%	4.18%	6.25%	8.59%	4.32%	3.70%	2.78%	5.26%	6.75%	6.01%	3.28%	4.27%	4.76%					
19	. Малышкин Олег Александрович	160	14	20	17	10	14	5	11	13	9	1	6	11	6	11	5	7					
		4.09%	4.15%	5.60%	4.84%	3.62%	5.86%	4.46%	5.56%	2.95%	3.03%	2.78%	7.89%	4.37%	1.90%	4.01%	4.27%	3.03%					
20	. Миронов Сергей Михайлович	38	6	3	4	2	4	1	1	2	2	0	0	5	1	4	0	3					
		0.97%	1.78%	0.84%	1.14%	0.72%	1.67%	0.89%	0.51%	0.45%	0.67%	0.00%	0.00%	1.98%	0.32%	1.46%	0.00%	1.30%					
21	. Путин Владимир Владимирович	2850	226	245	238	200	173	76	147	335	226	34	60	192	230	202	85	181					
		72.91%	67.06%	68.63%	67.81%	72.46%	72.38%	67.86%	74.24%	76.14%	76.09%	94.44%	78.95%	76.19%	72.78%	73.72%	72.65%	78.35%					
22	. Хакамада Ирина Муцуовна	158	22	19	16	16	3	2	5	19	7	0	2	3	19	12	6	7					
		4.04%	6.53%	5.32%	4.56%	5.80%	1.26%	1.79%	2.53%	4.32%	2.36%	0.00%	2.63%	1.19%	6.01%	4.38%	5.13%	3.03%					
23	. Харитонов Николай Михайлович	322	31	28	41	16	19	15	9	34	28	0	0	16	26	25	16	18					
		8.24%	9.20%	7.84%	11.68%	5.80%	7.95%	13.39%	4.55%	7.73%	9.43%	0.00%	0.00%	6.35%	8.23%	9.12%	13.68%	7.79%					
																							
24	Против всех	156	16	22	13	16	12	4	7	16	14	0	4	7	12	9	0	4					
		3.99%	4.75%	6.16%	3.70%	5.80%	5.02%	3.57%	3.54%	3.64%	4.71%	0.00%	5.26%	2.78%	3.80%	3.28%	0.00%	1.73%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
