Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    район Митино																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790	УИК №2791	УИК №2792	УИК №2793	УИК №2794					
1	"Число избирателей, внесенных в списки избирателей"	105927	2814	2144	2480	2528	1900	2100	2617	2184	2184	2161	2464	2749	2928	2874	2774	2767	2245	2617	2679	2386	2695	2532	2181	2565	2414	2522	2416	1748	2448	2833	3030	2135	2419	2269	2531	2168	2122	1869	2833	2840	2623	2352	2787					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	94500	2500	2000	2000	2000	1500	2000	2500	2000	2000	2000	2000	2500	2500	2500	2500	2500	2000	2500	2500	2000	2500	2500	2000	2500	2000	2500	2000	1500	2500	2500	2500	2000	2000	2000	2500	2000	1500	1500	2500	2500	2500	2000	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	56771	1610	1250	1176	1318	985	958	1394	1283	1018	1126	1268	1755	1702	1709	1422	1464	1146	1477	1639	1172	1417	1238	1117	1246	1188	1317	1213	909	1530	1227	1508	1287	1157	1218	1501	1190	1098	953	1458	1443	1581	1595	1508					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1097	51	18	15	12	7	14	26	17	15	52	8	26	17	14	13	20	13	16	18	21	24	72	12	29	22	9	12	14	13	178	29	13	19	16	15	60	39	40	15	12	23	16	22					
6	Число погашенных избирательных бюллетеней	36632	839	732	809	670	508	1028	1080	700	967	822	724	719	781	777	1065	1016	841	1007	843	807	1059	1190	871	1225	790	1174	775	577	957	1095	963	700	824	766	984	750	363	507	1027	1045	896	389	970					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1097	51	18	15	12	7	14	26	17	15	52	8	26	17	14	13	20	13	16	18	21	24	72	12	29	22	9	12	14	13	178	29	13	19	16	15	60	39	40	15	12	23	16	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	56595	1610	1232	1160	1318	985	958	1394	1283	1010	1123	1266	1755	1689	1709	1422	1460	1146	1477	1630	1167	1414	1238	1113	1246	1187	1315	1207	909	1517	1227	1508	1287	1155	1194	1462	1189	1096	953	1457	1443	1581	1595	1508					
9	Число недействительных избирательных бюллетеней	869	21	18	16	15	10	13	18	96	23	10	33	22	20	20	28	27	18	9	14	9	24	23	17	18	15	13	15	20	23	14	19	11	23	8	17	14	19	15	14	28	26	31	22					
10	Число действительных избирательных бюллетеней	56823	1640	1232	1159	1315	982	959	1402	1204	1002	1165	1241	1759	1686	1703	1407	1453	1141	1484	1634	1179	1414	1287	1108	1257	1194	1311	1204	903	1507	1391	1518	1289	1151	1202	1460	1235	1116	978	1458	1427	1578	1580	1508					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2598	65	50	60	58	50	50	60	50	65	50	50	50	70	75	60	60	100	70	70	50	70	55	50	50	80	80	50	50	50	70	85	75	50	50	50	50	50	50	60	80	50	70	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2149	55	40	51	51	32	39	49	43	57	43	46	42	62	73	54	53	74	59	63	43	68	51	43	40	56	67	30	32	42	62	78	70	45	29	37	40	27	31	56	61	43	64	48					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1699	47	27	23	38	59	27	39	26	32	51	38	24	59	83	64	42	59	43	44	48	60	31	37	35	28	37	29	31	65	21	41	23	50	38	36	11	23	19	40	41	57	37	36					
14	Число погашенных неиспользованных открепительных удостоверений	449	10	10	9	7	18	11	11	7	8	7	4	8	8	2	6	7	26	11	7	7	2	4	7	10	24	13	20	18	8	8	7	5	5	21	13	10	23	19	4	19	7	6	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	382	10	3	6	10	5	7	12	8	11	12	7	2	2	9	11	8	13	3	15	11	9	11	11	7	10	13	4	5	9	5	9	11	5	7	9	12	17	5	12	6	8	13	19					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	1625	32	29	20	45	22	24	43	30	32	44	41	33	33	50	38	41	31	46	50	40	46	39	36	58	42	39	28	33	42	62	48	20	33	42	32	21	32	21	38	32	50	64	43					
		2.82%	1.93%	2.32%	1.70%	3.38%	2.22%	2.47%	3.03%	2.31%	3.12%	3.74%	3.22%	1.85%	1.93%	2.90%	2.65%	2.77%	2.67%	3.08%	3.03%	3.37%	3.20%	2.98%	3.20%	4.55%	3.47%	2.95%	2.30%	3.58%	2.75%	4.41%	3.12%	1.54%	2.81%	3.47%	2.17%	1.68%	2.82%	2.11%	2.58%	2.20%	3.12%	3.97%	2.81%					
