Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Альменевская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205					
1	"Число избирателей, внесенных в список избирателей"	9720	1462	1215	903	263	213	102	105	196	108	536	348	239	202	243	88	143	486	123	81	114	213	692	149	171	295	408	71	101	219	177	54					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10000	1500	1230	900	270	220	110	110	200	100	570	380	250	200	270	90	150	500	130	80	110	220	700	150	180	300	430	75	110	230	180	55					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6342	883	809	588	176	145	93	81	155	77	361	200	176	132	163	68	102	354	100	68	89	127	386	89	103	167	229	55	76	141	103	46					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	820	91	89	75	13	17	0	11	12	14	52	30	11	21	20	6	19	40	3	6	9	26	67	0	13	23	72	5	14	28	27	6					
6	Число погашенных избирательных бюллетеней	2838	526	332	237	81	58	17	18	33	9	157	150	63	47	87	16	29	106	27	6	12	67	247	61	64	110	129	15	20	61	50	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	820	91	89	75	13	17	0	11	12	14	52	30	11	21	20	6	19	40	3	6	9	26	67	0	13	23	72	5	14	28	27	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6340	881	809	588	176	145	93	81	155	77	361	200	176	132	163	68	102	354	100	68	89	127	386	89	103	167	229	55	76	141	103	46					
9	Число недействительных избирательных бюллетеней	105	12	20	18	6	4	2	0	1	3	7	2	0	1	2	0	0	5	3	0	5	2	4	2	1	1	0	2	2	0	0	0					
10	Число действительных избирательных бюллетеней	7055	960	878	645	183	158	91	92	166	88	406	228	187	152	181	74	121	389	100	74	93	151	449	87	115	189	301	58	88	169	130	52					
