Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Альменевская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205					
1	"Число избирателей, внесенных в списки избирателей"	9980	1480	1213	913	293	218	98	119	175	113	590	328	228	185	260	87	165	576	156	75	114	238	657	132	146	260	430	87	129	258	191	66					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9900	1450	1130	900	290	210	120	120	160	100	570	330	230	180	270	80	200	600	140	70	100	230	680	130	160	250	470	80	140	260	190	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6736	905	807	531	217	190	98	101	146	77	389	229	155	142	183	56	133	345	101	56	86	158	420	106	109	208	277	61	91	172	137	50					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	740	104	85	48	14	0	0	10	9	21	36	23	10	13	18	6	16	69	4	8	5	37	69	0	14	15	51	5	17	17	8	8					
6	Число погашенных избирательных бюллетеней	2424	441	238	321	59	20	22	9	5	2	145	78	65	25	69	18	51	186	35	6	9	35	191	24	37	27	142	14	32	71	45	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	740	104	85	48	14	0	0	10	9	21	36	23	10	13	18	6	16	69	4	8	5	37	69	0	14	15	51	5	17	17	8	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6735	905	806	531	217	190	98	101	146	77	389	229	155	142	183	56	133	345	101	56	86	158	420	106	109	208	277	61	91	172	137	50					
9	Число недействительных избирательных бюллетеней	62	12	5	4	1	2	0	0	2	0	2	4	0	0	1	0	1	1	2	0	0	3	3	2	1	2	2	0	1	9	2	0					
10	Число действительных избирательных бюллетеней	7413	997	886	575	230	188	98	111	153	98	423	248	165	155	200	62	148	413	103	64	91	192	486	104	122	221	326	66	107	180	143	58					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	220	31	9	15	2	5	2	2	7	2	21	8	2	2	16	5	15	26	2	0	2	5	5	0	4	2	15	2	5	4	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	219	31	9	15	2	4	2	2	7	2	21	8	2	2	16	5	15	26	2	0	2	5	5	0	4	2	15	2	5	4	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	62	15	6	3	3	1	0	0	3	0	1	0	2	3	3	2	0	5	3	0	4	0	2	0	0	1	2	0	0	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	11	4	5	10	2	0	0	1	0	0	1	0	0	2	0	0	1	0	2	1	0	2	0	0	1	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	310	41	28	10	22	5	5	10	9	4	33	11	5	3	15	4	6	19	5	3	1	8	15	0	3	13	9	8	6	6	2	1					
		4.15%	4.06%	3.14%	1.73%	9.52%	2.63%	5.10%	9.01%	5.81%	4.08%	7.76%	4.37%	3.03%	1.94%	7.46%	6.45%	4.03%	4.59%	4.76%	4.69%	1.10%	4.10%	3.07%	0.00%	2.44%	5.83%	2.74%	12.12%	5.56%	3.17%	1.38%	1.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	4	7	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.24%	0.40%	0.79%	0.35%	0.43%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.95%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1					
		0.09%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.40%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	1.72%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1008	148	114	58	14	25	15	13	29	11	51	39	15	22	28	4	14	42	18	10	7	6	125	5	15	21	61	24	22	19	24	9					
		13.48%	14.67%	12.79%	10.02%	6.06%	13.16%	15.31%	11.71%	18.71%	11.22%	12.00%	15.48%	9.09%	14.19%	13.93%	6.45%	9.40%	10.14%	17.14%	15.63%	7.69%	3.08%	25.56%	4.72%	12.20%	9.42%	18.60%	36.36%	20.37%	10.05%	16.55%	15.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	3	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
		0.16%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.47%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	3	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0					
		0.12%	0.30%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	406	50	52	43	11	8	3	6	5	0	28	14	7	9	16	1	8	14	1	2	4	10	34	2	10	5	31	5	4	13	7	3					
		5.43%	4.96%	5.84%	7.43%	4.76%	4.21%	3.06%	5.41%	3.23%	0.00%	6.59%	5.56%	4.24%	5.81%	7.96%	1.61%	5.37%	3.38%	0.95%	3.13%	4.40%	5.13%	6.95%	1.89%	8.13%	2.24%	9.45%	7.58%	3.70%	6.88%	4.83%	5.17%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	298	51	39	34	23	3	3	3	9	3	11	7	3	3	9	1	3	11	3	2	1	6	16	3	4	7	17	0	10	11	1	1					
		3.99%	5.05%	4.38%	5.87%	9.96%	1.58%	3.06%	2.70%	5.81%	3.06%	2.59%	2.78%	1.82%	1.94%	4.48%	1.61%	2.01%	2.66%	2.86%	3.13%	1.10%	3.08%	3.27%	2.83%	3.25%	3.14%	5.18%	0.00%	9.26%	5.82%	0.69%	1.72%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	70	11	11	12	1	0	2	0	1	0	8	2	1	0	2	1	1	4	0	0	0	1	4	0	2	1	2	0	0	2	0	1					
		0.94%	1.09%	1.23%	2.07%	0.43%	0.00%	2.04%	0.00%	0.65%	0.00%	1.88%	0.79%	0.61%	0.00%	0.99%	1.61%	0.67%	0.97%	0.00%	0.00%	0.00%	0.51%	0.82%	0.00%	1.63%	0.45%	0.61%	0.00%	0.00%	1.06%	0.00%	1.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5252	682	633	412	158	147	70	79	100	77	283	169	132	118	128	51	116	323	74	47	77	159	290	92	88	173	205	29	64	126	108	42					
		70.26%	67.59%	71.04%	71.16%	68.40%	77.37%	71.43%	71.17%	64.52%	78.57%	66.59%	67.06%	80.00%	76.13%	63.68%	82.26%	77.85%	78.02%	70.48%	73.44%	84.62%	81.54%	59.30%	86.79%	71.54%	77.58%	62.50%	43.94%	59.26%	66.67%	74.48%	72.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	3	2	2	0	0	0	0	0	1	6	0	1	0	0	0	0	0	1	0	0	1	1	2	0	1	1	0	1	0	0	0					
		0.31%	0.30%	0.22%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	1.41%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.51%	0.20%	1.89%	0.00%	0.45%	0.30%	0.00%	0.93%	0.00%	0.00%	0.00%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
