Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Нижний Тагил, Дзержинская "																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №687	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185					
1	"Число избирателей, внесенных в список избирателей"	98751	902	1960	1898	1609	2263	1975	1782	1709	2118	2120	2079	1894	2333	2252	2297	2053	2464	2489	1863	2333	2037	2134	2308	2401	2348	2263	2034	2002	2559	2771	2314	2201	2391	1879	2385	1773	2128	1701	2004	2218	2047	2253	1796	2178	1892	1949	2392					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	99500	900	1950	1900	1600	2300	1800	1800	1750	2200	2200	2100	1900	2300	2300	2350	2100	2500	2500	1900	2400	2100	2200	2400	2400	2400	2300	2050	2000	2500	2800	2300	2000	2400	2000	2400	1800	2100	1700	2000	2200	2100	2300	1700	2200	2200	1800	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50817	464	1124	979	882	952	1134	967	934	1042	1116	1066	1049	1254	1219	1174	936	1356	1204	1024	1052	1158	1199	1208	1258	1186	1085	1009	985	1234	1428	1261	1126	1404	876	1166	995	940	668	1178	1255	1079	1225	620	1129	984	930	1303					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1731	11	64	38	61	26	23	38	34	30	29	28	11	20	11	19	27	27	63	41	51	25	33	50	40	31	24	26	15	54	44	52	211	35	28	54	32	47	30	24	30	30	25	32	14	20	33	40					
6	Число погашенных избирательных бюллетеней	46952	425	762	883	657	1322	643	795	782	1128	1055	1006	840	1026	1070	1157	1137	1117	1233	835	1297	917	968	1142	1102	1183	1191	1015	1000	1212	1328	987	663	961	1096	1180	773	1113	1002	798	915	991	1050	1048	1057	1196	837	1057					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1731	11	64	38	61	26	23	38	34	30	29	28	11	20	11	19	27	27	63	41	51	25	33	50	40	31	24	26	15	54	44	52	211	35	28	54	32	47	30	24	30	30	25	32	14	20	33	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50728	464	1124	979	882	926	1134	967	900	1042	1115	1038	1049	1254	1219	1174	936	1356	1204	1024	1052	1158	1199	1208	1258	1186	1085	1009	985	1234	1428	1261	1126	1404	876	1166	995	940	668	1178	1255	1079	1225	620	1129	984	930	1303					
9	Число недействительных избирательных бюллетеней	1460	9	39	30	17	27	35	18	28	39	42	43	30	25	15	10	15	30	35	42	40	31	40	38	72	37	33	31	27	48	40	30	23	46	25	32	24	22	15	36	40	34	24	19	37	34	20	33					
10	Число действительных избирательных бюллетеней	50999	466	1149	987	926	925	1122	987	906	1033	1102	1023	1030	1249	1215	1183	948	1353	1232	1023	1063	1152	1192	1220	1226	1180	1076	1004	973	1240	1432	1283	1314	1393	879	1188	1003	965	683	1166	1245	1075	1226	633	1106	970	943	1310					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1397	20	30	25	20	30	25	25	25	30	30	30	30	30	35	35	30	35	35	25	20	30	30	35	34	35	30	30	30	35	40	30	30	35	30	35	25	29	25	30	30	30	29	25	30	30	25	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	745	15	18	11	15	15	13	9	17	22	7	12	23	24	16	16	17	27	19	14	14	15	20	18	17	15	15	14	13	26	24	27	10	15	8	10	18	12	12	12	17	13	20	17	10	7	15	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	326	2	16	32	12	14	3	5	5	1	4	7	3	10	5	6	8	4	3	5	3	2	7	2	4	4	7	8	2	8	5	5	6	2	6	3	11	7	21	1	2	7	3	4	21	22	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	652	5	12	14	5	15	12	16	8	8	23	18	7	6	19	19	13	8	16	11	6	15	10	17	17	20	15	16	17	9	16	3	20	20	22	25	7	17	13	18	13	17	9	8	20	23	10	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12770	134	262	225	244	183	196	264	213	228	255	252	286	316	298	319	236	376	314	264	267	344	371	346	336	263	272	268	221	280	422	335	376	392	205	303	235	196	175	316	346	297	322	127	228	194	140	328					
		24.34%	28.21%	22.05%	22.12%	25.87%	19.22%	16.94%	26.27%	22.81%	21.27%	22.29%	23.64%	26.98%	24.80%	24.23%	26.74%	24.51%	27.19%	24.78%	24.79%	24.21%	29.08%	30.11%	27.50%	25.89%	21.61%	24.53%	25.89%	22.10%	21.74%	28.67%	25.51%	28.12%	27.24%	22.68%	24.84%	22.88%	19.86%	25.07%	26.29%	26.93%	26.78%	25.76%	19.48%	19.95%	19.32%	14.54%	24.42%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8697	80	182	165	137	177	220	144	143	209	188	203	195	246	191	200	168	227	177	147	221	186	159	165	202	212	175	171	186	214	208	220	191	178	159	202	163	180	131	176	187	149	195	132	249	189	240	258					
		16.58%	16.84%	15.32%	16.22%	14.53%	18.59%	19.01%	14.33%	15.31%	19.50%	16.43%	19.04%	18.40%	19.31%	15.53%	16.76%	17.45%	16.41%	13.97%	13.80%	20.04%	15.72%	12.91%	13.12%	15.56%	17.42%	15.78%	16.52%	18.60%	16.61%	14.13%	16.76%	14.29%	12.37%	17.59%	16.56%	15.87%	18.24%	18.77%	14.64%	14.55%	13.44%	15.60%	20.25%	21.78%	18.82%	24.92%	19.21%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	419	6	7	10	14	4	6	8	14	7	14	4	10	9	14	9	11	3	9	8	3	9	9	9	16	11	14	8	8	9	9	11	17	10	6	6	11	8	4	9	13	14	7	3	8	7	8	5					
		0.80%	1.26%	0.59%	0.98%	1.48%	0.42%	0.52%	0.80%	1.50%	0.65%	1.22%	0.38%	0.94%	0.71%	1.14%	0.75%	1.14%	0.22%	0.71%	0.75%	0.27%	0.76%	0.73%	0.72%	1.23%	0.90%	1.26%	0.77%	0.80%	0.70%	0.61%	0.84%	1.27%	0.69%	0.66%	0.49%	1.07%	0.81%	0.57%	0.75%	1.01%	1.26%	0.56%	0.46%	0.70%	0.70%	0.83%	0.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8120	65	180	157	131	149	184	165	130	146	164	131	151	153	198	165	157	203	235	181	151	180	189	180	199	242	168	141	166	195	246	240	225	281	97	169	145	142	113	183	246	163	193	99	180	179	156	207					
