Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Мантуровская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
1	"Число избирателей, внесенных в список избирателей"	15056	1066	1007	976	962	902	1027	1073	940	1061	1000	1036	927	994	1028	1057					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13300	900	900	850	850	900	900	900	850	900	900	900	850	900	900	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7426	545	404	485	467	363	586	480	516	509	480	540	358	480	551	662					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	840	28	128	37	76	46	24	51	41	60	77	89	85	42	33	23					
6	Число погашенных избирательных бюллетеней	5034	327	368	328	307	491	290	369	293	331	343	271	407	378	316	215					
7	Число избирательных бюллетеней в переносных ящиках для голосования	840	28	128	37	76	46	24	51	41	60	77	89	85	42	33	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7426	545	404	485	467	363	586	480	516	509	480	540	358	480	551	662					
9	Число недействительных избирательных бюллетеней	73	5	2	3	4	9	3	6	3	8	5	4	9	4	4	4					
10	Число действительных избирательных бюллетеней	8193	568	530	519	539	400	607	525	554	561	552	625	434	518	580	681					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	175	10	10	15	10	15	15	10	15	10	10	10	10	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	126	10	5	15	1	12	15	9	13	3	7	10	3	8	2	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	18	33	9	4	7	4	7	2	10	8	4	5	2	3	29					
14	Число погашенных неиспользованных открепительных удостоверений	49	0	5	0	9	3	0	1	2	7	3	0	7	2	8	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	1	3	0	0	1	2	1	3	0	0	2	3	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1020	80	65	69	56	47	80	62	103	57	53	52	65	65	83	83					
		12.34%	13.96%	12.22%	13.22%	10.31%	11.49%	13.11%	11.68%	18.49%	10.02%	9.52%	8.27%	14.67%	12.45%	14.21%	12.12%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	983	71	53	64	60	47	70	61	68	71	52	77	61	87	65	76					
		11.89%	12.39%	9.96%	12.26%	11.05%	11.49%	11.48%	11.49%	12.21%	12.48%	9.34%	12.24%	13.77%	16.67%	11.13%	11.09%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	6	2	1	3	2	4	5	4	3	6	4	5	1	3	7					
		0.68%	1.05%	0.38%	0.19%	0.55%	0.49%	0.66%	0.94%	0.72%	0.53%	1.08%	0.64%	1.13%	0.19%	0.51%	1.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3327	211	203	222	225	149	271	209	192	240	256	273	149	174	242	311					
		40.25%	36.82%	38.16%	42.53%	41.44%	36.43%	44.43%	39.36%	34.47%	42.18%	45.96%	43.40%	33.63%	33.33%	41.44%	45.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	12	6	11	7	7	13	13	8	9	4	6	4	9	12	9					
		1.57%	2.09%	1.13%	2.11%	1.29%	1.71%	2.13%	2.45%	1.44%	1.58%	0.72%	0.95%	0.90%	1.72%	2.05%	1.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2648	188	201	150	184	147	165	173	179	177	180	209	149	181	173	192					
		32.03%	32.81%	37.78%	28.74%	33.89%	35.94%	27.05%	32.58%	32.14%	31.11%	32.32%	33.23%	33.63%	34.67%	29.62%	28.03%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	0	0	2	4	1	4	2	0	4	1	4	1	1	2	3					
		0.35%	0.00%	0.00%	0.38%	0.74%	0.24%	0.66%	0.38%	0.00%	0.70%	0.18%	0.64%	0.23%	0.19%	0.34%	0.44%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
