Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Мантуровская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404					
1	"Число избирателей, внесенных в списки избирателей"	15358	1008	989	994	900	1052	1055	952	1102	1032	1051	957	1066	1070	1059	1071					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13300	910	840	840	810	940	910	830	940	900	910	830	865	925	920	930					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8279	466	510	544	487	648	587	574	588	507	531	398	558	626	674	581					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1017	130	61	60	54	33	63	31	69	92	121	119	80	45	32	27					
6	Число погашенных избирательных бюллетеней	4004	314	269	236	269	259	260	225	283	301	258	313	227	254	214	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1017	130	61	60	54	33	63	31	69	92	121	119	80	45	32	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8277	466	510	544	487	648	587	574	588	507	531	398	558	625	673	581					
9	Число недействительных избирательных бюллетеней	44	1	3	4	5	1	4	4	3	2	3	5	2	3	1	3					
10	Число действительных избирательных бюллетеней	9250	595	568	600	536	680	646	601	654	597	649	512	636	667	704	605					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	151	21	6	6	13	15	10	4	4	4	9	7	7	19	20	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	150	21	6	6	13	15	10	3	4	4	9	7	7	19	20	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	70	6	3	5	3	2	5	5	5	4	3	2	5	6	8	8					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	3	0	0	0	1	2	1	0	0	0	0	1	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	429	25	33	17	9	38	44	28	40	24	28	18	30	34	31	30					
		4.62%	4.19%	5.78%	2.81%	1.66%	5.58%	6.77%	4.63%	6.09%	4.01%	4.29%	3.48%	4.70%	5.07%	4.40%	4.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	58	5	4	9	2	11	2	3	3	0	2	1	3	3	6	4					
		0.62%	0.84%	0.70%	1.49%	0.37%	1.62%	0.31%	0.50%	0.46%	0.00%	0.31%	0.19%	0.47%	0.45%	0.85%	0.66%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	2	0	1	0	0	1	0	0	0	0	1	2	0					
		0.08%	0.00%	0.00%	0.33%	0.00%	0.15%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.15%	0.28%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1832	96	113	107	81	169	130	118	119	109	134	86	120	134	212	104					
		19.71%	16.11%	19.79%	17.72%	14.97%	24.82%	20.00%	19.50%	18.11%	18.20%	20.55%	16.63%	18.81%	20.00%	30.07%	17.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	34	4	0	2	2	2	2	2	3	2	2	3	2	2	3	3					
		0.37%	0.67%	0.00%	0.33%	0.37%	0.29%	0.31%	0.33%	0.46%	0.33%	0.31%	0.58%	0.31%	0.30%	0.43%	0.49%					
23	6.Политическая партия «Партия социальной справедливости»	26	2	2	2	0	2	1	3	2	1	1	1	3	2	3	1					
		0.28%	0.34%	0.35%	0.33%	0.00%	0.29%	0.15%	0.50%	0.30%	0.17%	0.15%	0.19%	0.47%	0.30%	0.43%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	1038	78	71	70	58	72	70	67	66	69	83	43	75	70	79	67					
		11.17%	13.09%	12.43%	11.59%	10.72%	10.57%	10.77%	11.07%	10.05%	11.52%	12.73%	8.32%	11.76%	10.45%	11.21%	11.02%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	920	71	69	47	55	69	57	71	49	46	57	38	58	69	70	94					
		9.90%	11.91%	12.08%	7.78%	10.17%	10.13%	8.77%	11.74%	7.46%	7.68%	8.74%	7.35%	9.09%	10.30%	9.93%	15.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	67	5	0	0	7	3	5	4	7	8	1	4	2	5	4	12					
		0.72%	0.84%	0.00%	0.00%	1.29%	0.44%	0.77%	0.66%	1.07%	1.34%	0.15%	0.77%	0.31%	0.75%	0.57%	1.97%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4778	308	270	339	319	312	325	302	357	332	337	317	340	345	293	282					
