Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Скопинская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879					
1	"Число избирателей, внесенных в списки"	22481	436	156	475	722	974	750	111	557	310	265	392	185	211	673	532	310	615	279	1151	221	405	545	282	200	343	225	188	240	199	1971	234	129	447	1324	655	490	434	223	939	623	573	1133	860	494					
2	"Число бюллетеней, полученных участковыми комиссиями"	22070	400	150	450	1350	900	700	140	500	300	250	350	190	200	600	500	300	600	250	1100	290	450	500	250	200	330	230	180	230	170	1800	230	130	440	1300	650	500	400	220	900	640	550	1000	800	450					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10806	173	54	242	553	510	454	45	162	195	104	194	102	131	273	266	139	278	117	429	130	155	310	147	133	167	96	100	125	83	1175	90	73	283	593	356	170	166	106	347	273	197	532	328	250					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3532	141	45	44	169	34	113	53	162	48	84	54	56	42	88	59	63	103	81	182	91	101	98	61	31	94	69	26	56	46	102	62	23	50	84	50	59	87	72	90	105	77	122	158	97					
6	Число погашенных бюллетеней	7732	86	51	164	628	356	133	42	176	57	62	102	32	27	239	175	98	219	52	489	69	194	92	42	36	69	65	54	49	41	523	78	34	107	623	244	271	147	42	463	262	276	346	314	103					
7	Число бюллетеней в переносных ящиках для голосования	3532	141	45	44	169	34	113	53	162	48	84	54	56	42	88	59	63	103	81	182	91	101	98	61	31	94	69	26	56	46	102	62	23	50	84	50	59	87	72	90	105	77	122	158	97					
8	Число бюллетеней в стационарных ящиках для голосования	10803	173	54	242	552	510	454	45	162	195	104	194	102	131	273	266	139	278	117	429	130	155	310	147	133	167	96	100	125	83	1174	90	73	283	593	356	170	166	106	347	273	197	532	328	249					
9	Число недействительных бюллетеней	190	10	1	3	11	6	4	1	4	1	0	5	1	0	2	1	2	2	2	13	3	9	13	2	6	0	0	6	3	2	17	2	0	6	3	5	6	2	0	12	5	6	3	6	4					
10	Число действительных бюллетеней	14145	304	98	283	710	538	563	97	320	242	188	243	157	173	359	324	200	379	196	598	218	247	395	206	158	261	165	120	178	127	1259	150	96	327	674	401	223	251	178	425	373	268	651	480	342					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	370	10	5	10	15	20	10	5	5	10	10	5	5	5	10	5	5	10	5	15	10	5	10	10	5	10	10	5	5	5	15	5	5	10	10	5	5	10	5	10	5	10	15	10	10					
