Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Мари-Турекская районная																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343					
1	"Число избирателей, внесенных в списки избирателей"	18057	558	904	308	371	509	1453	1708	706	1083	856	614	148	347	902	584	209	485	1369	912	1061	419	250	730	634	262	459	216					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17650	550	900	300	400	500	1200	1700	700	950	900	600	160	350	900	600	210	500	1350	900	1050	400	260	740	600	250	460	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13041	420	692	216	229	298	1069	1388	562	820	588	378	85	194	640	370	179	362	990	466	912	320	126	615	452	210	294	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2994	99	162	51	106	135	70	61	85	79	187	146	50	128	157	149	26	42	230	387	73	80	101	77	141	37	106	29					
6	Число погашенных избирательных бюллетеней	1615	31	46	33	65	67	61	251	53	51	125	76	25	28	103	81	5	96	130	47	65	0	33	48	7	3	60	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2994	99	162	51	106	135	70	61	85	79	187	146	50	128	157	149	26	42	230	387	73	80	101	77	141	37	106	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13041	420	692	216	229	298	1069	1388	562	820	588	378	85	194	640	370	179	362	990	466	912	320	126	615	452	210	294	166					
9	Число недействительных избирательных бюллетеней	84	0	3	1	2	0	7	26	3	3	7	3	1	0	1	0	0	1	0	15	10	0	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	15951	519	851	266	333	433	1132	1423	644	896	768	521	134	322	796	519	205	403	1220	838	975	400	226	692	593	247	400	195					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1118	30	15	10	40	58	70	115	71	49	50	35	15	28	60	45	15	40	72	48	78	20	17	50	25	7	35	20					
