Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Мари-Турекская районная																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349					
1	"Число избирателей, внесенных в список избирателей"	17913	355	1080	1497	313	575	767	994	556	843	757	1004	559	490	1311	976	829	734	337	432	1029	220	203	238	441	627	746					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18500	400	1080	1500	300	600	800	1000	580	820	800	1100	600	520	1400	1000	900	800	350	450	1000	220	200	230	480	620	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12560	209	841	982	239	417	562	783	402	640	580	684	328	357	937	480	538	455	219	317	837	99	145	189	310	417	593					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2667	80	85	45	43	72	42	26	88	92	63	221	119	72	204	331	194	185	75	98	68	93	40	41	89	114	87					
6	Число погашенных избирательных бюллетеней	3273	111	154	473	18	111	196	191	90	88	157	195	153	91	259	189	168	160	56	35	95	28	15	0	81	89	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2667	80	85	45	43	72	42	26	88	92	63	221	119	72	204	331	194	185	75	98	68	93	40	41	89	114	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12560	209	841	982	239	417	562	783	402	640	580	684	328	357	937	480	538	455	219	317	837	99	145	189	310	417	593					
9	Число недействительных избирательных бюллетеней	85	1	5	22	0	0	8	4	2	0	1	3	1	2	0	0	0	2	25	0	2	3	0	2	0	2	0					
10	Число действительных избирательных бюллетеней	15142	288	921	1005	282	489	596	805	488	732	642	902	446	427	1141	811	732	638	269	415	903	189	185	228	399	529	680					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1447	65	65	70	10	45	50	90	50	15	45	120	72	30	150	85	85	90	40	20	70	20	20	10	50	20	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1429	65	65	70	10	45	50	90	50	15	45	120	72	30	150	85	85	90	40	15	70	12	20	10	50	20	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	348	9	23	37	8	8	12	30	15	10	6	19	14	5	26	10	17	17	4	5	16	5	11	9	9	5	18					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	0	3	6	0	1	9	3	1	1	8	11	1	1	1	0	3	2	1	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	418	7	37	77	2	5	53	25	19	6	21	12	6	16	20	19	0	21	9	2	19	5	7	0	10	9	11					
		2.75%	2.42%	3.99%	7.50%	0.71%	1.02%	8.77%	3.09%	3.88%	0.82%	3.27%	1.33%	1.34%	3.73%	1.75%	2.34%	0.00%	3.28%	3.06%	0.48%	2.10%	2.60%	3.78%	0.00%	2.51%	1.69%	1.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	486	6	36	154	4	5	37	46	14	15	12	13	6	5	14	33	1	5	6	4	24	4	1	8	10	15	8					
		3.19%	2.08%	3.89%	14.99%	1.42%	1.02%	6.13%	5.69%	2.86%	2.05%	1.87%	1.44%	1.34%	1.17%	1.23%	4.07%	0.14%	0.78%	2.04%	0.96%	2.65%	2.08%	0.54%	3.48%	2.51%	2.82%	1.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	68	3	13	4	0	0	8	4	0	3	0	7	1	4	1	3	0	0	0	7	8	0	0	0	0	1	1					
		0.45%	1.04%	1.40%	0.39%	0.00%	0.00%	1.32%	0.49%	0.00%	0.41%	0.00%	0.77%	0.22%	0.93%	0.09%	0.37%	0.00%	0.00%	0.00%	1.69%	0.88%	0.00%	0.00%	0.00%	0.00%	0.19%	0.15%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1327	7	51	255	19	30	33	68	46	83	39	140	23	41	56	98	98	90	16	15	31	6	16	6	14	18	28					
