Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Голышмановская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254					
1	"Число избирателей, внесенных в списки"	20435	901	1012	1156	1032	1016	947	886	1019	940	1386	589	468	464	251	918	515	144	177	436	669	805	1001	619	743	567	152	98	709	386	429					
2	"Число бюллетеней, полученных участковыми комиссиями"	20000	872	990	1168	890	980	880	863	980	940	1396	575	460	450	241	920	480	135	169	430	650	810	990	625	740	570	169	102	710	370	445					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11583	434	491	593	556	539	487	488	523	481	734	440	298	304	183	501	328	103	114	257	402	420	583	373	423	389	113	81	398	255	292					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1266	32	24	25	38	17	5	15	16	12	15	46	48	30	25	93	39	12	12	35	46	146	147	62	111	54	7	12	54	50	38					
6	Число погашенных бюллетеней	7151	406	475	550	296	424	388	360	441	447	647	89	114	116	33	326	113	20	43	138	202	244	260	190	206	127	49	9	258	65	115					
7	Число бюллетеней в переносных ящиках для голосования	1266	32	24	25	38	17	5	15	16	12	15	46	48	30	25	93	39	12	12	35	46	146	147	62	111	54	7	12	54	50	38					
8	Число бюллетеней в стационарных ящиках для голосования	11581	434	491	593	555	539	487	488	523	481	734	440	298	304	183	501	328	103	114	257	402	419	583	373	423	389	113	81	398	255	292					
9	Число недействительных бюллетеней	181	9	10	10	4	3	4	11	9	2	11	3	1	3	4	10	12	3	0	2	12	10	3	8	9	5	1	1	5	10	6					
10	Число действительных бюллетеней	12666	457	505	608	589	553	488	492	530	491	738	483	345	331	204	584	355	112	126	290	436	555	727	427	525	438	119	92	447	295	324					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	303	16	16	16	17	16	6	16	17	16	16	6	6	6	2	16	6	2	2	2	6	16	16	8	2	11	11	0	12	2	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	121	4	2	5	3	8	1	7	3	0	8	1	6	1	0	4	2	2	2	0	0	16	2	4	1	8	11	0	0	1	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	1	1	3	1	1	2	5	5	0	5	4	1	0	1	1	3	2	2	5	3	3	0	1	5	2	2	1	2	2	1					
14	Число погашенных открепительных удостоверений	182	12	14	11	14	8	5	9	14	16	8	5	0	5	2	12	4	0	0	2	6	0	14	4	1	3	0	0	12	1	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	236	9	11	2	21	3	9	9	12	8	10	7	6	9	5	12	4	7	0	9	4	12	9	9	10	9	2	1	11	10	6					
		1.83%	1.93%	2.13%	0.32%	3.54%	0.53%	1.82%	1.78%	2.22%	1.62%	1.33%	1.44%	1.73%	2.69%	2.40%	2.02%	1.08%	6.08%	0.0%	3.08%	0.89%	2.12%	1.23%	2.06%	1.87%	2.03%	1.66%	1.07%	2.43%	3.27%	1.81%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	119	7	9	13	1	7	9	6	4	2	13	3	3	5	4	7	0	0	0	2	2	5	6	4	3	0	0	0	3	0	1					
		0.92%	1.50%	1.74%	2.10%	0.16%	1.25%	1.82%	1.19%	0.74%	0.40%	1.73%	0.61%	0.86%	1.49%	1.92%	1.17%	0.0%	0.0%	0.0%	0.68%	0.44%	0.88%	0.82%	0.91%	0.56%	0.0%	0.0%	0.0%	0.66%	0.0%	0.30%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	182	12	6	14	7	11	9	2	9	7	4	14	3	4	7	9	2	1	2	8	3	9	5	7	6	5	0	0	6	4	6					
		1.41%	2.57%	1.16%	2.26%	1.18%	1.97%	1.82%	0.39%	1.66%	1.41%	0.53%	2.88%	0.86%	1.19%	3.36%	1.51%	0.54%	0.86%	1.58%	2.73%	0.66%	1.59%	0.68%	1.60%	1.12%	1.12%	0.0%	0.0%	1.32%	1.31%	1.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	147	6	3	7	11	18	13	6	7	10	14	8	0	4	1	7	2	1	0	2	4	4	4	2	7	2	0	1	0	2	1					
		1.14%	1.28%	0.58%	1.13%	1.85%	3.23%	2.64%	1.19%	1.29%	2.02%	1.86%	1.64%	0.0%	1.19%	0.48%	1.17%	0.54%	0.86%	0.0%	0.68%	0.89%	0.70%	0.54%	0.45%	1.31%	0.45%	0.0%	1.07%	0.0%	0.65%	0.30%					
22	"5. ""За Русь Святую"""	35	2	1	1	2	1	0	1	2	5	4	1	1	1	0	1	1	0	0	0	1	5	0	2	1	1	0	1	0	0	0					
		0.27%	0.42%	0.19%	0.16%	0.33%	0.17%	0.0%	0.19%	0.37%	1.01%	0.53%	0.20%	0.28%	0.29%	0.0%	0.16%	0.27%	0.0%	0.0%	0.0%	0.22%	0.88%	0.0%	0.45%	0.18%	0.22%	0.0%	1.07%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	44	0	1	2	0	1	2	2	2	1	0	5	1	1	1	4	4	0	2	1	0	3	3	2	1	0	0	0	3	1	1					
		0.34%	0.0%	0.19%	0.32%	0.0%	0.17%	0.40%	0.39%	0.37%	0.20%	0.0%	1.02%	0.28%	0.29%	0.48%	0.67%	1.08%	0.0%	1.58%	0.34%	0.0%	0.53%	0.41%	0.45%	0.18%	0.0%	0.0%	0.0%	0.66%	0.32%	0.30%					
24	"7. ""Новый курс - Автомобильная Россия"""	43	3	2	1	4	1	6	2	1	2	7	1	0	0	0	3	1	0	0	0	2	1	1	1	1	0	0	1	0	1	1					
		0.33%	0.64%	0.38%	0.16%	0.67%	0.17%	1.21%	0.39%	0.18%	0.40%	0.93%	0.20%	0.0%	0.0%	0.0%	0.50%	0.27%	0.0%	0.0%	0.0%	0.44%	0.17%	0.13%	0.22%	0.18%	0.0%	0.0%	1.07%	0.0%	0.32%	0.30%					
25	"8. ""Народно-республиканская партия России"""	27	1	0	0	2	1	0	1	0	1	1	7	4	1	0	1	0	0	0	0	0	3	1	0	0	1	0	0	1	1	0					
		0.21%	0.21%	0.0%	0.0%	0.33%	0.17%	0.0%	0.19%	0.0%	0.20%	0.13%	1.44%	1.15%	0.29%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.13%	0.0%	0.0%	0.22%	0.0%	0.0%	0.22%	0.32%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	1	0	1	1	1	1	2	0	1	0	0	0	0	7	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0					
		0.16%	0.0%	0.19%	0.0%	0.16%	0.17%	0.20%	0.19%	0.37%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	1.17%	0.27%	0.86%	0.0%	0.0%	0.0%	0.17%	0.0%	0.22%	0.18%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	445	13	14	20	15	12	7	7	9	10	22	55	11	18	11	18	14	8	3	14	26	11	22	21	31	14	1	5	11	7	15					
		3.46%	2.78%	2.71%	3.23%	2.52%	2.15%	1.42%	1.39%	1.66%	2.02%	2.93%	11.31%	3.17%	5.38%	5.28%	3.03%	3.81%	6.95%	2.38%	4.79%	5.80%	1.94%	3.01%	4.82%	5.80%	3.16%	0.83%	5.37%	2.43%	2.29%	4.54%					
28	"11. ""Истинные патриоты России"""	24	2	1	0	2	1	0	3	2	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	5					
		0.18%	0.42%	0.19%	0.0%	0.33%	0.17%	0.0%	0.59%	0.37%	0.20%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.22%	0.0%	1.51%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	324	17	14	17	14	12	14	16	11	21	23	6	4	7	6	13	0	1	4	4	8	20	18	11	7	20	2	1	18	4	11					
		2.52%	3.64%	2.71%	2.75%	2.36%	2.15%	2.84%	3.18%	2.04%	4.25%	3.07%	1.23%	1.15%	2.09%	2.88%	2.18%	0.0%	0.86%	3.17%	1.36%	1.78%	3.53%	2.46%	2.52%	1.31%	4.51%	1.66%	1.07%	3.98%	1.31%	3.33%					
