Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    район Савелки																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3791									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23409	1527	1415	1652	1524	1365	1007	1121	1198	818	756	1110	1556	1044	1066	1048	1106	1647	507	1191	456	295									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19000	1000	1000	1200	1200	1000	800	1000	1000	600	600	1000	1000	800	800	800	1000	1200	400	1000	800	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9509	635	577	603	541	571	364	455	452	399	319	456	706	424	413	439	432	604	197	409	325	188									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	699	21	31	15	20	41	12	28	27	24	36	44	106	30	4	26	14	48	16	28	21	107									
6	Число погашенных избирательных бюллетеней	8792	344	392	582	639	388	424	517	521	177	245	500	188	346	383	335	554	548	187	563	454	505									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	699	21	31	15	20	41	12	28	27	24	36	44	106	30	4	26	14	48	16	28	21	107									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9466	635	546	603	539	570	362	455	452	398	319	456	705	423	413	439	432	600	197	409	325	188									
9	Число недействительных избирательных бюллетеней	187	11	11	14	8	13	5	20	11	4	4	6	10	7	11	10	14	10	2	9	4	3									
10	Число действительных избирательных бюллетеней	9978	645	566	604	551	598	369	463	468	418	351	494	801	446	406	455	432	638	211	428	342	292									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	210	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	15	10	10	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	134	7	8	8	6	7	6	6	4	3	6	8	8	1	11	6	3	14	4	9	9	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	476	99	47	31	15	34	4	8	1	20	16	15	44	10	5	4	13	16	13	9	6	66									
14	Число погашенных неиспользованных открепительных удостоверений	76	3	2	2	4	3	4	4	6	7	4	2	2	9	4	4	7	1	6	1	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	2	1	2	3	6	3	1	2	0	2	2	2	1	0	1	1	3	2	2	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	371	16	21	20	21	21	9	18	22	16	12	28	44	16	14	10	21	19	7	14	10	12									
		3.65%	2.44%	3.64%	3.24%	3.76%	3.44%	2.41%	3.73%	4.59%	3.79%	3.38%	5.60%	5.43%	3.53%	3.36%	2.15%	4.71%	2.93%	3.29%	3.20%	2.89%	4.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	183	13	3	11	6	10	10	13	6	8	5	16	17	7	8	8	10	10	6	8	4	4									
