Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Бологовская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115					
1	"Число избирателей, внесенных в список избирателей"	32282	926	1417	2271	815	1723	1479	1418	1838	1976	2119	1268	646	1017	865	1280	1006	331	569	575	307	1442	447	342	1066	1193	365	478	232	401	154	196	329	197	138	975	437	44					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31694	900	1400	2250	800	1700	1500	1400	1850	2000	2150	1250	600	1000	850	1250	1000	300	550	550	250	1450	450	300	1100	1200	350	450	200	400	150	200	300	150	100	900	400	44					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13534	389	484	1036	307	743	666	449	691	942	864	360	170	371	315	393	308	159	266	202	174	946	315	121	533	603	151	160	40	130	70	60	140	68	70	709	115	14					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3239	60	129	94	67	53	60	70	170	144	20	110	71	55	231	255	236	89	113	110	65	82	31	98	56	44	101	91	112	86	22	35	55	67	5	49	73	30					
6	Число погашенных избирательных бюллетеней	14921	451	787	1120	426	904	774	881	989	914	1266	780	359	574	304	602	456	52	171	238	11	422	104	81	511	553	98	199	48	184	58	105	105	15	25	142	212	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3239	60	129	94	67	53	60	70	170	144	20	110	71	55	231	255	236	89	113	110	65	82	31	98	56	44	101	91	112	86	22	35	55	67	5	49	73	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13533	389	484	1036	307	743	666	449	690	942	864	360	170	371	315	393	308	159	266	202	174	946	315	121	533	603	151	160	40	130	70	60	140	68	70	709	115	14					
9	Число недействительных избирательных бюллетеней	157	9	9	12	1	4	5	5	2	12	5	0	0	6	3	0	2	1	2	2	1	36	3	0	6	11	0	2	0	1	0	0	2	1	0	10	3	1					
10	Число действительных избирательных бюллетеней	16615	440	604	1118	373	792	721	514	858	1074	879	470	241	420	543	648	542	247	377	310	238	992	343	219	583	636	252	249	152	215	92	95	193	134	75	748	185	43					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	551	14	10	15	10	20	19	5	15	15	20	10	2	20	35	20	10	9	15	10	25	10	10	10	13	25	10	10	15	12	10	15	20	10	10	62	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	443	14	8	14	5	18	16	3	15	14	17	9	1	18	35	15	5	8	15	10	3	8	8	3	12	15	10	10	15	12	10	12	14	10	5	54	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	328	5	8	10	7	13	12	3	15	13	16	8	13	3	6	14	9	6	7	3	47	9	1	6	2	6	3	3	5	5	9	7	4	7	4	33	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	108	0	2	1	5	2	3	2	0	1	3	1	1	2	0	5	5	1	0	0	22	2	2	7	1	10	0	0	0	0	0	3	6	0	5	8	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	0	3	2	0	2	2	1	3	3	4	2	1	0	3	0	1	0	1	1	0	1	0	0	1	3	2	1	0	2	0	1	2	1	1	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3199	118	171	240	86	174	151	100	199	317	139	92	44	68	65	111	87	60	67	76	43	149	65	21	123	95	36	36	27	29	17	17	41	17	9	76	25	8					
		19.07%	26.28%	27.90%	21.24%	22.99%	21.86%	20.80%	19.27%	23.14%	29.19%	15.72%	19.57%	18.26%	15.96%	11.90%	17.13%	15.99%	24.19%	17.68%	24.36%	17.99%	14.49%	18.79%	9.59%	20.88%	14.68%	14.29%	14.34%	17.76%	13.43%	18.48%	17.89%	21.03%	12.59%	12.00%	10.03%	13.30%	18.18%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2002	48	65	137	45	69	88	89	105	99	62	51	34	63	75	68	52	18	30	36	27	119	61	28	93	144	41	23	10	31	1	10	22	12	10	98	31	7					
		11.94%	10.69%	10.60%	12.12%	12.03%	8.67%	12.12%	17.15%	12.21%	9.12%	7.01%	10.85%	14.11%	14.79%	13.74%	10.49%	9.56%	7.26%	7.92%	11.54%	11.30%	11.58%	17.63%	12.79%	15.79%	22.26%	16.27%	9.16%	6.58%	14.35%	1.09%	10.53%	11.28%	8.89%	13.33%	12.93%	16.49%	15.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	180	4	8	14	11	7	9	2	19	10	12	5	2	6	3	4	4	1	4	3	0	10	0	4	10	10	1	3	0	2	0	0	3	0	0	6	2	1					
		1.07%	0.89%	1.31%	1.24%	2.94%	0.88%	1.24%	0.39%	2.21%	0.92%	1.36%	1.06%	0.83%	1.41%	0.55%	0.62%	0.74%	0.40%	1.06%	0.96%	0.00%	0.97%	0.00%	1.83%	1.70%	1.55%	0.40%	1.20%	0.00%	0.93%	0.00%	0.00%	1.54%	0.00%	0.00%	0.79%	1.06%	2.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3402	101	126	206	93	221	180	87	178	254	176	109	54	113	113	130	91	28	76	33	52	161	33	49	130	155	34	50	26	62	22	13	25	20	13	131	46	11					
		20.28%	22.49%	20.55%	18.23%	24.87%	27.76%	24.79%	16.76%	20.70%	23.39%	19.91%	23.19%	22.41%	26.53%	20.70%	20.06%	16.73%	11.29%	20.05%	10.58%	21.76%	15.66%	9.54%	22.37%	22.07%	23.96%	13.49%	19.92%	17.11%	28.70%	23.91%	13.68%	12.82%	14.81%	17.33%	17.28%	24.47%	25.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	331	22	20	24	19	24	26	4	23	30	23	8	2	9	2	12	9	6	4	1	7	9	0	1	4	5	2	7	3	4	0	0	2	0	4	10	5	0					
		1.97%	4.90%	3.26%	2.12%	5.08%	3.02%	3.58%	0.77%	2.67%	2.76%	2.60%	1.70%	0.83%	2.11%	0.37%	1.85%	1.65%	2.42%	1.06%	0.32%	2.93%	0.88%	0.00%	0.46%	0.68%	0.77%	0.79%	2.79%	1.97%	1.85%	0.00%	0.00%	1.03%	0.00%	5.33%	1.32%	2.66%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7413	144	211	489	117	295	264	227	330	356	465	204	105	158	283	323	295	134	195	160	108	543	183	114	218	220	137	128	82	87	50	53	100	85	39	420	75	16					
		44.20%	32.07%	34.42%	43.27%	31.28%	37.06%	36.36%	43.74%	38.37%	32.78%	52.60%	43.40%	43.57%	37.09%	51.83%	49.85%	54.23%	54.03%	51.45%	51.28%	45.19%	52.82%	52.89%	52.05%	37.01%	34.00%	54.37%	50.99%	53.95%	40.28%	54.35%	55.79%	51.28%	62.96%	52.00%	55.41%	39.89%	36.36%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	88	3	3	8	2	2	3	5	4	8	2	1	0	3	2	0	4	0	1	1	1	1	1	2	5	7	1	2	4	0	2	2	0	0	0	7	1	0					
		0.52%	0.67%	0.49%	0.71%	0.53%	0.25%	0.41%	0.96%	0.47%	0.74%	0.23%	0.21%	0.00%	0.70%	0.37%	0.00%	0.74%	0.00%	0.26%	0.32%	0.42%	0.10%	0.29%	0.91%	0.85%	1.08%	0.40%	0.80%	2.63%	0.00%	2.17%	2.11%	0.00%	0.00%	0.00%	0.92%	0.53%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
