Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Павлоградская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420					
1	"Число избирателей, внесенных в списки избирателей"	15386	1094	1115	1104	1268	1148	313	147	101	227	514	162	847	263	178	96	643	283	131	252	140	825	104	207	735	681	308	43	874	316	185	682	126	128	146					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14814	1000	1000	1000	1000	1000	320	160	98	230	535	163	835	280	200	99	610	275	127	255	146	835	113	205	740	740	310	46	880	318	178	709	127	127	153					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13090	916	912	930	894	877	284	142	93	223	495	159	674	238	150	90	568	268	123	240	140	714	99	195	704	661	290	37	675	271	176	511	109	103	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	647	60	53	31	106	34	0	5	2	0	17	0	63	16	16	6	8	7	0	0	0	47	3	0	24	20	4	6	52	8	2	43	10	4	0					
6	Число погашенных избирательных бюллетеней	1077	24	35	39	0	89	36	13	3	7	23	4	98	26	34	3	34	0	4	15	6	74	11	10	12	59	16	3	153	39	0	155	8	20	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	647	60	53	31	106	34	0	5	2	0	17	0	63	16	16	6	8	7	0	0	0	47	3	0	24	20	4	6	52	8	2	43	10	4	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13090	916	912	930	894	877	284	142	93	223	495	159	674	238	150	90	568	268	123	240	140	714	99	195	704	661	290	37	675	271	176	511	109	103	129					
9	Число недействительных избирательных бюллетеней	258	15	41	11	17	8	0	0	0	3	3	4	21	11	6	6	3	0	0	0	0	8	0	2	39	17	7	0	16	4	4	9	0	3	0					
10	Число действительных избирательных бюллетеней	13479	961	924	950	983	903	284	147	95	220	509	155	716	243	160	90	573	275	123	240	140	753	102	193	689	664	287	43	711	275	174	545	119	104	129					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	495	20	20	25	20	20	10	10	10	10	20	10	30	15	20	10	20	10	10	10	10	20	10	10	20	20	10	5	20	10	10	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	230	16	10	22	17	11	2	2	0	0	4	0	30	15	20	0	3	2	1	0	0	10	8	2	0	8	3	5	18	1	2	14	3	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	112	10	4	2	14	9	3	4	2	2	1	0	1	3	2	0	4	2	1	2	1	3	2	1	8	3	5	2	5	4	1	6	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	265	4	10	3	3	9	8	8	10	10	16	10	0	0	0	10	17	8	9	10	10	10	2	8	20	12	7	0	2	9	8	6	7	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	267	12	13	16	14	23	2	3	1	0	16	0	29	7	5	2	14	2	0	0	2	20	0	2	6	19	9	2	15	14	3	8	2	2	4					
		1.94%	1.23%	1.35%	1.66%	1.40%	2.52%	0.70%	2.04%	1.05%	0.00%	3.13%	0.00%	3.93%	2.76%	3.01%	2.08%	2.43%	0.73%	0.00%	0.00%	1.43%	2.63%	0.00%	1.03%	0.82%	2.79%	3.06%	4.65%	2.06%	5.02%	1.69%	1.44%	1.68%	1.87%	3.10%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	3	5	5	9	3	0	0	0	0	0	0	3	1	0	3	2	0	0	0	1	0	0	0	1	1	0	0	3	0	1	3	0	0	0					
		0.32%	0.31%	0.52%	0.52%	0.90%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.39%	0.00%	3.13%	0.35%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.14%	0.15%	0.00%	0.00%	0.41%	0.00%	0.56%	0.54%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	39	1	0	3	2	2	0	0	0	0	25	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0					
		0.28%	0.10%	0.00%	0.31%	0.20%	0.22%	0.00%	0.00%	0.00%	0.00%	4.88%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1312	84	87	142	111	88	22	10	6	11	41	13	36	26	5	4	38	9	12	8	3	59	6	26	7	60	32	3	75	37	34	145	17	21	34					
		9.55%	8.61%	9.02%	14.78%	11.10%	9.66%	7.75%	6.80%	6.32%	4.93%	8.01%	8.18%	4.88%	10.24%	3.01%	4.17%	6.60%	3.27%	9.76%	3.33%	2.14%	7.75%	5.88%	13.33%	0.96%	8.81%	10.88%	6.98%	10.32%	13.26%	19.10%	26.17%	14.29%	19.63%	26.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	45	11	0	4	1	6	0	0	0	0	11	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	5	0	0	1	0	0	0					
		0.33%	1.13%	0.00%	0.42%	0.10%	0.66%	0.00%	0.00%	0.00%	0.00%	2.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.29%	0.00%	0.00%	0.69%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	3	0	1	1	2	0	0	0	0	2	0	0	0	1	0	0	3	0	0	1	2	0	0	1	2	0	0	4	0	0	0	0	0	4					
		0.20%	0.31%	0.00%	0.10%	0.10%	0.22%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	1.09%	0.00%	0.00%	0.71%	0.26%	0.00%	0.00%	0.14%	0.29%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	3.10%					
24	7.Политическая партия «Либерально-демократическая партия России»	943	64	57	92	139	85	16	5	3	12	0	1	61	9	14	9	35	14	5	5	8	45	6	9	46	46	25	6	38	16	4	41	18	0	9					
		6.86%	6.56%	5.91%	9.57%	13.90%	9.33%	5.63%	3.40%	3.16%	5.38%	0.00%	0.63%	8.28%	3.54%	8.43%	9.38%	6.08%	5.09%	4.07%	2.08%	5.71%	5.91%	5.88%	4.62%	6.32%	6.75%	8.50%	13.95%	5.23%	5.73%	2.25%	7.40%	15.13%	0.00%	6.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	399	42	38	64	57	37	3	3	0	0	0	3	24	3	5	2	5	1	4	0	0	18	2	0	12	40	4	1	18	8	1	0	3	1	0					
		2.90%	4.30%	3.94%	6.66%	5.70%	4.06%	1.06%	2.04%	0.00%	0.00%	0.00%	1.89%	3.26%	1.18%	3.01%	2.08%	0.87%	0.36%	3.25%	0.00%	0.00%	2.37%	1.96%	0.00%	1.65%	5.87%	1.36%	2.33%	2.48%	2.87%	0.56%	0.00%	2.52%	0.93%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	79	10	3	7	4	4	1	0	1	0	4	0	6	0	3	4	5	0	0	1	0	2	0	4	1	9	0	0	4	2	0	2	0	1	1					
		0.58%	1.02%	0.31%	0.73%	0.40%	0.44%	0.35%	0.00%	1.05%	0.00%	0.78%	0.00%	0.81%	0.00%	1.81%	4.17%	0.87%	0.00%	0.00%	0.42%	0.00%	0.26%	0.00%	2.05%	0.14%	1.32%	0.00%	0.00%	0.55%	0.72%	0.00%	0.36%	0.00%	0.93%	0.78%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10269	724	715	614	641	652	240	126	84	197	403	138	553	194	127	66	472	244	102	225	124	604	88	152	612	483	214	31	546	198	129	336	79	79	77					
		74.75%	74.18%	74.09%	63.89%	64.10%	71.57%	84.51%	85.71%	88.42%	88.34%	78.71%	86.79%	75.03%	76.38%	76.51%	68.75%	81.94%	88.73%	82.93%	93.75%	88.57%	79.37%	86.27%	77.95%	84.07%	70.93%	72.79%	72.09%	75.10%	70.97%	72.47%	60.65%	66.39%	73.83%	59.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	55	7	6	2	4	1	0	0	0	0	7	0	4	0	0	0	1	0	0	1	1	3	0	0	0	2	3	0	3	0	1	9	0	0	0					
		0.40%	0.72%	0.62%	0.21%	0.40%	0.11%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.54%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.42%	0.71%	0.39%	0.00%	0.00%	0.00%	0.29%	1.02%	0.00%	0.41%	0.00%	0.56%	1.62%	0.00%	0.00%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
