Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Павлоградская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392					
1	"Число избирателей, внесенных в список избирателей"	15476	1165	1119	1174	1244	1273	329	147	99	257	719	800	79	213	841	219	185	81	593	278	97	243	125	534	158	899	317	181	684	131	116	118	722	298	38					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15517	1180	1110	1160	1210	1270	320	150	90	260	710	810	80	210	860	280	180	80	610	270	100	240	140	550	160	910	320	170	680	120	110	110	730	300	37					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10384	742	730	718	706	746	241	113	72	211	589	456	60	129	642	197	132	69	424	169	41	186	108	456	140	676	215	144	405	90	72	52	420	203	30					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	878	57	39	41	97	58	18	4	4	0	37	94	4	14	71	22	9	0	25	25	5	14	0	32	3	49	17	9	46	9	6	13	42	12	2					
6	Число погашенных избирательных бюллетеней	4255	381	341	401	407	466	61	33	14	49	84	260	16	67	147	61	39	11	161	76	54	40	32	62	17	185	88	17	229	21	32	45	268	85	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	878	57	39	41	97	58	18	4	4	0	37	94	4	14	71	22	9	0	25	25	5	14	0	32	3	49	17	9	46	9	6	13	42	12	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10384	742	730	718	706	746	241	113	72	211	589	456	60	129	642	197	132	69	424	169	41	186	108	456	140	676	215	144	405	90	72	52	420	203	30					
9	Число недействительных избирательных бюллетеней	158	9	9	12	15	7	5	1	2	3	4	14	2	1	8	2	5	4	0	0	0	3	0	1	1	20	2	8	9	0	1	0	7	3	0					
10	Число действительных избирательных бюллетеней	11104	790	760	747	788	797	254	116	74	208	622	536	62	142	705	217	136	65	449	194	46	197	108	487	142	705	230	145	442	99	77	65	455	212	32					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	298	20	20	20	20	24	5	5	5	5	5	10	8	5	10	10	5	5	10	5	5	5	5	10	5	20	5	5	10	5	5	5	10	5	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	206	20	20	10	19	20	0	2	0	5	1	9	8	0	10	10	2	5	3	1	3	1	0	10	1	20	2	1	10	2	2	5	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	3	12	8	2	4	0	1	1	3	3	6	1	2	2	4	4	0	3	1	0	1	1	1	3	7	3	2	5	1	1	1	2	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	92	0	0	10	1	4	5	3	5	0	4	1	0	5	0	0	3	0	7	4	2	4	5	0	4	0	3	4	0	3	3	0	7	4	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	798	91	55	74	79	67	20	8	9	9	23	23	3	2	47	12	5	3	59	6	1	6	4	26	3	47	6	4	28	6	4	3	45	16	4					
		7.09%	11.39%	7.15%	9.75%	9.84%	8.33%	7.72%	6.84%	11.84%	4.27%	3.67%	4.18%	4.69%	1.40%	6.59%	5.48%	3.55%	4.35%	13.14%	3.09%	2.17%	3.00%	3.70%	5.33%	2.10%	6.48%	2.59%	2.61%	6.21%	6.06%	5.13%	4.62%	9.74%	7.44%	12.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1014	70	57	102	82	105	24	13	10	11	30	35	3	11	41	20	17	6	60	17	7	12	25	26	3	45	9	2	48	11	0	14	70	25	3					
		9.00%	8.76%	7.41%	13.44%	10.21%	13.06%	9.27%	11.11%	13.16%	5.21%	4.79%	6.36%	4.69%	7.69%	5.75%	9.13%	12.06%	8.70%	13.36%	8.76%	15.22%	6.00%	23.15%	5.33%	2.10%	6.21%	3.88%	1.31%	10.64%	11.11%	0.00%	21.54%	15.15%	11.63%	9.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	7	6	5	17	5	3	1	0	0	0	1	0	2	5	1	1	0	6	2	0	1	4	1	0	8	1	0	3	2	1	1	6	3	0					
		0.83%	0.88%	0.78%	0.66%	2.12%	0.62%	1.16%	0.85%	0.00%	0.00%	0.00%	0.18%	0.00%	1.40%	0.70%	0.46%	0.71%	0.00%	1.34%	1.03%	0.00%	0.50%	3.70%	0.20%	0.00%	1.10%	0.43%	0.00%	0.67%	2.02%	1.28%	1.54%	1.30%	1.40%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1932	139	114	149	151	135	25	11	7	21	43	68	14	32	86	14	17	13	108	23	16	7	8	62	24	155	53	26	179	26	28	19	105	50	4					
		17.16%	17.40%	14.82%	19.63%	18.80%	16.79%	9.65%	9.40%	9.21%	9.95%	6.87%	12.36%	21.88%	22.38%	12.06%	6.39%	12.06%	18.84%	24.05%	11.86%	34.78%	3.50%	7.41%	12.70%	16.78%	21.38%	22.84%	16.99%	39.69%	26.26%	35.90%	29.23%	22.73%	23.26%	12.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	11	2	10	6	7	1	0	1	0	1	2	0	0	6	0	0	0	0	1	1	0	0	5	0	5	0	0	7	1	1	0	8	4	0					
