Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    район Коптево																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №3151	УИК №3152	УИК №3153					
1	"Число избирателей, внесенных в списки избирателей"	61213	2786	2724	2549	2436	2703	2011	2564	2739	2913	2365	2796	2355	2318	1996	2664	2628	2518	2699	2683	2644	2274	2646	2137	2320	124	211	410					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48630	2200	2100	2100	1800	2200	1600	2000	2200	2300	1900	2200	1900	1800	1600	2100	2100	2000	2000	2100	2100	1800	2100	1700	1900	130	250	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30886	1377	1396	1306	1401	1257	971	1215	1428	1499	1098	1343	1200	1106	824	1291	1179	1334	1409	1373	1332	1190	1346	1193	1141	109	162	406					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	885	43	42	32	30	42	21	35	43	37	25	24	44	50	46	32	57	47	35	36	30	38	28	41	27	0	0	0					
6	Число погашенных избирательных бюллетеней	16859	780	662	762	369	901	608	750	729	764	777	833	656	644	730	777	864	619	556	691	738	572	726	466	732	21	88	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	882	43	42	32	30	41	21	35	43	37	23	24	44	50	46	32	57	47	35	36	30	38	28	41	27	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30769	1376	1395	1305	1395	1251	969	1213	1428	1451	1097	1342	1198	1092	821	1290	1172	1327	1409	1373	1332	1190	1338	1191	1137	109	162	406					
9	Число недействительных избирательных бюллетеней	442	27	18	20	27	21	11	19	21	12	23	14	16	9	8	24	15	32	13	13	19	15	19	21	17	2	0	6					
10	Число действительных избирательных бюллетеней	31209	1392	1419	1317	1398	1271	979	1229	1450	1476	1097	1352	1226	1133	859	1298	1214	1342	1431	1396	1343	1213	1347	1211	1147	107	162	400					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1280	40	50	50	50	50	60	40	60	60	40	70	60	40	50	60	50	50	50	60	70	60	40	60	60	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1025	31	47	44	44	39	38	30	54	52	33	54	50	26	44	46	41	45	44	58	52	45	30	38	40	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	869	46	57	25	54	20	25	28	47	33	39	40	14	34	24	32	20	44	32	46	26	28	42	19	33	4	4	53					
14	Число погашенных неиспользованных открепительных удостоверений	255	9	3	6	6	11	22	10	6	8	7	16	10	14	6	14	9	5	6	2	18	15	10	22	20	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	83	4	3	10	4	1	3	3	2	7	0	1	1	0	3	3	4	9	2	3	4	3	8	4	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
