Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Николаевская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394					
1	"Число избирателей, включенных в списки избирателей"	27118	124	543	707	1015	707	661	825	1166	1126	509	517	447	1340	83	657	888	829	634	421	558	1478	918	852	465	680	457	297	163	216	227	261	871	436	576	436	367	42	568	860	844	561	295	613	489	389					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30250	160	660	660	1140	800	600	1000	1200	1200	550	560	620	1300	100	710	960	830	680	400	600	1400	1010	900	550	760	580	310	500	230	270	290	960	570	770	530	430	50	610	970	950	620	380	800	580	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	316	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	80	0	103	0	0	0	18	0	0	38	6	0	6	45					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	19359	113	357	491	708	497	382	566	923	872	398	299	321	1037	83	505	701	640	426	334	433	1001	644	595	311	462	295	280	149	187	172	203	517	341	361	252	278	42	430	511	544	444	244	460	292	258					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1814	0	44	19	48	45	59	62	39	45	25	36	31	63	0	37	37	24	51	13	16	39	30	47	33	31	40	0	9	17	45	18	71	71	57	89	40	0	31	98	79	36	17	54	89	79					
6	Число погашенных избирательных бюллетеней	8761	47	259	150	384	258	159	372	238	283	127	209	268	200	17	168	222	166	203	53	151	360	336	258	206	267	245	30	338	26	53	69	292	158	249	189	112	8	131	361	327	102	113	286	193	118					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2129	0	44	19	48	45	59	62	39	45	25	52	31	63	0	37	37	24	51	13	16	39	30	47	33	31	40	0	13	17	45	18	151	71	160	88	40	0	49	98	79	74	23	54	95	124					
8	Число бюллетеней в стационарных ящиках для голосования	19356	113	357	490	707	497	382	566	923	872	398	299	321	1037	83	505	701	640	426	334	433	1001	644	595	311	462	295	280	149	187	172	203	516	341	361	252	278	42	430	511	544	444	244	460	292	258					
9	Число недействительных избирательных бюллетеней	290	1	3	2	11	3	9	12	9	16	5	4	1	10	0	10	8	11	6	7	8	16	11	8	4	6	7	9	2	2	6	3	6	9	6	4	6	0	4	7	7	12	1	5	3	10					
10	Число действительных избирательных бюллетеней	21195	112	398	507	744	539	432	616	953	901	418	347	351	1090	83	532	730	653	471	340	441	1024	663	634	340	487	328	271	160	202	211	218	661	403	515	336	312	42	475	602	616	506	266	509	384	372					
11	Число полученных открепительных  удостоверений	297	3	3	7	5	3	5	9	8	8	8	7	3	7	0	7	6	5	5	5	9	10	5	6	5	5	5	0	10	5	5	3	9	15	13	3	3	0	10	10	10	9	5	10	18	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	248	2	1	6	5	3	2	7	8	7	7	1	2	7	0	7	5	4	4	4	8	10	4	6	5	3	5	0	10	5	5	0	9	14	13	2	2	0	5	10	10	6	4	10	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	191	2	1	4	5	6	1	5	6	7	3	2	1	9	6	7	6	2	6	9	5	8	4	3	1	3	6	4	2	6	4	2	4	2	2	1	2	0	9	2	6	7	0	3	6	11					
14	Число неиспользованных открепительных удостоверений	49	1	2	1	0	0	3	2	0	1	1	6	1	0	0	0	1	1	1	1	1	0	1	0	0	2	0	0	0	0	0	3	0	1	0	1	1	0	5	0	0	3	1	0	8	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	100	0	2	0	0	3	2	1	5	3	4	2	1	5	0	1	1	3	2	2	2	2	4	3	1	0	0	0	5	3	0	2	1	12	7	2	0	0	1	2	0	9	4	0	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
