Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Унцукульская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382					
1	"Число избирателей, внесенных в списки"	13542	1750	73	3021	248	112	1037	56	942	1175	1100	1886	937	411	180	170	274	170					
2	"Число бюллетеней, полученных участковыми комиссиями"	13655	1750	68	3000	250	105	1000	60	937	1150	1100	2055	930	450	180	170	280	170					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10427	1287	67	1690	227	102	929	55	930	873	1092	1585	549	332	153	145	241	170					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	320	0	0	103	0	0	0	0	0	123	0	19	41	23	0	0	11	0					
6	Число погашенных бюллетеней	2908	463	1	1207	23	3	71	5	7	154	8	451	340	95	27	25	28	0					
7	Число бюллетеней в переносных ящиках для голосования	320	0	0	103	0	0	0	0	0	123	0	19	41	23	0	0	11	0					
8	Число бюллетеней в стационарных ящиках для голосования	10427	1287	67	1690	227	102	929	55	930	873	1092	1585	549	332	153	145	241	170					
9	Число недействительных бюллетеней	106	0	0	0	0	0	7	0	0	29	14	26	0	22	2	1	0	5					
10	Число действительных бюллетеней	10641	1287	67	1793	227	102	922	55	930	967	1078	1578	590	333	151	144	252	165					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	15	5	15	2	2	5	2	6	6	6	9	6	5	5	3	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	38	2	0	9	0	0	1	0	6	5	1	9	0	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	0	6	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0					
14	Число погашенных открепительных удостоверений	62	13	5	6	2	2	4	2	0	1	5	0	6	0	5	3	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	41	0	0	0	0	0	1	0	0	0	0	27	0	0	0	1	8	4					
		0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	1.68%	0.0%	0.0%	0.0%	0.68%	3.17%	2.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2385	436	25	440	0	0	12	3	138	26	225	1035	5	30	2	0	6	2					
		22.19%	33.87%	37.31%	24.53%	0.0%	0.0%	1.29%	5.45%	14.83%	2.61%	20.60%	64.52%	0.84%	8.45%	1.30%	0.0%	2.38%	1.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	15	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2					
		0.13%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	18	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	4	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	1.58%	0.0%					
22	"5. ""За Русь Святую"""	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
