Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Куединская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841					
1	"Число избирателей, внесенных в списки"	22431	1054	1030	1098	1074	658	326	346	223	464	441	373	145	414	192	479	516	718	152	137	1095	195	442	221	410	1012	470	814	129	600	1343	280	312	587	288	359	682	198	350	1145	989	670					
2	"Число бюллетеней, полученных участковыми комиссиями"	21620	1000	1000	1000	900	650	350	380	250	450	450	400	160	390	190	460	440	700	180	140	1000	190	440	210	400	900	450	770	130	630	1300	300	310	510	290	370	700	200	380	1000	1000	650					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13397	626	599	618	627	415	173	194	154	257	279	194	89	191	114	330	211	353	106	102	687	142	263	162	310	598	339	451	89	375	788	135	220	340	223	225	436	106	229	605	586	456					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1497	23	11	29	130	32	33	18	26	44	41	46	17	84	27	35	2	127	9	6	81	13	4	17	4	63	21	47	4	59	32	56	28	74	16	22	54	31	45	33	35	18					
6	Число погашенных бюллетеней	6620	351	390	353	143	203	144	168	70	149	130	160	54	115	49	95	121	220	65	32	232	35	173	31	86	239	90	272	37	196	480	109	62	96	51	123	210	63	106	362	379	176					
7	Число бюллетеней в переносных ящиках для голосования	1602	23	11	29	130	32	33	18	26	44	41	46	17	84	27	35	107	127	9	6	81	13	4	17	4	63	21	47	4	59	32	56	28	74	16	22	54	31	45	33	35	18					
8	Число бюллетеней в стационарных ящиках для голосования	13396	625	599	618	627	415	173	194	154	257	279	194	89	190	114	330	212	353	106	102	687	142	263	162	310	598	339	451	89	375	788	135	220	340	223	225	436	106	229	605	586	456					
9	Число недействительных бюллетеней	569	24	23	13	20	14	9	13	5	19	5	8	5	5	3	22	35	12	5	11	42	9	31	12	18	17	25	17	2	9	13	7	8	9	1	7	15	3	13	43	13	4					
10	Число действительных бюллетеней	14429	624	587	634	737	433	197	199	175	282	315	232	101	269	138	343	284	468	110	97	726	146	236	167	296	644	335	481	91	425	807	184	240	405	238	240	475	134	261	595	608	470					
