Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Зеленоградская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154					
1	"Число избирателей, внесенных в списки избирателей"	26173	2987	2741	2394	2960	375	790	133	978	394	1014	497	914	661	1497	178	696	1023	1591	679	986	1038	607	1040					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22950	2700	2600	2100	2600	350	700	100	800	300	900	400	800	550	1400	150	550	900	1400	550	800	900	500	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15976	1799	1642	1388	1680	286	548	80	677	264	653	303	596	383	960	123	409	624	984	402	574	618	369	614					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	461	50	37	28	17	2	16	4	21	8	22	16	3	19	18	7	23	65	23	25	29	8	10	10					
6	Число погашенных избирательных бюллетеней	6513	851	921	684	903	62	136	16	102	28	225	81	201	148	422	20	118	211	393	123	197	274	121	276					
7	Число избирательных бюллетеней в переносных ящиках для голосования	461	50	37	28	17	2	16	4	21	8	22	16	3	19	18	7	23	65	23	25	29	8	10	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15975	1799	1642	1388	1679	286	548	80	677	264	653	303	596	383	960	123	409	624	984	402	574	618	369	614					
9	Число недействительных избирательных бюллетеней	194	20	24	8	12	4	2	3	7	7	3	2	15	7	9	4	3	5	16	9	14	9	4	7					
10	Число действительных избирательных бюллетеней	16242	1829	1655	1408	1684	284	562	81	691	265	672	317	584	395	969	126	429	684	991	418	589	617	375	617					
