Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    район Царицыно																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №3342	УИК №3343					
1	"Число избирателей, внесенных в список избирателей"	75554	2501	2458	2483	2804	2604	1719	1802	2016	2069	2005	2454	2840	2595	2711	2562	2460	1581	1882	1817	1830	1686	2028	2073	2335	2441	2554	2398	1739	1570	2668	1994	2519	2253	1202	901					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	68530	2270	2250	2250	2540	2370	1570	1670	1850	1900	1850	2250	2550	2400	2500	2350	2200	1400	1700	1600	1650	1500	1800	1800	2100	2200	2200	2200	1600	1450	2400	1700	2300	2000	1300	860					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	48147	1313	1213	1755	1974	1638	982	1128	1374	1353	1235	1579	1514	1654	1704	1569	1520	844	954	1223	1081	1116	1443	1426	1476	1524	1712	1512	1156	1060	1678	1353	1623	1399	1202	860					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1188	45	19	49	26	121	16	9	17	18	29	14	35	37	45	58	36	11	38	20	17	24	28	25	83	28	29	48	30	30	63	41	38	61	0	0					
6	Число погашенных избирательных бюллетеней	19195	912	1018	446	540	611	572	533	459	529	586	657	1001	709	751	723	644	545	708	357	552	360	329	349	541	648	459	640	414	360	659	306	639	540	98	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1188	45	19	49	26	121	16	9	17	18	29	14	35	37	45	58	36	11	38	20	17	24	28	25	83	28	29	48	30	30	63	41	38	61	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47660	1313	1212	1754	1881	1633	982	1128	1374	1350	1108	1579	1369	1654	1704	1569	1482	844	954	1223	1081	1116	1443	1426	1476	1522	1640	1512	1156	1060	1678	1353	1623	1399	1202	860					
9	Число недействительных избирательных бюллетеней	644	0	12	16	31	28	3	15	25	18	20	10	27	9	23	23	21	13	8	12	17	29	14	13	35	14	28	14	13	22	30	13	19	44	9	16					
10	Число действительных избирательных бюллетеней	48204	1358	1219	1787	1876	1726	995	1122	1366	1350	1117	1583	1377	1682	1726	1604	1497	842	984	1231	1081	1111	1457	1438	1524	1536	1641	1546	1173	1068	1711	1381	1642	1416	1193	844					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1801	70	50	50	70	70	40	50	50	50	50	50	70	85	61	60	50	30	40	45	40	30	50	50	50	70	70	60	50	60	60	50	70	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1511	45	41	29	50	55	40	50	50	38	48	45	48	82	61	60	47	27	38	38	35	29	21	45	35	52	49	49	50	43	51	50	70	40	0	0					
