Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    район Царицыно																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №3250	УИК №3251					
1	"Число избирателей, внесенных в списки избирателей"	76814	2559	2865	2052	2897	2628	1785	1865	2062	2125	2027	2790	2236	2563	2717	2697	2482	2372	1670	1840	2057	1798	2037	2156	2403	2474	2515	1577	1845	2408	2675	2462	2531	2256	779	609					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70500	2350	2650	1900	2650	2450	1600	1700	1900	1950	1850	2500	2050	2350	2500	2500	2300	2150	1500	1700	1700	1600	1850	1900	2200	2300	2300	1450	1700	2200	2450	1850	2350	2100	1000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	41547	1481	1461	1210	1495	1251	893	1092	1051	1316	1219	1549	1049	1172	1301	1251	1095	1272	915	910	1315	1130	986	1215	1218	1452	1429	968	1153	1079	1334	1280	1455	1162	779	609					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1270	110	31	54	20	36	27	21	13	28	32	30	28	33	46	50	35	24	24	30	24	28	41	58	82	29	28	35	29	47	51	57	65	24	0	0					
6	Число погашенных избирательных бюллетеней	27683	759	1158	636	1135	1163	680	587	836	606	599	921	973	1145	1153	1199	1170	854	561	760	361	442	823	627	900	819	843	447	518	1074	1065	513	830	914	221	391					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1266	110	31	54	20	36	27	21	13	28	32	30	28	33	46	50	32	24	24	30	24	28	41	58	82	29	28	35	29	47	51	56	65	24	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41352	1481	1441	1205	1495	1247	893	1092	1051	1276	1219	1519	1046	1172	1255	1247	1092	1270	909	910	1315	1127	986	1215	1211	1452	1426	968	1153	1077	1329	1270	1455	1162	777	609					
9	Число недействительных избирательных бюллетеней	480	21	23	10	21	18	0	0	7	19	6	17	19	22	5	13	13	17	14	21	19	19	33	10	14	11	16	10	13	11	16	19	15	0	6	2					
10	Число действительных избирательных бюллетеней	42138	1570	1449	1249	1494	1265	920	1113	1057	1285	1245	1532	1055	1183	1296	1284	1111	1277	919	919	1320	1136	994	1263	1279	1470	1438	993	1169	1113	1364	1307	1505	1186	771	607					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1600	60	80	40	60	60	40	40	40	40	40	40	50	60	60	55	40	60	40	40	40	40	50	40	40	40	40	40	55	40	45	60	60	65	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1261	56	61	31	45	43	25	35	34	25	31	40	42	49	46	51	35	43	23	29	31	31	40	30	26	34	29	23	42	36	39	41	58	57	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1281	30	43	41	69	23	28	24	27	26	23	22	23	33	16	30	3	46	56	30	173	44	29	31	52	16	37	40	22	27	32	50	21	20	31	63					
14	Число погашенных неиспользованных открепительных удостоверений	339	4	19	9	15	17	15	5	6	15	9	0	8	11	14	4	5	17	17	11	9	9	10	10	14	6	11	17	13	4	6	19	2	8	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	592	12	16	14	18	25	11	12	12	11	13	24	19	14	28	18	25	27	9	15	10	12	23	11	21	34	39	6	20	27	18	18	20	10	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
