Выборы Президента Российской Федерации																																																																													
Дата голосования: 18.03.2018																																																																													
																																																																													
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №17																																																																													
																																																																													
Сводная таблица итогов голосования																																																																													
																																																																													
	Число участковых избирательных комиссий	66																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	66																																																																											
																																																																													
		Сумма	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №2283	УИК №2284	УИК №2285									
1	"Число избирателей, включенных в список избирателей"	126399	1720	1246	1577	1857	2085	1917	2018	1979	2326	2507	2082	1930	1857	1986	2165	2066	1687	1753	2125	2016	1980	2345	2628	2142	2356	2347	2152	1857	2341	2427	2390	2498	2000	1441	1460	1649	2436	1824	1887	1739	1720	1536	1589	2032	2150	1802	1784	2248	1503	1920	1959	2315	1507	2545	2810	1797	2050	2047	1192	1005	2028	2676	1603	265	526	992									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	123500	2000	1200	1500	2000	2000	2000	2000	2000	2000	2500	2000	2000	2000	2000	2000	1500	1500	2000	2000	2000	2000	2500	2500	2000	2000	2000	2000	1500	2000	2500	2000	2000	2000	1500	1500	2000	2500	2000	2000	1500	1500	1500	1500	2000	2000	2000	2000	2000	1500	2000	2000	2500	1500	2500	2000	2000	2000	2000	1300	1000	2000	3000	1500	500	500	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	86882	1137	837	953	1479	1455	1191	1223	1373	1437	1625	1441	1310	1362	1360	1375	1179	1097	1262	1423	1709	1218	1511	1681	1563	1385	1832	1253	1164	1376	1522	1448	1554	1384	973	847	1130	1948	1293	1152	1105	998	1080	1066	1474	1474	1306	1209	1383	1028	1579	1859	1674	1076	1797	1526	1228	1421	1210	948	871	1593	2617	1261	187	500	950									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2509	9	49	98	153	24	32	20	23	31	46	32	34	26	30	62	30	37	27	47	196	40	59	29	36	27	37	20	22	23	32	46	46	100	79	31	9	43	37	35	28	59	31	46	32	27	43	40	36	17	27	31	30	19	12	48	44	73	32	22	5	10	0	5	35	0	0									
6	Число погашенных избирательных бюллетеней	34051	854	314	449	368	521	777	757	604	532	829	527	656	609	610	563	291	366	711	530	95	742	930	790	401	588	131	727	314	601	946	506	400	516	448	622	861	509	670	813	367	443	354	388	494	499	651	751	581	455	394	110	796	405	691	425	726	506	758	330	124	380	383	234	278	0	50									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2504	9	49	98	152	24	32	20	23	31	46	32	34	26	30	62	30	37	27	47	196	40	59	29	36	27	37	20	22	23	32	46	46	100	79	31	9	43	37	35	28	59	31	46	32	27	43	40	36	17	27	27	30	19	12	48	44	73	32	22	5	10	0	5	35	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	86515	1137	828	953	1479	1452	1188	1221	1373	1437	1623	1438	1310	1362	1360	1375	1172	1093	1260	1423	1709	1216	1506	1681	1527	1383	1828	1241	1162	1372	1522	1448	1551	1377	972	847	1119	1948	1250	1146	1105	990	1080	1066	1474	1474	1306	1209	1347	1028	1552	1851	1674	1076	1797	1522	1228	1376	1210	883	870	1593	2617	1261	187	500	950									
9	Число недействительных избирательных бюллетеней	1156	12	8	6	35	16	13	19	14	13	22	16	14	12	14	18	11	12	13	7	3	16	21	33	21	24	20	20	17	8	19	20	23	16	10	8	14	28	18	9	12	8	16	19	19	10	28	9	20	8	32	21	25	23	20	21	14	17	21	16	14	17	23	11	4	8	97									
10	Число действительных избирательных бюллетеней	87863	1134	869	1045	1596	1460	1207	1222	1382	1455	1647	1454	1330	1376	1376	1419	1191	1118	1274	1463	1902	1240	1544	1677	1542	1386	1845	1241	1167	1387	1535	1474	1574	1461	1041	870	1114	1963	1269	1172	1121	1041	1095	1093	1487	1491	1321	1240	1363	1037	1547	1857	1679	1072	1789	1549	1258	1432	1221	889	861	1586	2594	1255	218	492	853									
