Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Оловяннинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711					
1	"Число избирателей, внесенных в список избирателей"	27018	168	1033	481	154	428	267	365	101	59	230	584	85	457	105	608	1656	475	1206	210	329	298	881	562	878	283	387	1342	2064	1968	2256	1852	811	1565	772	932	132	1034					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26768	163	1217	477	145	409	287	368	101	59	229	566	77	469	109	602	1660	520	1213	209	329	343	824	535	906	264	378	1300	1928	1954	2156	1813	789	1548	763	906	130	1022					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13461	88	520	249	110	328	186	204	67	48	208	397	68	237	79	268	670	341	569	129	168	221	547	261	535	145	200	620	804	928	972	777	343	851	365	430	74	454					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1164	8	40	31	10	25	15	35	11	2	2	34	7	37	20	92	59	28	31	9	23	45	0	20	31	25	50	35	31	49	108	42	37	30	40	63	5	34					
6	Число погашенных избирательных бюллетеней	12143	67	657	197	25	56	86	129	23	9	19	135	2	195	10	242	931	151	613	71	138	77	277	254	340	94	128	645	1093	977	1076	994	409	667	358	413	51	534					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1164	8	40	31	10	25	15	35	11	2	2	34	7	37	20	92	59	28	31	9	23	45	0	20	31	25	50	35	31	49	108	42	37	30	40	63	5	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13461	88	520	249	110	328	186	204	67	48	208	397	68	237	79	268	670	341	569	129	168	221	547	261	535	145	200	620	804	928	972	777	343	851	365	430	74	454					
9	Число недействительных избирательных бюллетеней	214	0	8	2	0	8	2	3	1	0	3	7	0	4	1	2	17	4	12	9	1	2	8	9	5	3	2	13	22	14	20	11	5	5	2	1	1	7					
10	Число действительных избирательных бюллетеней	14411	96	552	278	120	345	199	236	77	50	207	424	75	270	98	358	712	365	588	129	190	264	539	272	561	167	248	642	813	963	1060	808	375	876	403	492	78	481					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	387	2	19	7	2	6	4	5	1	1	3	8	1	7	1	9	24	7	17	3	5	5	12	8	13	4	5	23	28	28	30	26	11	22	11	13	2	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	177	0	19	6	1	3	0	1	1	0	0	1	0	2	0	6	6	2	12	1	2	4	1	0	4	0	0	7	19	14	15	20	8	6	4	5	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	113	1	6	2	1	0	3	2	1	1	1	2	1	3	1	1	4	2	2	2	4	6	1	2	3	4	2	4	5	6	4	24	3	4	2	2	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	210	2	0	1	1	3	4	4	0	1	3	7	1	5	1	3	18	5	5	2	3	1	11	8	9	4	5	16	9	14	15	6	3	16	7	8	0	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1984	13	68	41	15	31	27	24	10	3	20	37	10	42	12	39	116	35	107	8	23	44	80	40	63	27	27	112	110	132	147	94	61	128	69	75	12	82					
		13.57%	13.54%	12.14%	14.64%	12.50%	8.78%	13.43%	10.04%	12.82%	6.00%	9.52%	8.58%	13.33%	15.33%	12.12%	10.83%	15.91%	9.49%	17.83%	5.80%	12.04%	16.54%	14.63%	14.23%	11.13%	15.88%	10.80%	17.10%	13.17%	13.51%	13.61%	11.48%	16.05%	14.53%	17.04%	15.21%	15.19%	16.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2980	14	186	54	23	63	20	20	16	7	21	50	6	48	9	44	125	66	87	20	30	11	100	75	80	23	53	179	249	222	199	152	87	264	85	144	20	128					
		20.38%	14.58%	33.21%	19.29%	19.17%	17.85%	9.95%	8.37%	20.51%	14.00%	10.00%	11.60%	8.00%	17.52%	9.09%	12.22%	17.15%	17.89%	14.50%	14.49%	15.71%	4.14%	18.28%	26.69%	14.13%	13.53%	21.20%	27.33%	29.82%	22.72%	18.43%	18.56%	22.89%	29.97%	20.99%	29.21%	25.32%	26.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	124	0	6	3	2	3	1	1	0	0	0	0	0	0	0	5	12	0	6	0	0	0	4	0	6	0	1	12	8	11	9	8	4	10	2	6	0	4					
		0.85%	0.00%	1.07%	1.07%	1.67%	0.85%	0.50%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	1.65%	0.00%	1.00%	0.00%	0.00%	0.00%	0.73%	0.00%	1.06%	0.00%	0.40%	1.83%	0.96%	1.13%	0.83%	0.98%	1.05%	1.14%	0.49%	1.22%	0.00%	0.82%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2369	6	81	62	13	84	20	16	6	5	13	78	10	64	7	50	135	40	145	14	47	37	26	37	118	20	36	92	96	179	217	149	54	165	68	96	4	79					
