Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Балтийская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №751	УИК №752	УИК №753									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	29489	644	583	1055	1279	1063	1314	1162	1268	1221	1282	2695	2264	1271	2193	2221	2248	1565	934	686	1386	631	239	114	171									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22127	500	400	800	1000	800	1000	1000	1000	1000	1000	2000	2000	1000	1500	1500	1500	1000	600	501	1000	500	241	114	171									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12773	236	208	438	462	436	530	424	505	471	555	1162	992	531	923	1127	1125	612	312	388	651	161	239	114	171									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	155	8	2	3	5	5	5	8	16	8	3	12	8	5	8	6	5	8	2	33	5	0	0	0	0									
6	Число погашенных избирательных бюллетеней	9199	256	190	359	533	359	465	568	479	521	442	826	1000	464	569	367	370	380	286	80	344	339	2	0	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	155	8	2	3	5	5	5	8	16	8	3	12	8	5	8	6	5	8	2	33	5	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12750	236	208	438	462	436	526	420	505	471	549	1162	991	531	922	1126	1120	612	312	387	651	161	239	114	171									
9	Число недействительных избирательных бюллетеней	383	11	6	19	8	14	9	18	17	12	6	27	19	6	32	56	31	28	10	9	28	5	3	0	9									
10	Число действительных избирательных бюллетеней	12522	233	204	422	459	427	522	410	504	467	546	1147	980	530	898	1076	1094	592	304	411	628	156	236	114	162									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	325	15	15	15	15	15	15	15	15	15	15	25	15	15	15	15	15	15	15	15	15	15	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	85	2	2	0	4	4	5	1	3	2	4	16	3	5	3	5	6	5	6	3	4	2	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	3	5	5	2	3	3	4	3	0	1	3	4	6	7	0	7	2	3	5	2	1	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	240	13	13	15	11	11	10	14	12	13	11	9	12	10	12	10	9	10	9	12	11	13	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	111	2	1	4	2	4	4	1	7	5	5	35	3	2	5	1	0	7	1	3	1	18	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	263	6	2	7	11	9	16	10	0	16	13	19	20	5	17	12	37	14	7	13	9	8	8	1	3									
		2.04%	2.46%	0.95%	1.59%	2.36%	2.04%	3.01%	2.34%	0.00%	3.34%	2.36%	1.62%	2.00%	0.93%	1.83%	1.06%	3.29%	2.26%	2.23%	3.10%	1.37%	4.97%	3.35%	0.88%	1.75%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	384	7	8	14	12	14	14	10	28	10	14	39	39	10	35	21	25	24	9	9	25	2	7	6	2									
		2.98%	2.87%	3.81%	3.17%	2.57%	3.17%	2.64%	2.34%	5.37%	2.09%	2.54%	3.32%	3.90%	1.87%	3.76%	1.86%	2.22%	3.87%	2.87%	2.14%	3.81%	1.24%	2.93%	5.26%	1.17%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	253	6	6	2	10	15	12	3	10	13	14	26	12	18	24	14	19	8	4	4	21	2	4	2	4									
		1.96%	2.46%	2.86%	0.45%	2.14%	3.40%	2.26%	0.70%	1.92%	2.71%	2.54%	2.21%	1.20%	3.36%	2.58%	1.24%	1.69%	1.29%	1.27%	0.95%	3.20%	1.24%	1.67%	1.75%	2.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5464	87	73	225	196	141	182	164	176	170	205	464	369	196	360	602	552	248	146	193	299	88	159	83	86									
		42.34%	35.66%	34.76%	51.02%	41.97%	31.97%	34.27%	38.32%	33.78%	35.49%	37.14%	39.52%	36.94%	36.57%	38.71%	53.18%	49.07%	40.00%	46.50%	45.95%	45.58%	54.66%	66.53%	72.81%	50.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	73	2	3	1	3	1	8	2	1	3	3	5	5	1	5	6	2	3	1	6	5	1	2	0	4									
		0.57%	0.82%	1.43%	0.23%	0.64%	0.23%	1.51%	0.47%	0.19%	0.63%	0.54%	0.43%	0.50%	0.19%	0.54%	0.53%	0.18%	0.48%	0.32%	1.43%	0.76%	0.62%	0.84%	0.00%	2.34%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	0	1	0	0	0	0	2	2	0	1	0	3	2	1	2	2	1	1	0	0	3	1	0									
		0.17%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.38%	0.42%	0.00%	0.09%	0.00%	0.56%	0.22%	0.09%	0.18%	0.32%	0.32%	0.24%	0.00%	0.00%	1.26%	0.88%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2798	68	50	92	108	112	100	76	132	101	103	248	194	124	168	253	270	153	67	125	131	27	36	17	43									
		21.68%	27.87%	23.81%	20.86%	23.13%	25.40%	18.83%	17.76%	25.34%	21.09%	18.66%	21.12%	19.42%	23.13%	18.06%	22.35%	24.00%	24.68%	21.34%	29.76%	19.97%	16.77%	15.06%	14.91%	25.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	103	3	2	5	2	3	6	1	1	4	5	9	13	2	9	10	9	5	6	1	5	1	1	0	0									
		0.80%	1.23%	0.95%	1.13%	0.43%	0.68%	1.13%	0.23%	0.19%	0.84%	0.91%	0.77%	1.30%	0.37%	0.97%	0.88%	0.80%	0.81%	1.91%	0.24%	0.76%	0.62%	0.42%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	153	2	4	1	6	9	8	6	7	12	13	14	15	7	15	8	4	6	3	5	7	0	0	1	0									
		1.19%	0.82%	1.90%	0.23%	1.28%	2.04%	1.51%	1.40%	1.34%	2.51%	2.36%	1.19%	1.50%	1.31%	1.61%	0.71%	0.36%	0.97%	0.96%	1.19%	1.07%	0.00%	0.00%	0.88%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	0	1	1	0	1	2	1	2	0	0	2	1	1	2	3	6	1	0	2	3	0	1	0	0									
		0.23%	0.00%	0.48%	0.23%	0.00%	0.23%	0.38%	0.23%	0.38%	0.00%	0.00%	0.17%	0.10%	0.19%	0.22%	0.27%	0.53%	0.16%	0.00%	0.48%	0.46%	0.00%	0.42%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	229	11	6	7	12	11	11	9	8	13	7	22	27	7	12	12	19	14	3	8	3	4	0	0	3									
		1.77%	4.51%	2.86%	1.59%	2.57%	2.49%	2.07%	2.10%	1.54%	2.71%	1.27%	1.87%	2.70%	1.31%	1.29%	1.06%	1.69%	2.26%	0.96%	1.90%	0.46%	2.48%	0.00%	0.00%	1.75%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1797	26	37	39	67	66	104	89	92	82	108	191	174	106	158	78	102	81	36	29	91	17	10	2	12									
		13.92%	10.66%	17.62%	8.84%	14.35%	14.97%	19.59%	20.79%	17.66%	17.12%	19.57%	16.27%	17.42%	19.78%	16.99%	6.89%	9.07%	13.06%	11.46%	6.90%	13.87%	10.56%	4.18%	1.75%	7.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	211	0	3	7	7	12	13	7	9	9	14	19	19	13	18	16	18	10	4	5	6	0	0	0	2									
		1.64%	0.00%	1.43%	1.59%	1.50%	2.72%	2.45%	1.64%	1.73%	1.88%	2.54%	1.62%	1.90%	2.43%	1.94%	1.41%	1.60%	1.61%	1.27%	1.19%	0.91%	0.00%	0.00%	0.00%	1.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	742	15	9	20	25	33	46	32	36	32	47	88	92	37	73	40	29	23	17	10	23	6	5	1	3									
		5.75%	6.15%	4.29%	4.54%	5.35%	7.48%	8.66%	7.48%	6.91%	6.68%	8.51%	7.50%	9.21%	6.90%	7.85%	3.53%	2.58%	3.71%	5.41%	2.38%	3.51%	3.73%	2.09%	0.88%	1.75%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
