Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Усть-Илимская городская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425					
1	"Число избирателей, внесенных в списки избирателей"	72701	2739	2550	2491	1449	1490	2669	2570	1234	999	1008	1188	2048	2836	2916	1433	1880	1461	1668	2667	2731	2679	1457	1539	1688	1409	1489	1605	2948	2653	1340	1517	1436	1680	1534	1536	2870	1417	1877					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	54840	2060	1990	1880	1150	1130	2020	1950	940	710	740	890	1530	2200	2160	1050	1200	1120	1270	2010	2070	2040	1080	1180	1270	1060	1150	1200	2240	2030	1010	1150	1080	1290	1160	1150	2200	1060	1420					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	40300	1543	1554	1291	887	735	1398	1368	677	472	501	450	758	1494	1580	797	990	916	985	1593	1595	1587	828	931	979	838	896	968	1695	1493	754	903	806	951	904	812	1508	794	1069					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1074	46	34	35	16	21	49	43	23	81	44	25	33	24	14	24	26	40	19	28	33	52	15	23	19	25	18	35	32	59	13	16	15	14	15	14	16	21	14					
6	Число погашенных избирательных бюллетеней	13466	471	402	554	247	374	573	539	240	157	195	415	739	682	566	229	184	164	266	389	442	401	237	226	272	197	236	197	513	478	243	231	259	325	241	324	676	245	337					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1074	46	34	35	16	21	49	43	23	81	44	25	33	24	14	24	26	40	19	28	33	52	15	23	19	25	18	35	32	59	13	16	15	14	15	14	16	21	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40296	1543	1554	1291	887	735	1398	1368	677	472	501	450	758	1494	1580	797	990	916	985	1593	1595	1587	828	931	979	838	896	968	1691	1493	754	903	806	951	904	812	1508	794	1069					
9	Число недействительных избирательных бюллетеней	428	18	15	13	4	11	30	14	10	6	6	6	7	18	13	8	10	9	10	13	21	20	9	8	12	12	7	19	10	18	6	6	9	8	9	7	15	2	9					
10	Число действительных избирательных бюллетеней	40942	1571	1573	1313	899	745	1417	1397	690	547	539	469	784	1500	1581	813	1006	947	994	1608	1607	1619	834	946	986	851	907	984	1713	1534	761	913	812	957	910	819	1509	813	1074					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1800	66	66	62	38	40	66	66	30	24	26	34	50	72	68	36	40	32	44	70	72	72	36	40	44	32	36	32	70	68	32	40	32	42	42	34	70	32	44					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	890	31	44	26	19	23	46	37	17	7	9	4	12	41	20	13	11	14	23	33	36	35	19	23	28	22	23	18	57	34	19	22	12	18	19	16	31	11	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	692	13	18	10	16	11	21	18	11	34	18	20	15	13	18	51	104	42	6	28	13	16	12	11	16	12	6	22	22	13	6	15	1	8	11	7	14	11	9					
14	Число погашенных неиспользованных открепительных удостоверений	910	35	22	36	19	17	20	29	13	17	17	30	38	31	48	23	29	18	21	37	36	37	17	17	16	10	13	14	13	34	13	18	20	24	23	18	39	21	27					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	1	0	0	0	0	1	0	0	0	2	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	1381	62	61	38	25	17	43	47	21	18	27	13	22	42	52	18	37	31	38	59	60	51	25	36	36	27	26	31	48	62	32	26	29	35	34	23	53	32	44					
		3.34%	3.90%	3.84%	2.87%	2.77%	2.25%	2.97%	3.33%	3.00%	3.25%	4.95%	2.74%	2.78%	2.77%	3.26%	2.19%	3.64%	3.24%	3.78%	3.64%	3.69%	3.11%	2.97%	3.77%	3.61%	3.13%	2.84%	3.09%	2.79%	3.99%	4.17%	2.83%	3.53%	3.63%	3.70%	2.78%	3.48%	3.93%	4.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	302	8	13	6	5	7	11	8	5	2	4	1	2	5	10	6	9	2	12	9	13	10	7	13	12	6	14	4	11	21	8	6	10	4	8	8	10	7	5					
		0.73%	0.50%	0.82%	0.45%	0.55%	0.93%	0.76%	0.57%	0.71%	0.36%	0.73%	0.21%	0.25%	0.33%	0.63%	0.73%	0.89%	0.21%	1.20%	0.56%	0.80%	0.61%	0.83%	1.36%	1.20%	0.70%	1.53%	0.40%	0.64%	1.35%	1.04%	0.65%	1.22%	0.41%	0.87%	0.97%	0.66%	0.86%	0.46%					
20	3.Политическая партия «Демократическая партия России»	41	1	0	0	1	0	2	2	1	1	1	0	1	3	4	0	0	1	2	0	1	0	0	0	0	0	0	1	2	6	1	5	0	2	0	0	0	1	2					
		0.10%	0.06%	0.00%	0.00%	0.11%	0.00%	0.14%	0.14%	0.14%	0.18%	0.18%	0.00%	0.13%	0.20%	0.25%	0.00%	0.00%	0.10%	0.20%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.12%	0.39%	0.13%	0.54%	0.00%	0.21%	0.00%	0.00%	0.00%	0.12%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5805	222	223	162	132	99	193	186	107	77	52	35	99	205	201	112	143	129	175	243	220	246	129	152	140	129	143	117	252	243	108	154	117	154	141	99	182	108	176					
		14.03%	13.97%	14.04%	12.22%	14.62%	13.10%	13.34%	13.18%	15.29%	13.92%	9.54%	7.37%	12.52%	13.50%	12.61%	13.64%	14.07%	13.49%	17.43%	14.99%	13.51%	15.01%	15.30%	15.93%	14.03%	14.95%	15.65%	11.67%	14.63%	15.66%	14.08%	16.76%	14.25%	15.96%	15.34%	11.99%	11.94%	13.25%	16.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	574	15	18	11	9	4	26	27	13	3	7	6	3	24	15	13	19	18	19	25	18	19	13	16	21	11	7	8	17	20	12	21	25	11	14	17	23	15	11					
		1.39%	0.94%	1.13%	0.83%	0.99%	0.53%	1.80%	1.91%	1.86%	0.54%	1.28%	1.26%	0.38%	1.58%	0.94%	1.58%	1.87%	1.88%	1.89%	1.54%	1.11%	1.16%	1.54%	1.68%	2.10%	1.27%	0.77%	0.80%	0.99%	1.29%	1.56%	2.29%	3.05%	1.14%	1.52%	2.06%	1.51%	1.84%	1.02%					
23	6.Политическая партия «Партия социальной справедливости»	87	3	3	1	3	6	5	4	2	0	2	1	2	2	3	1	1	1	3	2	3	2	4	1	3	0	2	1	3	5	3	0	1	5	4	0	4	1	0					
		0.21%	0.19%	0.19%	0.08%	0.33%	0.79%	0.35%	0.28%	0.29%	0.00%	0.37%	0.21%	0.25%	0.13%	0.19%	0.12%	0.10%	0.10%	0.30%	0.12%	0.18%	0.12%	0.47%	0.10%	0.30%	0.00%	0.22%	0.10%	0.17%	0.32%	0.39%	0.00%	0.12%	0.52%	0.44%	0.00%	0.26%	0.12%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6059	242	204	190	105	115	208	180	98	61	81	69	113	271	278	135	151	141	104	228	208	231	126	108	179	121	130	152	275	217	116	134	102	148	144	151	243	121	179					
		14.65%	15.23%	12.85%	14.33%	11.63%	15.21%	14.37%	12.76%	14.00%	11.03%	14.86%	14.53%	14.29%	17.85%	17.44%	16.44%	14.86%	14.75%	10.36%	14.07%	12.78%	14.09%	14.95%	11.32%	17.94%	14.02%	14.22%	15.15%	15.96%	13.98%	15.12%	14.58%	12.42%	15.34%	15.67%	18.28%	15.94%	14.85%	16.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4462	180	209	163	93	63	178	164	72	46	42	48	46	125	137	89	116	119	114	200	234	218	87	95	97	90	112	105	187	168	72	90	89	81	95	81	168	88	101					
		10.79%	11.33%	13.16%	12.29%	10.30%	8.33%	12.30%	11.62%	10.29%	8.32%	7.71%	10.11%	5.82%	8.23%	8.59%	10.84%	11.42%	12.45%	11.35%	12.34%	14.37%	13.30%	10.32%	9.96%	9.72%	10.43%	12.25%	10.47%	10.85%	10.82%	9.39%	9.79%	10.84%	8.39%	10.34%	9.81%	11.02%	10.80%	9.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	318	8	9	11	11	5	8	5	4	5	1	1	4	14	8	6	13	9	12	13	23	6	7	12	11	7	5	8	13	18	3	7	6	10	6	3	12	4	10					
		0.77%	0.50%	0.57%	0.83%	1.22%	0.66%	0.55%	0.35%	0.57%	0.90%	0.18%	0.21%	0.51%	0.92%	0.50%	0.73%	1.28%	0.94%	1.20%	0.80%	1.41%	0.37%	0.83%	1.26%	1.10%	0.81%	0.55%	0.80%	0.75%	1.16%	0.39%	0.76%	0.73%	1.04%	0.65%	0.36%	0.79%	0.49%	0.92%					
