Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    ТИК Алагирского района																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43					
1	"Число избирателей, внесенных в списки избирателей"	25856	676	535	825	799	129	1028	869	1044	122	754	1199	1272	1285	949	1037	98	90	118	60	963	308	671	352	1100	520	410	693	289	725	745	863	990	40	1192	1196	1047	157	71	103	314	25	171	22					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26414	880	540	1060	1040	130	1080	900	1215	150	730	1140	1240	1390	905	1150	90	80	105	60	905	290	745	315	1110	580	380	560	260	700	685	840	760	60	1000	1310	1000	155	63	91	465	25	170	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16318	356	385	480	443	86	596	496	666	122	328	785	735	1017	357	459	82	60	93	60	644	288	646	282	838	295	363	445	237	562	383	813	618	35	656	583	475	73	32	69	210	25	121	19					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	726	12	4	13	18	4	31	12	16	0	31	29	59	36	14	32	8	0	8	0	29	0	25	24	54	15	0	22	21	13	10	7	57	0	30	46	24	8	0	0	14	0	0	0					
6	Число погашенных избирательных бюллетеней	9370	512	151	567	579	40	453	392	533	28	371	326	446	337	534	659	0	20	4	0	232	2	74	9	218	270	17	93	2	125	292	20	85	25	314	681	501	74	31	22	241	0	49	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	726	12	4	13	18	4	31	12	16	0	31	29	59	36	14	32	8	0	8	0	29	0	25	24	54	15	0	22	21	13	10	7	57	0	30	46	24	8	0	0	14	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16299	356	385	480	443	86	596	496	666	122	328	785	735	1017	357	459	82	60	93	60	644	288	646	282	838	295	363	445	237	562	383	794	618	35	656	583	475	73	32	69	210	25	121	19					
9	Число недействительных избирательных бюллетеней	424	19	4	9	30	1	7	18	16	0	10	14	22	22	12	7	0	1	1	0	6	7	6	7	74	15	0	4	1	12	6	17	4	0	2	31	19	5	0	2	12	0	1	0					
10	Число действительных избирательных бюллетеней	16601	349	385	484	431	89	620	490	666	122	349	800	772	1031	359	484	90	59	100	60	667	281	665	299	818	295	363	463	257	563	387	784	671	35	684	598	480	76	32	67	212	25	120	19					
