Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Поныровская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831					
1	"Число избирателей, внесенных в список избирателей"	8727	1143	1302	1222	293	218	254	280	888	414	320	307	421	243	232	518	248	424					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8900	1200	1200	1200	300	250	250	300	1000	450	320	320	370	250	250	600	240	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5074	661	829	670	181	124	201	176	609	240	182	149	271	148	131	247	92	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1747	143	146	158	78	70	33	78	146	108	96	117	73	55	78	120	97	151					
6	Число погашенных избирательных бюллетеней	2079	396	225	372	41	56	16	46	245	102	42	54	26	47	41	233	51	86					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1747	143	146	158	78	70	33	78	146	108	96	117	73	55	78	120	97	151					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5073	661	828	670	181	124	201	176	609	240	182	149	271	148	131	247	92	163					
9	Число недействительных избирательных бюллетеней	121	20	17	30	6	1	4	5	13	5	0	3	5	2	2	4	1	3					
10	Число действительных избирательных бюллетеней	6699	784	957	798	253	193	230	249	742	343	278	263	339	201	207	363	188	311					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	467	91	90	86	12	18	10	20	65	13	10	5	5	5	2	7	5	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	467	91	90	86	12	18	10	20	65	13	10	5	5	5	2	7	5	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	11	7	5	1	1	1	0	6	4	3	4	6	2	3	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	702	97	119	79	17	10	11	21	101	31	44	28	23	20	15	40	14	32					
		10.29%	12.06%	12.22%	9.54%	6.56%	5.15%	4.70%	8.27%	13.38%	8.91%	15.83%	10.53%	6.69%	9.85%	7.18%	10.90%	7.41%	10.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	750	97	119	116	32	30	20	28	64	33	25	15	26	18	12	32	30	53					
		10.99%	12.06%	12.22%	14.01%	12.36%	15.46%	8.55%	11.02%	8.48%	9.48%	8.99%	5.64%	7.56%	8.87%	5.74%	8.72%	15.87%	16.88%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	5	8	4	3	2	2	0	4	3	2	1	1	0	0	6	1	6					
		0.70%	0.62%	0.82%	0.48%	1.16%	1.03%	0.85%	0.00%	0.53%	0.86%	0.72%	0.38%	0.29%	0.00%	0.00%	1.63%	0.53%	1.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	735	129	144	97	15	16	20	22	74	37	19	21	26	25	31	18	23	18					
		10.78%	16.04%	14.78%	11.71%	5.79%	8.25%	8.55%	8.66%	9.80%	10.63%	6.83%	7.89%	7.56%	12.32%	14.83%	4.90%	12.17%	5.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	11	11	6	0	0	0	4	0	2	1	0	1	1	1	3	4	2					
		0.69%	1.37%	1.13%	0.72%	0.00%	0.00%	0.00%	1.57%	0.00%	0.57%	0.36%	0.00%	0.29%	0.49%	0.48%	0.82%	2.12%	0.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4390	440	554	494	186	135	177	172	497	237	184	194	260	137	147	263	114	199					
		64.37%	54.73%	56.88%	59.66%	71.81%	69.59%	75.64%	67.72%	65.83%	68.10%	66.19%	72.93%	75.58%	67.49%	70.33%	71.66%	60.32%	63.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	27	5	2	2	0	0	0	2	2	0	3	4	2	0	1	1	2	1					
		0.40%	0.62%	0.21%	0.24%	0.00%	0.00%	0.00%	0.79%	0.26%	0.00%	1.08%	1.50%	0.58%	0.00%	0.48%	0.27%	1.06%	0.32%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
