Выборы Президента Российской Федерации																																																																														
Дата голосования: 02.03.2008																																																																														
																																																																														
"Наименование Избирательной комиссии:    Томск, Октябрьская"																																																																														
																																																																														
Сводная таблица результатов выборов																																																																														
																																																																														
	Число участковых избирательных комиссий	71																																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	71																																																																												
																																																																														
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162					
1	"Число избирателей, включенных в списки избирателей"	119228	2117	1475	1497	1364	1477	1093	1215	1094	1241	2489	1514	1001	611	1930	1903	2022	1907	1548	1454	1938	1518	2029	1546	1931	1928	1830	1545	1754	1965	2436	2091	1858	1751	1925	2007	1973	2308	1687	1575	1809	1261	1806	1788	1911	1576	2521	1261	1959	1960	1887	1299	1820	1052	1648	1319	1912	1756	1829	1641	1633	1618	1980	1967	1826	2546	1434	1078	1140	1107	1091	1246					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	101900	2000	1400	1400	1200	1500	1000	1000	1000	1000	2200	1300	1000	500	1500	1500	2000	1500	1500	1300	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	2000	2000	1500	1500	1500	1500	1500	2000	1500	1500	1500	1000	1500	1500	1500	1500	2000	1000	1500	1500	1500	1200	1500	1200	1500	1000	1500	1500	1500	1500	1500	1500	1800	1500	1500	2200	1200	1000	1000	1000	1000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	59882	1179	639	647	608	1014	535	556	430	596	1393	794	437	339	1001	997	1083	932	672	741	1045	700	1085	843	1010	914	871	716	943	981	1177	1075	1027	849	1033	1022	1078	1161	855	749	946	675	778	775	735	727	1180	618	1002	821	1008	903	936	1028	734	546	1028	822	1032	756	825	784	926	1005	990	1329	661	422	598	507	516	542					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3513	39	27	31	77	21	79	47	100	23	37	32	45	7	34	45	32	42	48	27	37	38	43	34	41	40	42	29	20	41	43	33	43	44	15	52	22	35	40	116	77	78	100	145	163	67	111	73	62	47	33	108	41	24	55	38	28	36	16	33	64	41	18	13	21	54	114	79	19	53	53	48					
6	Число погашенных избирательных бюллетеней	38505	782	734	722	515	465	386	397	470	381	770	474	518	154	465	458	885	526	780	532	418	762	372	623	449	546	587	755	537	478	780	892	430	607	452	426	400	804	605	635	477	247	622	580	602	706	709	309	436	632	459	189	523	148	711	416	444	642	452	711	611	675	856	482	489	817	425	499	383	440	431	410					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3513	39	27	31	77	21	79	47	100	23	37	32	45	7	34	45	32	42	48	27	37	38	43	34	41	40	42	29	20	41	43	33	43	44	15	52	22	35	40	116	77	78	100	145	163	67	111	73	62	47	33	108	41	24	55	38	28	36	16	33	64	41	18	13	21	54	114	79	19	53	53	48					
8	Число бюллетеней в стационарных ящиках для голосования	59841	1178	628	647	608	1014	533	556	430	596	1393	794	437	339	1001	996	1082	932	672	741	1045	700	1085	843	1009	914	870	716	943	981	1177	1075	1027	848	1033	1022	1076	1159	855	746	946	675	778	775	735	727	1175	618	1002	821	1007	902	936	1028	734	546	1027	822	1032	756	825	784	925	1005	989	1329	661	422	598	503	516	541					
9	Число недействительных избирательных бюллетеней	1176	25	10	11	11	24	12	6	6	11	21	14	14	10	21	19	22	18	13	14	22	9	18	11	11	13	18	25	17	22	22	19	20	13	21	11	17	19	8	11	11	6	7	17	7	18	24	4	16	11	19	21	11	159	15	4	22	14	23	9	6	5	21	12	12	26	17	12	15	11	6	6					
10	Число действительных избирательных бюллетеней	62178	1192	645	667	674	1011	600	597	524	608	1409	812	468	336	1014	1022	1092	956	707	754	1060	729	1110	866	1039	941	894	720	946	1000	1198	1089	1050	879	1027	1063	1081	1175	887	851	1012	747	871	903	891	776	1262	687	1048	857	1021	989	966	893	774	580	1033	844	1025	780	883	820	922	1006	998	1357	758	489	602	545	563	583					
11	Число полученных открепительных  удостоверений	1754	40	15	15	15	35	15	15	15	25	65	20	10	10	20	30	25	25	15	20	30	30	45	50	20	20	30	25	25	25	25	35	30	20	30	35	25	40	40	40	30	25	20	25	20	40	40	20	20	25	20	15	30	0	15	15	20	20	39	20	20	15	30	20	20	45	20	15	15	15	15	15					
