Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Хиславичская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733					
1	"Число избирателей, внесенных в списки избирателей"	9024	1571	1380	466	345	190	487	192	358	408	402	233	668	306	341	135	157	222	227	337	428	171					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8760	1520	1320	460	330	170	470	180	350	400	390	240	660	300	330	130	150	220	220	330	420	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3954	783	671	233	159	107	206	101	150	125	110	89	192	122	204	25	70	124	113	120	156	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1372	40	49	4	32	31	114	34	76	102	139	66	149	102	24	64	31	38	50	122	79	26					
6	Число погашенных избирательных бюллетеней	3434	697	600	223	139	32	150	45	124	173	141	85	319	76	102	41	49	58	57	88	185	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1372	40	49	4	32	31	114	34	76	102	139	66	149	102	24	64	31	38	50	122	79	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3953	783	671	233	159	107	206	101	150	125	110	89	192	122	204	25	70	124	113	119	156	94					
9	Число недействительных избирательных бюллетеней	122	12	12	4	2	2	6	1	10	2	1	33	11	5	10	0	0	1	6	2	2	0					
10	Число действительных избирательных бюллетеней	5203	811	708	233	189	136	314	134	216	225	248	122	330	219	218	89	101	161	157	239	233	120					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	225	20	20	10	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	59	10	10	4	1	0	2	0	3	2	1	2	2	2	3	0	4	1	0	8	0	4					
