Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Новоусманская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342					
1	"Число избирателей, внесенных в списки избирателей"	52697	3432	1699	1408	1700	1488	2952	2242	2115	860	2076	2776	1017	899	1103	1602	1422	2745	221	589	1173	1242	407	337	648	744	641	758	673	213	1319	697	426	739	576	577	710	679	828	831	2231	2056	1846					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46187	2700	1300	1250	1650	1300	2700	2000	1700	800	1750	2300	900	800	1000	1250	1150	2500	215	550	1000	1000	340	300	550	600	550	700	600	232	1150	600	400	700	550	480	650	600	785	785	2050	2050	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35045	2429	1044	980	1137	832	2169	1306	1289	451	1443	1680	783	664	737	1143	953	1979	183	333	614	589	240	237	419	423	375	512	441	186	1016	376	248	413	343	420	459	484	705	689	1647	1271	1403					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	6083	179	169	104	301	141	203	375	165	98	71	222	55	68	126	59	93	291	21	163	175	191	69	37	115	176	162	175	150	27	117	180	58	98	167	60	115	81	77	94	226	394	235					
6	Число погашенных избирательных бюллетеней	5059	92	87	166	212	327	328	319	246	251	236	398	62	68	137	48	104	230	11	54	211	220	31	26	16	1	13	13	9	19	17	44	94	189	40	0	76	35	3	2	177	385	62					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6083	179	169	104	301	141	203	375	165	98	71	222	55	68	126	59	93	291	21	163	175	191	69	37	115	176	162	175	150	27	117	180	58	98	167	60	115	81	77	94	226	394	235					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35041	2429	1044	980	1137	832	2169	1306	1289	451	1443	1680	783	664	733	1143	953	1979	183	333	614	589	240	237	419	423	375	512	441	186	1016	376	248	413	343	420	459	484	705	689	1647	1271	1403					
9	Число недействительных избирательных бюллетеней	450	140	13	14	12	7	20	16	5	3	17	13	15	10	5	14	6	18	0	3	4	7	2	5	4	4	1	2	2	2	9	0	3	9	0	9	4	2	8	4	14	18	6					
10	Число действительных избирательных бюллетеней	40674	2468	1200	1070	1426	966	2352	1665	1449	546	1497	1889	823	722	854	1188	1040	2252	204	493	785	773	307	269	530	595	536	685	589	211	1124	556	303	502	510	471	570	563	774	779	1859	1647	1632					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	425	26	14	10	10	12	12	10	10	5	16	24	5	5	15	20	13	30	0	7	6	9	5	5	2	10	5	7	1	8	20	5	12	2	3	6	5	5	21	14	13	9	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	399	24	14	9	9	11	12	10	10	5	15	20	5	5	15	20	13	30	0	4	6	8	5	5	2	10	5	4	0	8	20	5	6	2	2	5	5	5	21	14	13	9	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	269	25	3	17	5	9	13	10	2	5	11	12	6	4	3	5	12	3	0	3	3	10	7	4	0	2	3	1	0	1	4	3	6	2	1	7	10	8	12	1	12	14	10					
14	Число погашенных неиспользованных открепительных удостоверений	26	2	0	1	1	1	0	0	0	0	1	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	3	1	0	0	0	6	0	1	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	648	48	17	24	31	17	32	28	12	9	29	21	9	8	15	14	21	31	1	15	12	13	6	12	17	13	10	9	5	0	15	15	6	13	1	7	11	15	10	15	18	18	25					
		1.58%	1.84%	1.40%	2.21%	2.16%	1.75%	1.35%	1.67%	0.83%	1.64%	1.92%	1.10%	1.07%	1.09%	1.75%	1.16%	2.01%	1.37%	0.49%	3.02%	1.52%	1.67%	1.94%	4.38%	3.18%	2.17%	1.86%	1.31%	0.85%	0.00%	1.32%	2.70%	1.96%	2.54%	0.20%	1.46%	1.92%	2.65%	1.28%	1.92%	0.96%	1.08%	1.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	217	21	8	8	8	5	25	17	7	0	3	11	18	2	3	8	8	4	1	0	3	5	0	1	5	0	2	3	0	0	3	2	0	3	0	1	3	3	2	6	7	9	2					
		0.53%	0.81%	0.66%	0.74%	0.56%	0.51%	1.05%	1.01%	0.48%	0.00%	0.20%	0.58%	2.15%	0.27%	0.35%	0.67%	0.76%	0.18%	0.49%	0.00%	0.38%	0.64%	0.00%	0.36%	0.94%	0.00%	0.37%	0.44%	0.00%	0.00%	0.26%	0.36%	0.00%	0.59%	0.00%	0.21%	0.52%	0.53%	0.26%	0.77%	0.37%	0.54%	0.12%					
20	3.Политическая партия «Демократическая партия России»	46	0	1	1	4	2	1	2	1	0	2	0	0	0	2	2	2	0	0	0	2	1	0	1	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	2	4	8	3					
		0.11%	0.00%	0.08%	0.09%	0.28%	0.21%	0.04%	0.12%	0.07%	0.00%	0.13%	0.00%	0.00%	0.00%	0.23%	0.17%	0.19%	0.00%	0.00%	0.00%	0.25%	0.13%	0.00%	0.36%	0.00%	0.00%	0.19%	0.00%	0.00%	0.47%	0.09%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.21%	0.48%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4478	350	111	115	159	185	245	176	156	87	196	121	65	86	92	161	107	252	7	60	157	119	43	71	34	41	68	51	49	38	103	51	30	56	41	22	73	40	84	114	138	182	142					
		10.89%	13.42%	9.15%	10.61%	11.06%	19.01%	10.33%	10.47%	10.73%	15.85%	12.95%	6.36%	7.76%	11.75%	10.71%	13.39%	10.23%	11.10%	3.43%	12.10%	19.90%	15.26%	13.92%	25.91%	6.37%	6.84%	12.66%	7.42%	8.29%	17.84%	9.09%	9.17%	9.80%	10.96%	8.04%	4.58%	12.72%	7.08%	10.74%	14.56%	7.37%	10.93%	8.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	109	6	16	0	5	6	7	7	0	0	7	4	2	2	1	2	6	8	0	0	0	0	2	1	0	0	2	1	0	2	0	0	0	2	0	0	1	1	1	1	2	9	5					
		0.27%	0.23%	1.32%	0.00%	0.35%	0.62%	0.30%	0.42%	0.00%	0.00%	0.46%	0.21%	0.24%	0.27%	0.12%	0.17%	0.57%	0.35%	0.00%	0.00%	0.00%	0.00%	0.65%	0.36%	0.00%	0.00%	0.37%	0.15%	0.00%	0.94%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.17%	0.18%	0.13%	0.13%	0.11%	0.54%	0.31%					
23	6.Политическая партия «Партия социальной справедливости»	46	4	2	0	2	2	4	0	0	0	3	3	1	0	2	2	1	6	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	3	1	1	2	0	0	3	0					
		0.11%	0.15%	0.16%	0.00%	0.14%	0.21%	0.17%	0.00%	0.00%	0.00%	0.20%	0.16%	0.12%	0.00%	0.23%	0.17%	0.10%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.19%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.63%	0.17%	0.18%	0.26%	0.00%	0.00%	0.18%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3386	160	106	122	145	106	168	131	112	26	154	120	49	64	63	97	97	163	8	18	68	71	22	28	53	50	44	47	54	24	72	46	33	51	31	37	56	42	62	81	197	185	123					
		8.23%	6.13%	8.74%	11.25%	10.08%	10.89%	7.08%	7.79%	7.70%	4.74%	10.17%	6.31%	5.85%	8.74%	7.33%	8.07%	9.27%	7.18%	3.92%	3.63%	8.62%	9.10%	7.12%	10.22%	9.93%	8.35%	8.19%	6.84%	9.14%	11.27%	6.35%	8.27%	10.78%	9.98%	6.08%	7.71%	9.76%	7.43%	7.93%	10.34%	10.52%	11.11%	7.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2553	128	98	96	83	59	173	88	78	23	129	128	22	44	44	67	64	120	10	23	73	40	31	21	57	53	34	26	27	12	48	44	17	75	30	36	63	18	27	64	118	86	76					
		6.21%	4.91%	8.08%	8.86%	5.77%	6.06%	7.29%	5.23%	5.36%	4.19%	8.52%	6.73%	2.63%	6.01%	5.12%	5.57%	6.12%	5.29%	4.90%	4.64%	9.25%	5.13%	10.03%	7.66%	10.67%	8.85%	6.33%	3.78%	4.57%	5.63%	4.24%	7.91%	5.56%	14.68%	5.88%	7.50%	10.98%	3.19%	3.45%	8.17%	6.30%	5.17%	4.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	235	12	6	4	10	5	6	27	3	7	10	16	11	3	2	12	9	11	0	3	3	4	0	1	4	3	10	3	0	1	1	1	3	2	2	2	2	1	4	3	7	18	3					
