Выборы Президента Российской Федерации																																																													
Дата голосования: 04.03.2012																																																													
																																																													
Наименование Избирательной комиссии:    Ярославль, Заволжская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	50																																																											
																																																													
		Сумма	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122									
1	Число избирателей, включенных в список избирателей	94407	821	1031	1687	1626	341	409	2455	2391	1992	2025	2172	2141	2269	1962	1991	2152	2029	2028	2158	2212	2057	2353	2049	2278	2221	2341	2045	2130	2287	2080	2028	2012	2044	1967	1972	2056	2084	2359	2186	2234	2027	2250	2044	2234	2297	2273	1693	104	64	746									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	85600	700	900	1450	1450	350	400	2200	2200	1800	1850	1950	1950	2000	1800	1800	1950	1850	1850	1950	2000	1850	2100	1900	2050	2000	2100	1850	1950	2050	1900	1850	1850	1850	1750	1800	1850	1900	2150	2000	2000	1850	2050	1850	2000	2100	2100	1500	120	140	740									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	58348	358	469	859	845	173	191	1402	1363	1203	1224	1283	1466	1469	1294	1312	1353	1329	1306	1518	1515	1292	1551	1300	1577	1506	1436	1341	1417	1385	1362	1319	1316	1347	1315	1305	1365	1401	1381	1172	1294	1241	1365	1247	1237	1345	1379	805	35	48	332									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2693	56	53	76	92	133	0	95	44	47	46	40	44	67	48	46	36	33	35	28	30	28	36	47	51	32	68	45	60	46	53	29	40	31	27	26	22	35	60	119	83	51	27	53	61	63	58	91	69	6	227									
6	Число погашенных избирательных бюллетеней	24559	286	378	515	513	44	209	703	793	550	580	627	440	464	458	442	561	488	509	404	455	530	513	553	422	462	596	464	473	619	485	502	494	472	408	469	463	464	709	709	623	558	658	550	702	692	663	604	16	86	181									
